molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D
Cl2O,chlorine monoxide,7791-21-1,152.55,252.55,-100.890925727935,1.71544502046147,-0.00261860024494194,0.0
Cl2OS,thionyl chloride,'7719-09-7',172.15,272.15,-134.618787388646,2.05270223542496,-0.00295650617229579,0.0
Cl2OS,thionyl chloride,'7719-09-7',150.0,1500.0,-8.36022970152077,0.422028600081033,-6.470887191431441e-05,1.3476572434315902e-08
Cl2OSe,selenium oxychloride,7791-23-3,281.65,381.65,-316.597063673961,2.68015541402727,-0.0029345838322865103,0.0
Cl2O2S,sulfuryl chloride,7791-25-5,150.0,1500.0,-14.2777614936815,0.447099035704877,-8.903854698858321e-05,1.72019321231448e-08
Cl2O5S2,pyrosulfuryl chloride,7791-27-7,200.0,300.0,-353.356503494253,4.45075799113972,-0.0059343439881863,0.0
Cl2O7,chlorine heptoxide,10294-48-1,181.65,281.65,-215.756717604371,3.06041747985265,-0.0042905053692032106,0.0
Cl2Pb,lead chloride,7758-95-4,1174.15,1274.15,-2019.30627909121,3.61903673424211,-0.00134122845281922,0.0
Cl2S,sulfur dichloride,10545-99-0,150.0,1500.0,-0.665972196988413,0.397992644985669,-1.6247069402460997e-05,-1.1343924648173e-08
Cl2S2,sulfur monochloride,10025-67-9,196.15,296.15,-164.114242575427,2.1711127424158,-0.00292484540268867,0.0
Cl2S3,trisulfur dichloride,31703-09-0,227.15,327.15,-444.080044171668,4.69654307059818,-0.005839292640306079,0.0
Cl2Sn,stannous chloride,7772-99-8,846.15,946.15,-1290.50038239817,3.26379371591502,-0.0015980971042036,0.0
Cl2Te,tellurium dichloride,10025-71-5,551.15,651.15,-553.987558978946,2.2142386389069,-0.0015246427314652,0.0
Cl2Ti,titanium (II) chloride,10049-06-6,1723.15,1823.15,-1443.13632751446,1.73626514200665,-0.00045735720096058095,0.0
Cl2Zn,zinc chloride,7646-85-7,955.15,1055.15,-1203.66326383949,2.67877996935552,-0.00118514355145579,0.0
Cl2Zr,zirconium dichloride,13762-26-0,1515.15,1615.15,-1908.08779541498,2.62682435539424,-0.00077709799585665,0.0
Cl3FGe,"germane, trichlorofluoro",24422-20-6,223.35,323.35,-462.982743477084,4.98523128478022,-0.00625735067752005,0.0
Cl3FSi,"silane, trichlorofluoro",14965-52-7,152.35,252.35,-221.163776722894,3.75737918765768,-0.00573908536376613,0.0
Cl3F3OSi2,"disiloxane, trichlorotrifluoro",98924-04-0,200.0,300.0,-492.187508162951,6.07355441889813,-0.008098072558530841,0.0
Cl3Fe,ferric chloride,'7705-08-0',542.15,642.15,-1336.80720002998,5.43679023385989,-0.00379055304598751,0.0
Cl3Ga,gallium trichloride,13450-90-3,200.0,1500.0,-17.2490021049683,0.329937266123177,-7.458282143214889e-06,-2.25701603888654e-09
Cl3N,nitrogen trichloride,10025-85-1,246.15,346.15,-183.888613053038,1.78600203273403,-0.00212038707436072,0.0
Cl3OP,phosphorus oxychloride,10025-87-3,150.0,1500.0,-9.85208021293839,0.307336097773582,-6.63771474952379e-05,1.2944201654601899e-08
Cl3OV,vanadium oxytrichloride,7727-18-6,150.0,1500.0,-3.71516735962763,0.299694634354314,-4.55630197232883e-05,9.82054372314026e-09
Cl3P,phosphorus (III) chloride,'7719-12-2',150.0,1500.0,-9.52184103579244,0.410793612129656,-9.46156998182844e-05,1.99974495866478e-08
Cl3PS,phosphorus thiochloride,3982-91-0,236.95,336.95,-325.681902380122,3.35455409283212,-0.0040715549130138605,0.0
Cl3Sb,antimony trichloride,10025-91-9,200.0,1500.0,-8.37824542703428,0.32019305981541,-4.07694356844195e-05,7.953018693898851e-09
Cl3Ti,titanium (III) chloride,'7705-07-9',1183.15,1283.15,-1481.68226046618,2.63436508667682,-0.0009698358379696029,0.0
Cl4Ge,germanium chloride,10038-98-9,221.65,321.65,-418.813120372706,4.60236850801619,-0.00580154860458363,0.0
Cl4OW,tungsten (VI) oxytetrachloride,13520-78-0,450.7,550.7,-1305.24999611018,6.48254745047924,-0.005180236095955929,0.0
Cl4P2,phosphorous chloride,13497-91-1,245.15,345.15,-403.351709673448,4.02952008680712,-0.0047953351027099,0.0
Cl4Se,selenium tetrachloride,10026-03-6,578.15,678.15,-1475.60119728863,5.65655296371837,-0.0037552632036900796,0.0
Cl4Si,silicon tetrachloride,10026-04-7,150.0,1500.0,-11.2748440505865,0.409874531794641,-0.000106555418162854,2.2139800951317798e-08
Cl4Sn,stannic chloride,7646-78-8,239.08,339.08,-518.245172903911,5.23309804478392,-0.00631894566845045,0.0
Cl4Te,tellurium tetrachloride,10026-07-0,610.15,710.15,-1258.77457847004,4.5105257388863,-0.00287239746474323,0.0
Cl4Ti,titanium tetrachloride,7550-45-0,249.05,349.05,-387.549840978668,3.75408469361994,-0.0044264646782454205,0.0
Cl4U,uranium (IV) chloride,10026-10-5,1014.15,1114.15,-2699.43884951706,5.64089740833982,-0.00237181911800018,0.0
Cl4V,vanadium tetrachloride,7632-51-1,150.0,1500.0,-7.12084904315147,0.394144679610431,-5.6114602432025596e-05,1.17406959749134e-08
Cl5Mo,molybdenum (V) chloride,10241-05-1,491.15,591.15,-1397.90546028952,6.32524325059987,-0.00474761183712367,0.0
Cl5Nb,niobium (V) chloride,10026-12-7,477.15,577.15,-1326.74813971781,6.1957456126042,-0.00475024581200966,0.0
Cl5P,phosphorus pentachloride,10026-13-8,433.15,533.15,-950.325915608231,4.94967842085701,-0.00406945525023186,0.0
Cl5Sb,antimony pentachloride,7647-18-9,275.95,375.95,-649.182836243854,5.57892092787496,-0.00618574224179506,0.0
Cl5W,tungsten (V) chloride,13470-14-9,509.15,609.15,-1565.84660460459,6.81578791632118,-0.00498120873808461,0.0
Cl6Si2,"disilane, hexachloro",13465-77-5,271.95,371.95,-733.97990941792,6.41702299810102,-0.007178681058396941,0.0
Cl8Si3,octachlorotrisilane,13596-23-1,200.0,300.0,-452.046923473061,6.0605468020783,-0.00808072906943774,0.0
Cs,cesium,7440-46-2,950.0,1300.0,-486.542857142857,1.36304761904762,-0.000854285714285714,2.0952380952381e-07
CsF,cesium fluoride,13400-13-0,1474.15,1574.15,-1795.76535794981,2.53941115366016,-0.000769915154370483,0.0
CsI,cesium iodide,7789-17-5,1503.15,1603.15,-2385.52472714639,3.30590516298259,-0.000984985002229416,0.0
CuI,copper iodide,7681-65-4,1559.15,1659.15,-2103.41885448277,2.80650792221169,-0.000809188340746675,0.0
D2,deuterium,7782-39-0,60.0,1500.0,17.9367807564577,0.400449535502793,-0.000168654197608728,4.2381868426634004e-08
D2O,deuterium oxide,7789-20-0,150.0,1500.0,-9.47446646006934,0.310977067072873,0.000177211053329311,-3.24201064454586e-08
D3N,heavy ammonia,13550-49-7,197.15,297.15,-59.257449331469,0.732078997801742,-0.000983580542525517,0.0
FK,potassium fluoride,7789-23-3,1725.15,1825.15,-1260.47711633229,1.51467751943318,-0.000398567881333889,0.0
FNO,nitrosyl fluoride,7789-25-5,140.65,240.65,-280.836576399008,2.56908172416356,-0.0040695100968850895,0.0
FNO2,nitryl fluoride,10022-50-1,107.15,207.15,-64.0818181165653,1.649817895107,-0.0029236538988251,0.0
FNO3,fluorine nitrate,7789-26-6,98.15,198.15,-66.7698710794209,1.92099943759335,-0.00351638191029352,0.0
FRb,rubidium fluoride,13446-74-7,1633.15,1733.15,-1619.43906074798,2.05947053371573,-0.000569496594230492,0.0
F2,fluorine,7782-41-4,53.48,1500.0,-4.73328402434819,0.884130371917419,-0.000379689087480289,9.385224514194119e-08
F2N2,trans-difluorodiazine,13776-62-0,101.15,201.15,-78.2965653932321,2.06042808596363,-0.00373063205859792,0.0
F2N2,cis-difluorodiazine,13812-43-6,100.0,200.0,-63.4676550582969,1.7017957628111,-0.003094174114202,0.0
F2O,fluorine oxide,7783-41-7,49.35,149.35,-26.4690778549361,1.74316694451258,-0.00388492744486869,0.0
F2OS,thionyl fluoride,7783-42-8,143.65,243.65,-121.103668350728,2.16040694545013,-0.0033899371496157803,0.0
F2OSe,selenium oxyfluoride,7783-43-9,288.15,388.15,-266.745315230396,2.17229233955639,-0.0023451282948897603,0.0
F2O2,difluorine dioxide,7783-44-0,119.15,219.15,-74.9393985827525,1.66650081107191,-0.00283273977744673,0.0
F2O2S,sulfuryl fluoride,2699-79-8,137.35,237.35,-154.449810658891,2.87955104709968,-0.0046094942325911395,0.0
F2O2Se,selenium dioxydifluoride,14984-81-7,173.65,273.65,-224.772038725148,3.21799029776974,-0.00461492943893552,0.0
F2Pb,lead fluoride,7783-46-2,1516.15,1616.15,-2333.61785375576,3.20522219241231,-0.0009476457417769891,0.0
F2S2,difluorodisulfane,13709-35-8,140.15,240.15,-99.4853781906232,1.92497838254032,-0.00305406692454438,0.0
F2S2,"1,1 difluorodisulfane",101947-30-2,108.55,208.55,-70.0747955359902,1.90059917231558,-0.00335143567680405,0.0
F2Sn,tin (II) fluoride,7783-47-3,1073.15,1173.15,-1019.89272418837,2.00834378445494,-0.0008045282155409781,0.0
F2Xe,xenon difluoride,13709-36-9,402.18,502.18,-563.064558772268,3.17382803333091,-0.0027494265509294398,0.0
F2Zn,zinc fluoride,7783-49-5,1723.15,1823.15,-1683.33069565424,2.02523067626749,-0.000533474877187655,0.0
F3N,nitrogen trifluoride,7783-54-2,66.46,1500.0,-5.63361670226227,0.757133144491499,-0.000303279601847587,6.536378074751849e-08
F3NO,trifluoramine oxide,13847-65-9,112.15,212.15,-87.3152189012139,2.06038991552738,-0.00358765438886885,0.0
F3P,phosphorus (III) fluoride,7783-55-3,121.65,221.65,-139.982504106591,2.97498634304731,-0.00501430362893529,0.0
F3PS,phosphorus (V) sulfide trifluoride,2404-52-6,124.35,224.35,-157.190050172822,3.32359186188549,-0.00555134768980373,0.0
F3Ti,titanium (III) fluoride,13470-08-1,1623.15,1723.15,-1057.57224662395,1.35350646670945,-0.000376360833831842,0.0
F4Ge,germanium (IV) fluoride,7783-58-6,258.15,358.15,-482.14026462732,4.49704327096629,-0.00519109231324747,0.0
F4Hf,hafnium fluoride,13709-52-9,1193.15,1293.15,-1781.96264243607,3.15006835646189,-0.00115121454389574,0.0
F4MoO,molybdenum (VI) oxytetrafluoride,14459-59-7,371.15,471.15,-555.262137268821,3.40882391570813,-0.0031207762663262198,0.0
F4N2,tetrafluorohydrazine,10036-47-2,111.65,1500.0,-8.04573059406643,0.547738067862869,-0.000174629490650958,2.9357327222872204e-08
F4OW,tungsten (VI) oxytetrafluoride,13520-79-1,379.15,479.15,-627.789107388145,3.7639815624456,-0.00339617573079996,0.0
F4P2,phosphorous difluoride,13824-74-3,186.65,286.65,-288.259131980898,3.7972785904571,-0.00524993583638476,0.0
F4S,sulfur tetrafluoride,7783-60-0,148.15,248.15,-158.0360268609,2.70971627960705,-0.00419266018815883,0.0
F4Se,selenium tetrafluoride,13465-66-2,263.15,363.15,-271.294787367067,2.449391766503,-0.00279515207862946,0.0
F4Si,silicon tetrafluoride,7783-61-1,150.0,1500.0,13.6102200945262,0.543160046297935,-0.00016498939100869899,3.86520459127273e-08
F4Sn,tin (IV) fluoride,7783-62-2,928.15,1028.15,-1210.30169521707,2.7762139557512,-0.00125831208618556,0.0
F4U,uranium (IV) fluoride,10049-14-6,1640.15,1740.15,-2432.694522703,3.08004690574124,-0.000848427652188866,0.0
F4Xe,xenon tetrafluoride,13709-61-0,390.25,490.25,-722.509089186529,4.2095212053787,-0.0037235923975043796,0.0
F4Zr,zirconium (IV) fluoride,7783-64-4,1135.15,1235.15,-1356.26208570316,2.52410333709312,-0.000963287920121024,0.0
F5I,iodine pentafluoride,7783-66-6,282.58,382.58,-420.341209528412,3.48919450836577,-0.00381266063679112,0.0
F5Mo,molybdenum (V) fluoride,13819-84-6,340.15,440.15,-419.722314520825,2.85395337827303,-0.00277002172015241,0.0
F5Nb,niobium (V) fluoride,7783-68-8,452.15,552.15,-911.915812979219,4.51747886994772,-0.0036015936139262602,0.0
F5P,phosphorus (V) fluoride,7647-19-0,179.35,279.35,-322.547170219538,4.48004063613072,-0.00632149094981054,0.0
F5Ru,ruthenium (V) fluoride,14521-18-7,450.15,550.15,-639.284558651489,3.19423347078258,-0.00255477363095463,0.0
F6Mo,molybdenum fluoride,7783-77-9,290.65,390.65,-637.768893267185,5.13870598101278,-0.00551777728015976,0.0
F6OS,sulfur fluoride hypofluorite,15179-32-5,187.15,287.15,-358.004629135718,4.69021703373823,-0.0064755170975262,0.0
F6S,sulfur hexafluoride,2551-62-4,150.0,5000.0,-28.4530819837409,0.628149707094546,-0.00014016759101993898,1.2696811873047399e-08
F6Se,selenium hexafluoride,7783-79-1,238.45,338.45,-511.696671681245,5.20972047546789,-0.0063003029090191,0.0
F6Si2,"disilane, hexafluoro",13830-68-7,254.55,354.55,-660.829677460699,6.17885736779256,-0.0071922446371697705,0.0
F6Te,tellurium hexafluoride,7783-80-4,235.55,335.55,-664.376459060862,6.82384818293465,-0.008310617687169241,0.0
F6U,uranium fluoride,7783-81-5,337.15,437.15,-1038.5664801269,7.13006277467628,-0.00696091259853195,0.0
F6W,tungsten fluoride,7783-82-6,275.45,375.45,-757.020670418563,6.48006288970852,-0.00719287700045346,0.0
F6Xe,xenon hexafluoride,13693-09-9,322.65,422.65,-717.441706365288,5.14368561794866,-0.005167975100923,0.0
F7I,iodine heptafluoride,16921-96-3,279.65,379.65,-747.292861981057,6.29235419358075,-0.00691999801339575,0.0
Ge,germanium,7440-56-4,500.0,1500.0,114.990080003936,0.284674191603534,-4.77916241078622e-05,0.0
GeI4,germanium (IV) iodide,13450-95-8,600.15,700.15,-2436.1385169176,8.88700582561049,-0.0057324426405279605,0.0
BrH,hydrogen bromide,10035-10-6,150.0,1500.0,7.11672857671178,0.598948991638072,-6.44758377801994e-05,1.4164355695940101e-08
Br3HSi,"silane, tribromo",7789-57-3,200.15,300.15,-312.00587744779,3.95430327302033,-0.00527029624552889,0.0
ClH,hydrogen chloride,'7647-01-0',150.0,1500.0,-16.8498717094607,0.598745867473656,-0.000182905762332375,3.83399078245758e-08
ClHO3S,chlorosulfonic acid,7790-94-5,193.15,293.15,-113.893773647573,1.56114140361151,-0.00212025180444318,0.0
ClHO4,perchloric acid,7601-90-3,171.95,271.95,-162.976065975467,2.55782106092324,-0.00368615227111001,0.0
Cl3GeH,"germane, trichloro",1184-65-2,202.15,302.15,-283.434922109106,3.49557363412034,-0.0046341954582001,0.0
Cl3HSi,"silane, trichloro",10025-78-2,144.95,1500.0,-6.95658704281847,0.434312373635544,-0.000105369321067001,2.3141498421918197e-08
FH,hydrogen fluoride,7664-39-3,200.0,1500.0,-172.644156316026,1.05594039452279,-0.0008122316953067509,7.83249484801068e-07
FHO3S,fluorosulfonic acid,7789-21-1,184.17,284.17,-95.0142999422208,1.40087581298605,-0.00195015704678293,0.0
F2HN,difluoramine,10405-27-3,100.0,200.0,-31.86641539263,0.949068338251085,-0.00172557879682015,0.0
F3HSi,"silane, trifluoro",13465-71-9,141.75,241.75,-178.612216195571,3.19546072472277,-0.0050441368977470705,0.0
HI,hydrogen iodide,10034-85-2,150.0,1500.0,-5.40124825247149,0.689149707959313,-0.00012915837976887099,2.8521988699653597e-08
HKO,potassium hydroxide,1310-58-3,1550.0,1650.0,-1132.71799879829,1.52059840942559,-0.00044075316215234504,0.0
HNO3,nitric acid,7697-37-2,150.0,1500.0,-11.5389084068834,0.377158250360752,-9.73015546943764e-05,1.9668338658377e-08
HNaO,sodium hydroxide,1310-73-2,1780.0,1880.0,-1120.05006247611,1.30320543219021,-0.000333300622043532,0.0
H2,hydrogen,1333-74-0,15.0,1500.0,1.76113292457066,0.341654658438484,-0.000183676211008607,5.1147483668845994e-08
Br2GeH2,"germane, dibromo",13769-36-3,258.15,358.15,-443.225493038368,4.07191932551456,-0.0047003570651212795,0.0
Br2H2Si,"silane, dibromo",13768-94-0,203.05,303.05,-270.854539078281,3.31332796850884,-0.00438212930632037,0.0
Cl2GeH2,"germane, dichloro",15230-48-5,205.15,305.15,-244.506461065462,2.94258820844651,-0.00387029884051889,0.0
Cl2H2Si,"silane, dichloro",4109-96-0,150.0,1500.0,-17.3408067550437,0.475294892990964,-0.00013719445180126598,2.2964251412032e-08
F2H2Si,"silane, difluoro",13824-36-7,151.15,251.15,-149.713760915652,2.49107558049266,-0.0038189109006479603,0.0
H2I2Si,"silane, diiodo",13760-02-6,272.15,372.15,-433.096654023538,3.78264644875787,-0.00422972878089888,0.0
H2O,water,7732-18-5,150.0,1500.0,22.8211228871081,0.17386812650393,0.000324647760278453,-1.4333700966949102e-07
H2O2,hydrogen peroxide,7722-84-1,150.0,1500.0,-8.65384185219312,0.365978081122321,-4.38738689565609e-05,8.676599388161141e-09
H2O4S,sulfuric acid,7664-93-9,200.0,1500.0,3.76563925539684,0.17886670361612,6.00392069389564e-06,-1.37848165261045e-09
H2S,hydrogen sulfide,'7783-06-4',150.0,1500.0,192.146318399752,-0.398545047209642,0.000965059262568592,-2.81724654642001e-07
H2S2,hydrogen disulfide,13465-07-1,183.45,283.45,-94.9342214974845,1.31852676712951,-0.0018392059800941601,0.0
H2Se,hydrogen selenide,'7783-07-5',150.0,1500.0,-21.6560220660715,0.696956297957888,-0.00020528432060981698,4.1735985265462405e-08
H2Te,hydrogen telluride,'7783-09-7',224.15,324.15,-254.851391548912,2.72863688005428,-0.00341805947645532,0.0
AsH3,arsine,7784-42-1,150.0,1500.0,-18.8096278937251,0.670801693209302,-0.00025387437898349,5.2631996521022694e-08
BrGeH3,"germane, bromo",13569-43-2,241.15,341.15,-305.248623834614,3.02030780718377,-0.00362886916638684,0.0
BrH3Si,"silane, monobromo",13465-73-1,179.25,279.25,-183.142925948548,2.55029564173039,-0.00359957041881494,0.0
ClGeH3,"germane, chloro",13637-65-5,221.15,321.15,-243.359604019378,2.65161384133378,-0.0033467295738152103,0.0
ClH3Si,"silane, monochloro",13465-78-6,155.05,255.05,-133.742041091188,2.18962895126747,-0.0033171170296432,0.0
FH3Si,"silane, monofluoro",13537-33-2,100.0,200.0,-69.9257138060926,1.8890206652596,-0.00343458302774474,0.0
H3ISi,"silane, iodo",13598-42-0,216.15,316.15,-245.556747787902,2.76207730371566,-0.00353071366958413,0.0
H3N,ammonia,7664-41-7,150.0,1500.0,-7.6819141118208,0.366991246426749,-4.71324438253522e-06,4.80099353546412e-10
H3NO,hydroxylamine,7803-49-8,200.0,1500.0,-13.7930071185177,0.402812554189077,-0.000102984904632905,2.03259503576954e-08
H3O2P,hypophosphorous acid,6303-21-5,299.65,399.65,-214.150048284351,1.66625413243221,-0.00175524505681261,0.0
H3O3P,phosphorous acid,13598-36-2,347.55,447.55,-293.592093299121,1.93981729409902,-0.0018561068740781,0.0
H3O4P,phosphoric acid,7664-38-2,630.0,730.0,-1166.43156953822,4.038818269619,-0.00250858277616087,0.0
H3P,phosphine,7803-51-2,139.37,1500.0,-9.6610243011757,0.486943290746118,-0.000173871030605147,3.98323988565903e-08
H3Sb,stibine,7803-52-3,185.15,285.15,-174.532708459198,2.33003511888454,-0.0032348120489858897,0.0
BrH4N,ammonium bromide,12124-97-9,619.15,719.15,-2128.92106073541,7.50752767741342,-0.00472676929888146,0.0
GeH4,germane,7782-65-2,107.26,207.26,-87.8344143798648,2.20288145152861,-0.00390222038462519,0.0
H4IN,ammonium iodide,12027-06-4,628.15,728.15,-2619.18141727638,9.09477389940206,-0.00566193979916706,0.0
H4IP,phosphonium iodide,12125-09-6,291.65,391.65,-382.343547511721,3.05770411688521,-0.0032762285619685103,0.0
H4N2,hydrazine,302-01-2,150.0,1673.15,-14.008864519019,0.340895060189551,-6.4394686396725e-05,9.90419577349923e-09
H4Si,silane,7803-62-5,150.0,1500.0,5.38733707624693,0.38328186640669,-4.75499657377711e-05,1.0497451785735899e-08
H4Sn,stannane,2406-52-2,127.15,227.15,-128.16607525669,2.64983727302647,-0.0043849698378726895,0.0
B2BrH5,diborane hydrobromide,,168.95,268.95,-186.455835846627,2.80539947827107,-0.00407820828357475,0.0
