molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D
Hg2I2,mercury (I) iodide,15385-57-6,563.15,1500.0,136.398,0.0,0.0,0.0
Ho,holmium,7440-60-0,1743.0,3000.0,43.932,0.0,0.0,0.0
ClI,iodine chloride,7790-99-0,300.53,1000.0,123.66425548156,-0.079944559989787,5.4083891598408e-05,-2.4583587090186e-08
F5I,iodine pentafluoride,7783-66-6,298.15,303.15,123.54,0.0,0.0,0.0
F7I,iodine heptafluoride,16921-96-3,278.65,425.15,748.653,-4.7652,0.01175,-7.9388e-06
I2,iodine,7553-56-2,386.75,3000.0,79.55,0.0,0.0,0.0
In,indium,7440-74-6,429.76,900.0,30.71076330439,-0.0048264696040573,5.8589553626017e-06,-2.7899787440961e-09
Ir,iridium,7439-88-5,2716.0,5000.0,41.84,0.0,0.0,0.0
K,potassium,7440-09-07 00:00:00,336.86,2000.0,37.749777852407,-0.021475654474392,1.4098870469876e-05,3.570061521092e-10
BF4K,potassium fluoroborate,14075-53-7,843.0,1500.0,167.117,0.0,0.0,0.0
BKO2,potassium metaborate,13709-94-9,1220.0,2000.0,145.44,0.0,0.0,0.0
BrK,potassium bromide,7758-02-03 00:00:00,1007.0,2500.0,69.87,0.0,0.0,0.0
ClK,potassium chloride,7447-40-7,1044.0,2776.0,188.929,-0.18986,8.7872e-05,-8.9111e-09
FK,potassium fluoride,7789-23-3,1131.15,3000.0,71.965,0.0,0.0,0.0
F2HK,potassium hydrogen fluoride,7789-29-9,512.05,2000.0,104.6,0.0,0.0,0.0
IK,potassium iodide,7681-11-23 00:00:00,954.0,2500.0,72.383,0.0,0.0,0.0
KNO3,potassium nitrate,7757-79-1,607.0,700.0,123.38616,0.0,0.0,0.0
KNO3,potassium nitrate-(N=15),57654-83-8,607.0,700.0,123.38616,0.0,0.0,0.0
HKO,potassium hydroxide,1310-58-3,679.0,2084.69,71.429,0.042195,-4.8017e-05,1.7182e-08
CK2O3,potassium carbonate,584-08-7,1200.0,2500.0,209.2,0.0,0.0,0.0
K2S,potassium sulfide,1312-73-8,1221.15,3000.0,100.96,0.0,0.0,0.0
K2O4S,potassium sulfate,7778-80-5,1342.15,3000.0,201.46,0.0,0.0,0.0
Kr,krypton,7439-90-9,116.0,190.0,-353.66646846847,8.9953927927929,-0.067472612612613,0.00016855855855856
La,lanthanum,7439-91-0,1193.0,4000.0,34.3088,0.0,0.0,0.0
Cl3La,lanthanum chloride,10099-58-8,1128.0,2085.0,125.52,0.0,0.0,0.0
Li,lithium,7439-93-2,453.69,2000.0,33.744663844258,-0.0097276423465313,5.3133017923446e-06,-5.3532329007178e-10
AlLiO2,lithium metaaluminate,12003-67-7,1973.0,4000.0,125.52,0.0,0.0,0.0
BLiO2,lithium metaborate,13453-69-5,1122.15,3000.0,144.31,0.0,0.0,0.0
BrLi,lithium bromide,7550-35-8,823.0,2000.0,65.27,0.0,0.0,0.0
ClLi,lithium chloride,7447-41-8,883.0,2000.0,73.083210971032,-0.0087464219420646,-5.6816901004121e-07,1.4216361915771e-10
ClLiO4,lithium perchlorate,7791-03-09 00:00:00,509.15,1500.0,161.084,0.0,0.0,0.0
FLi,lithium fluoride,7789-24-4,1121.35,3000.0,64.183,0.0,0.0,0.0
HLi,lithium hydride,7580-67-8,961.85,2000.0,62.342,0.0,0.0,0.0
ILi,lithium iodide,10377-51-2,719.15,1881.63,68.927,0.017582,-2.6135e-05,1.1257e-08
HLiO,lithium hydroxide,1310-65-2,744.3,2500.0,87.086,0.0,0.0,0.0
B4Li2O7,lithium tetraborate,12007-60-2,1190.0,2500.0,425.11332980383,0.048451216640674,-1.410653615694e-05,2.8994226928233e-09
CLi2O3,lithium carbonate,554-13-2,996.15,2000.0,185.435,0.0,0.0,0.0
Li2O,lithium oxide,12057-24-8,1843.15,4000.0,100.416,0.0,0.0,0.0
Li2O3Ti,lithium titanate,12031-82-2,1820.0,4000.0,200.832,0.0,0.0,0.0
Li2O4S,lithium sulfate,10377-48-7,1132.15,3000.0,205.016,0.0,0.0,0.0
Li2O3Si,lithium metasilicate,10102-24-6,1474.15,4000.0,167.36,0.0,0.0,0.0
Lu,lutetium,7439-94-3,1936.0,3700.0,47.9068,0.0,0.0,0.0
Mg,magnesium,7439-95-4,923.0,3000.0,34.3,0.0,0.0,0.0
Al2MgO4,magnesium aluminum oxide,12068-51-8,2408.0,4000.0,219.66,0.0,0.0,0.0
Br2Mg,magnesium bromide,7789-48-2,984.15,2000.0,104.6,0.0,0.0,0.0
Cl2Mg,magnesium chloride,7786-30-3,987.15,2500.0,92.0488,0.0,0.0,0.0
F2Mg,magnesium fluoride,7783-40-6,1536.15,3000.0,94.922,0.0,0.0,0.0
I2Mg,magnesium iodide,10377-58-9,907.15,2000.0,100.416,0.0,0.0,0.0
MgO,magnesium oxide,1309-48-4,3200.0,5000.0,66.944,0.0,0.0,0.0
MgO4S,magnesium sulfate,7487-88-9,1400.0,2500.0,158.99,0.0,0.0,0.0
MgO3Si,magnesium metasilicate,13776-74-4,1850.0,3000.0,146.44,0.0,0.0,0.0
MgO3Ti,magnesium titanate,1312-99-8,1953.0,4000.0,163.176,0.0,0.0,0.0
Mg2O4Ti,magnesium orthotitanate,12032-52-9,2005.0,3000.0,228.4464,0.0,0.0,0.0
Mg2Si,magnesium silicide,22831-39-6,1375.15,4000.0,94.14,0.0,0.0,0.0
Mg2O4Si,magnesium orthosilicate,26686-77-1,2171.0,4000.0,205.016,0.0,0.0,0.0
Mn,manganese,7439-96-5,1519.0,4000.0,46.024,0.0,0.0,0.0
Br2Mn,manganese (II) bromide,13446-03-2,971.0,1300.0,100.416,0.0,0.0,0.0
Cl2Mn,manganese (II) chloride,7773-01-05 00:00:00,923.15,1906.38,123.626,-0.046248,1.3019e-05,4.0716e-09
F2Mn,manganese (II) fluoride,7782-64-1,1129.0,2093.0,98.324,0.0,0.0,0.0
I2Mn,manganese (II) iodide,7790-33-2,911.0,1290.0,108.784,0.0,0.0,0.0
MnO,manganese (II) oxide,1344-43-0,2058.0,3000.0,60.668,0.0,0.0,0.0
MnS,manganese (II) sulfide (a form),18820-29-6,1803.0,2000.0,71.128,0.0,0.0,0.0
MnS,manganese (II) sulfide (b form),18820-29-6,1803.0,2000.0,71.128,0.0,0.0,0.0
MnS,manganese (II) sulfide (c form),18820-29-6,1803.0,2000.0,71.128,0.0,0.0,0.0
Mo,molybdenum,7439-98-7,2896.0,5000.0,37.656,0.0,0.0,0.0
Cl4Mo,molybdenum (IV) chloride,13320-71-3,590.0,1500.0,146.44,0.0,0.0,0.0
Cl5Mo,molybdenum (V) chloride,10241-05-1,467.15,1200.0,175.728,0.0,0.0,0.0
F6Mo,molybdenum fluoride,7783-77-9,298.15,1000.0,117.93081651775,0.17395524113566,-7.4390312656059e-09,3.3813778479577e-12
MoO3,molybdenum oxide,1313-27-5,1074.15,2000.0,126.951,0.0,0.0,0.0
Mo2S3,molybdenum (III) sulfide,12033-33-9,2080.0,3500.0,156.9,0.0,0.0,0.0
ClNO,nitrosyl chloride,2696-92-6,213.55,418.62,181.178,-0.82714,0.0019451,-6.3093e-07
Cl3N,nitrogen trichloride,10025-85-1,246.15,535.8,192.643,-0.61039,0.0010601,-6.3674e-08
D3N,heavy ammonia,13550-49-7,199.15,368.98,237.684,-1.4495,0.0040877,-2.3781e-06
F3N,nitrogen trifluoride,7783-54-2,66.36,222.16,72.458,0.039006,-0.0018012,1.0334e-05
H3N,ammonia,7664-41-7,230.0,370.0,-473.8938,5.9332766666667,-0.021492486111111,2.6281944444444e-05
H5NO4S,ammonium hydrogen sulfate,7803-63-6,420.05,764.15,67.2,0.31295,0.0,0.0
NO,nitric oxide,10102-43-9,109.5,150.0,-2979.6,76.602,-0.65259,0.0018879
NO2,nitrogen dioxide,10102-44-0,261.9,400.0,91.934,0.17086,-4.3e-06,0.0
N2,nitrogen,7727-37-9,63.15,110.0,2.6251920394178,2.5182418381688,-0.039172790342531,0.00020301157406902
F4N2,tetrafluorohydrazine,10036-47-2,111.65,293.88,111.713,-0.0238,-0.0014518,6.6483e-06
H4N2,hydrazine,302-01-2,274.69,653.15,79.815,0.050929,4.3379e-05,0.0
CH4N2,ammonium cyanide,12211-52-8,309.15,466.76,407.226,-1.9783,0.0040513,-1.6224e-06
H6N2O,hydrazine hydrate,7803-57-8,298.15,303.15,131.58,0.0,0.0,0.0
N2O,nitrous oxide,10024-97-2,182.3,294.09,220.901,-1.6908,0.005632,-3.6589e-06
N2O3,nitrogen trioxide,10544-73-7,170.0,403.75,149.838,-0.044366,-0.001513,4.8628e-06
N2O4,nitrogen tetraoxide,10544-72-6,261.9,409.59,397.502,-2.0622,0.0043168,-8.991e-07
N2O5,nitrogen pentoxide,10102-03-1,303.15,489.73,341.495,-1.4532,0.0028336,-8.424e-07
Na,sodium,7440-23-5,371.01,2000.0,37.042248339269,-0.017515343808498,9.0275811190255e-06,2.4451435020302e-10
BNaO2,sodium metaborate,7775-19-1,1240.0,2500.0,146.44,0.0,0.0,0.0
BrNa,sodium bromide,7647-15-6,1020.0,3429.6,133.301,-0.11628,5.3381e-05,-5.3139e-09
CNNa,sodium cyanide,143-33-9,836.85,2320.0,69.087,0.038057,-4.157e-05,1.3878e-08
ClNa,sodium chloride,7647-14-5,1074.0,3230.0,95.016,-0.031081,9.6789e-07,5.5116e-09
ClNaO3,sodium chlorate,7775-09-09 00:00:00,533.0,600.0,133.05,0.0,0.0,0.0
FNa,sodium fluoride,7681-49-4,1269.0,5254.0,47.103,0.019241,-6.2969e-06,2.8598e-09
INa,sodium iodide,7681-82-5,924.15,2054.92,72.61,-0.0061075,-6.774e-06,5.1489e-09
NNaO3,sodium nitrate,7631-99-4,580.15,700.0,155.6,0.0,0.0,0.0
HNaO,sodium hydroxide,1310-73-2,600.0,2820.0,88.60907571168,-0.0031226547788,-2.48285249e-06,7.2769950000001e-10
B4Na2O7,sodium tetraborate,1330-43-4,1016.15,3000.0,444.885,0.0,0.0,0.0
CNa2O3,sodium carbonate,497-19-8,1127.0,1210.0,140.01,0.048571,-1.6402e-06,0.0
Na2O,sodium oxide,1313-59-3,1405.2,3000.0,104.6,0.0,0.0,0.0
Na2O4W,sodium tungstate,13472-45-2,969.0,1500.0,209.2,0.0,0.0,0.0
Na2S,sodium sulfide,1313-82-2,1223.0,2200.0,91.813,0.0,0.0,0.0
Na2O4S,sodium sulfate,7757-82-6,1157.0,3515.0,233.515,-0.0095276,-3.4665e-05,1.5771e-08
Na2O3Si,sodium metasilicate,6834-92-0,1362.0,2500.0,177.32,0.0,0.0,0.0
AlF6Na3,sodium hexafluoroaluminate,13775-53-6,1285.0,3000.0,395.514,0.0,0.0,0.0
Al3F14Na5,chiolite,1302-84-7,1010.0,3000.0,973.868,0.0,0.0,0.0
Nb,niobium,7440-03-01 00:00:00,2750.0,5000.0,33.472,0.0,0.0,0.0
B2Nb,niobium boride,12007-29-3,3273.0,3500.0,125.52,0.0,0.0,0.0
Br5Nb,niobium (V) bromide,13478-45-0,527.0,900.0,283.90533422268,-0.15620217950803,7.8578168315214e-05,-5.5903551441397e-08
Cl5Nb,niobium (V) chloride,10026-12-7,478.9,800.0,235.45929547485,0.019682427123636,-0.0001226836037511,1.5475135208882e-08
F5Nb,niobium (V) fluoride,7783-68-8,349.0,498.0,182.004,0.0,0.0,0.0
I5Nb,niobium (V) iodide,13779-92-5,600.0,620.0,184.096,0.0,0.0,0.0
NNb,niobium nitride,24621-21-4,2323.0,3000.0,62.76,0.0,0.0,0.0
NbO,niobium (II) oxide,12034-57-0,2210.0,3000.0,62.76,0.0,0.0,0.0
NbO2,niobium (IV) oxide,12034-59-2,2175.0,3000.0,94.14,0.0,0.0,0.0
Nb2O5,niobium (V) oxide,1313-96-8,1785.15,5000.0,242.254,0.0,0.0,0.0
Nd,neodymium,7440-10-08 00:00:00,1289.0,3500.0,48.78544,0.0,0.0,0.0
Ne,neon,7440-01-09 00:00:00,24.55,40.0,-414.32104134496,45.374034115817,-1.5282118144113,0.017403727808912
Ni,nickel,7440-02-23 00:00:00,1728.0,4000.0,38.911,0.0,0.0,0.0
C4NiO4,nickel carbonyl,13463-39-3,298.15,700.0,187.10416072615,0.053847076889422,2.5010311574271e-06,-1.4711947984857e-09
C12H10Ni2O2,"nickel carbonyl dimer, cyclopentadienyl",12170-92-2,2750.0,5130.82,33.472,0.0,0.0,0.0
Cl2Ni,nickel (II) chloride,7718-54-9,1304.0,1800.0,101.186,0.0,0.0,0.0
F2Ni,nickel fluoride,10028-18-9,1723.15,2623.0,666.23,-0.75541,0.00033374,-4.6949e-08
NiS,nickel sulfide,16812-54-7,1249.15,3400.0,76.779,0.0,0.0,0.0
NiS2,nickel disulfide,12035-51-7,1280.0,1800.0,91.002,0.0,0.0,0.0
Ni3S2,nickel (III) sulfide,12035-72-2,1062.0,3800.0,191.795,0.0,0.0,0.0
O2,oxygen,7782-44-7,54.36,143.0,12.276473640184,1.7251181998068,-0.023488761541675,0.00010517996922265
O3,ozone,10028-15-6,90.0,247.95,40.279,0.81284,-0.0046303,1.3033e-05
Os,osmium,7440-04-02 00:00:00,3300.0,5500.0,35.9824,0.0,0.0,0.0
C5O5Os,osmium pentacarbonyl,16406-49-8,298.15,303.15,171.59,0.0,0.0,0.0
P,phosphorus (white),7723-14-0,317.3,3000.0,26.12,0.0,0.0,0.0
P,phosphorus (red),7723-14-0,900.0,993.75,26.685,0.0,0.0,0.0
Br3P,phosphorus tribromide,7789-60-8,233.15,675.45,131.023,0.010737,-0.00035824,6.7756e-07
C3H9O4P,"phosphate, trimethyl",512-56-1,364.5,546.75,99.036,0.22704,0.00021708,0.0
C6H15O4P,"phosphate, triethyl",78-40-0,378.5,567.75,79.504,0.59677,0.0,0.0
Cl2F3P,phosphorus (V) dichloride trifluoride,13454-99-4,265.15,434.16,340.032,-1.6902,0.0038192,-1.5226e-06
Cl3P,phosphorus (III) chloride,7719-12-02 00:00:00,240.0,534.99,177.073,-0.46599,0.000828,1.8546e-07
H3P,phosphine,7803-51-2,139.37,308.51,120.475,-0.77634,0.0028214,-1.6233e-06
ClH4P,phosphonium chloride,24567-53-1,244.65,306.19,2871.578,-27.564,0.091944,-9.4995e-05
H4IP,phosphonium iodide,12125-09-6,291.65,512.71,322.737,-1.4722,0.0029923,-1.3427e-06
Cl3OP,phosphorus oxychloride,10025-87-3,274.33,572.04,194.159,-0.47684,0.0010467,-2.1262e-07
Cl3PS,phosphorus thiochloride,3982-91-0,236.95,606.88,170.596,-0.1869,-3.1267e-05,6.9512e-07
Cl4P2,phosphorous chloride,13497-91-1,298.15,303.15,180.02,0.0,0.0,0.0
H4P2,diphosphine,13445-50-6,298.15,303.15,89.18,0.0,0.0,0.0
O3P2,phosphorus trioxide,1314-24-5,298.15,303.15,100.38,0.0,0.0,0.0
P2S5,phosphorus (V) sulfide,1314-80-3,561.15,1032.8,605.547,-1.09395,0.00114845,-3.22585e-07
O6P4,phosphorous (III) oxide,12440-00-5,295.65,679.12,341.331,-0.63516,0.0006356,4.0286e-07
P4S3,phosphorus sesquisulfide,1314-85-8,445.15,3000.0,184.096,0.0,0.0,0.0
Pb,lead,7439-92-1,600.65,2000.0,33.422938990052,-0.0054952634795511,1.3357519867359e-06,1.0557250276336e-10
Br2Pb,lead bromide,10031-22-8,644.15,2000.0,112.131,0.0,0.0,0.0
Br4Pb,lead (IV) bromide,13701-91-2,298.15,303.15,130.95,0.0,0.0,0.0
C8H20Pb,tetraethyl lead,1978-10-02 00:00:00,100.0,320.0,248.55,-0.040022,0.00079816,0.0
Cl2Pb,lead chloride,7758-95-4,774.15,2000.0,111.504,0.0,0.0,0.0
Cl4Pb,lead (IV) chloride,13463-30-4,298.15,303.15,153.83,0.0,0.0,0.0
F2Pb,lead fluoride,7783-46-2,1103.15,1500.0,109.202,0.0,0.0,0.0
I2Pb,lead iodide,10101-63-0,683.0,1500.0,108.575,0.0,0.0,0.0
OPb,lead oxide,1317-36-8,1161.15,2500.0,65.0,0.0,0.0,0.0
OPb,lead (II) oxide (massicot),1317-36-8,1161.15,2500.0,65.0,0.0,0.0,0.0
OPb,lead (II) oxide (litharge),1317-36-8,1161.15,2500.0,65.0,0.0,0.0,0.0
PbS,lead sulfide,1314-87-0,1387.15,2000.0,66.9,0.0,0.0,0.0
O3PbSi,lead (II) metasilicate,10099-76-0,1037.0,1800.0,130.1224,0.0,0.0,0.0
O4Pb2Si,lead (II) orthosilicate,13566-17-1,1016.0,1800.0,189.07496,0.0,0.0,0.0
Pd,palladium,7440-05-03 00:00:00,1825.0,3300.0,34.7272,0.0,0.0,0.0
H2Po,polonium hydride,31060-73-8,298.15,303.15,44.59,0.0,0.0,0.0
Pr,praseodymium,7440-10-23 00:00:00,1204.0,4000.0,42.96968,0.0,0.0,0.0
Pt,platinum,7440-06-04 00:00:00,2042.0,4000.0,34.7272,0.0,0.0,0.0
Pu,plutonium,7440-07-05 00:00:00,913.0,4000.0,41.84,0.0,0.0,0.0
Rb,rubidium,7440-17-7,312.47,2000.0,32.560035746967,-0.00033795199236769,-9.1275960062907e-06,7.7931565328665e-09
BrRb,rubidium bromide,7789-39-1,955.15,2117.46,75.323,-0.0068236,-6.1573e-06,4.7732e-09
ClRb,rubidium chloride,7791-11-09 00:00:00,988.15,2155.24,74.142,-0.010286,-3.3799e-06,3.8837e-09
FRb,rubidium fluoride,13446-74-7,1033.15,2190.42,89.516,-0.020592,1.5492e-06,3.2149e-09
IRb,rubidium iodide,7790-29-6,915.15,2054.92,73.791,-0.0040609,-8.3953e-06,5.5997e-09
Re,rhenium,7440-15-5,3453.0,6000.0,41.84,0.0,0.0,0.0
ClO3Re,rhenium (VII) trioxychloride,7791-09-05 00:00:00,298.15,303.15,106.1,0.0,0.0,0.0
Rh,rhodium,7440-16-6,2233.0,4000.0,41.84,0.0,0.0,0.0
Rn,radon,10043-92-2,202.0,211.0,45.1872,0.0,0.0,0.0
Ru,ruthenium,7440-18-8,2523.0,4500.0,41.84,0.0,0.0,0.0
C5O5Ru,ruthenium pentacarbonyl,16406-48-7,298.15,303.15,171.59,0.0,0.0,0.0
S,sulfur,7704-34-9,453.15,717.0,323.21104941828,-1.3462154169642,0.002106067931793,-1.1087545910755e-06
Cl2S,sulfur dichloride,10545-99-0,195.15,400.0,91.002,0.0,0.0,0.0
Cl2OS,thionyl chloride,7719-09-07 00:00:00,298.0,351.0,121.0,0.0,0.0,0.0
F4S,sulfur tetrafluoride,7783-60-0,149.15,345.8,161.219,-0.42384,0.00029705,2.8834e-06
F6S,sulfur hexafluoride,2551-62-4,222.45,303.0,1614.139,-16.346,0.0574,-6.361e-05
Br2OS,thionyl bromide,507-16-4,220.95,628.66,131.854,-0.036263,-0.00028115,7.2193e-07
Cl2OS,thionyl chloride,7719-09-07 00:00:00,172.0,538.65,116.818,-0.020658,-0.00037051,1.0653e-06
F2OS,thionyl fluoride,7783-42-8,162.65,352.69,163.384,-0.77319,0.0019849,-4.3363e-08
O2S,sulfur dioxide,7446-09-05 00:00:00,199.79,400.01,-125.97963539844,2.4726130462902,-0.0097792241919668,1.3085327892092e-05
Cl2O2S,sulfuryl chloride,7791-25-5,222.0,436.0,176.168,-0.21659,-3.0189e-05,1.0404e-06
O3S,sulfur trioxide,7446-11-09 00:00:00,289.95,392.68,5064.851,-41.901,0.11959,-0.00011117
Br2S2,sulfur bromide,13172-31-1,298.15,303.15,116.48,0.0,0.0,0.0
Cl2S2,sulfur monochloride,10025-67-9,298.15,1000.0,124.29,0.0,0.0,0.0
F10S2,sulfur decafluoride,5714-22-7,298.15,303.15,258.8,0.0,0.0,0.0
Cl2S3,trisulfur dichloride,31703-09-0,298.15,303.15,159.97,0.0,0.0,0.0
Sb,antimony,7440-36-0,904.0,2000.0,31.38,0.0,0.0,0.0
Br3Sb,antimony tribromide,7789-61-9,369.75,714.2,202.175,-0.36922,0.00048373,-1.0419e-07
Cl2F3Sb,antimony (V) dichlorotrifluoride,7791-16-4,298.15,303.15,148.42,0.0,0.0,0.0
Cl3Sb,antimony trichloride,10025-91-9,346.55,754.3,214.359,-0.4481,0.00043365,1.5743e-07
Cl5Sb,antimony pentachloride,7647-18-9,275.95,629.41,247.892,-0.51771,0.00058833,3.2025e-07
F5Sb,antimony (V) fluoride,7783-70-2,298.15,303.15,123.54,0.0,0.0,0.0
H3Sb,stibine,7803-52-3,185.15,418.33,112.882,-0.44438,0.0011052,-2.9859e-07
I3Sb,antimony triiodide,7790-44-5,440.15,878.37,206.905,-0.2374,0.00021509,6.0243e-09
O3Sb2,antimony (III) oxide,1309-64-4,929.0,1698.0,150.624,0.0,0.0,0.0
Sc,scandium,7440-20-2,1812.0,3200.0,44.22488,0.0,0.0,0.0
Se,selenium (gray),7782-49-2,494.0,1000.0,35.1456,0.0,0.0,0.0
Se,selenium (a form),7782-49-2,494.0,1000.0,35.1456,0.0,0.0,0.0
Se,selenium (vitreous),7782-49-2,494.0,1000.0,35.1456,0.0,0.0,0.0
CSSe,"selenosulfide, carbon",5951-19-9,197.95,547.71,110.492,-0.063675,-0.00022469,8.2437e-07
Cl4Se,selenium tetrachloride,10026-03-6,400.0,706.76,418.234,-1.3945,0.0020611,-6.8241e-07
F4Se,selenium tetrafluoride,13465-66-2,298.15,303.15,104.07,0.0,0.0,0.0
F6Se,selenium hexafluoride,7783-79-1,238.45,350.36,521.512,-3.9988,0.011778,-9.4441e-06
Cl2OSe,selenium oxychloride,7791-23-3,281.65,671.46,176.321,-0.27503,0.00020506,3.293e-07
F2OSe,selenium oxyfluoride,7783-43-9,298.15,303.15,81.13,0.0,0.0,0.0
Br2Se2,selenium bromide,7789-52-8,298.15,303.15,104.76,0.0,0.0,0.0
CSe2,"diselenide, carbon",506-80-9,298.15,303.15,65.46,0.0,0.0,0.0
Cl2Se2,selenium chloride,10025-68-0,298.15,303.15,116.2,0.0,0.0,0.0
Si,silicon,7440-21-3,1690.0,4000.0,27.2,0.0,0.0,0.0
BrCl2FSi,"silane, bromodichlorofluoro",28054-58-2,160.85,472.31,130.232,-0.032357,-0.0005326,1.7311e-06
Br2ClFSi,"silane, dibromochlorofluoro",28054-61-7,173.85,508.51,145.181,-0.032456,-0.00051834,1.5533e-06
Br3ClSi,"silane, tribromochloro",13465-76-4,298.15,303.15,136.67,0.0,0.0,0.0
Br4Si,tetrabromosilane,7789-66-4,278.54,800.0,146.44,0.0,0.0,0.0
CSi,silicon carbide (hexagonal),409-21-2,3103.0,5600.0,63.0,0.0,0.0,0.0
CH3Cl3Si,"silane, methyltrichloro",75-79-6,193.35,300.0,153.31,-0.0861,0.00039934,0.0
CH4Cl2Si,"silane, methyldichloro",75-54-7,250.0,350.0,27.03,0.413,0.0,0.0
C2H5Cl3Si,"silane, ethyltrichloro",115-21-9,167.55,371.05,105.15,0.085318,0.00046693,0.0
C2H6Cl2Si,"silane, dimethyldichloro",75-78-5,260.17,390.26,121.53,-0.049783,0.00069056,0.0
C7H8Cl2Si,"silane, methylphenyldichloro",149-74-6,229.65,477.35,122.52,0.44062,0.0,0.0
C8H20Si,"silane, tetraethyl",631-36-7,190.65,580.0,-9.0491038944266,2.5964328287054,-0.0079388448635864,8.8474598958331e-06
C3H9ClSi,chlorotrimethylsilane,75-77-4,248.87,373.31,122.08,-0.056351,0.00084629,0.0
ClF3Si,"silane, chlorotrifluoro",14049-36-6,131.15,314.01,139.074,-0.51789,0.0010735,1.925e-06
Cl2F2Si,"silane, dichlorodifluoro",18356-71-3,133.45,371.39,122.47,-0.12816,-0.00041457,2.7333e-06
BrCl3Si,"silane, bromotrichloro",13465-74-2,298.15,303.15,148.11,0.0,0.0,0.0
Cl3FSi,"silane, trichlorofluoro",14965-52-7,152.35,437.47,133.585,-0.066696,-0.00052185,2.0831e-06
Cl4Si,silicon tetrachloride,10026-04-7,204.3,481.65,170.175,-0.17026,-0.00040824,1.8411e-06
F4Si,silicon tetrafluoride,7783-61-1,186.35,253.15,829.38,-7.3315,0.019203,0.0
Br3HSi,"silane, tribromo",7789-57-3,199.65,579.5,135.537,-0.015375,-0.00034581,8.6226e-07
Cl3HSi,"silane, trichloro",10025-78-2,144.95,455.05,115.924,0.084832,-0.001048,2.571e-06
F3HSi,"silane, trifluoro",13465-71-9,141.75,276.47,173.894,-1.33,0.0049431,-3.3017e-06
HI3Si,"silane, triiodo",13465-72-0,298.15,303.15,113.96,0.0,0.0,0.0
Br2H2Si,"silane, dibromo",13768-94-0,202.95,522.5,137.271,-0.16406,-4.8843e-05,8.6699e-07
Cl2H2Si,"silane, dichloro",4109-96-0,151.15,426.55,106.133,-0.029755,-0.00056554,1.9803e-06
F2H2Si,"silane, difluoro",13824-36-7,150.0,302.3,151.417,-1.005,0.0033413,-1.6945e-06
H2I2Si,"silane, diiodo",13760-02-6,272.15,627.0,187.585,-0.28898,0.00016334,4.9458e-07
BrH3Si,"silane, monobromo",13465-73-1,179.25,431.3,127.539,-0.36623,0.00059877,6.1058e-07
ClH3Si,"silane, monochloro",13465-78-6,155.05,376.82,111.792,-0.33048,0.000491,1.1515e-06
FH3Si,"silane, monofluoro",13537-33-2,150.0,271.96,161.642,-1.3357,0.0051056,-4.0023e-06
H3ISi,"silane, iodo",13598-42-0,216.15,489.25,160.802,-0.46642,0.00072389,3.7261e-07
H4Si,silane,7803-62-5,88.15,256.22,83.087,-0.33736,0.0008897,2.6155e-06
I4Si,"silane, tetraiodo",13465-84-4,393.65,700.0,147.57371235598,0.040821465614795,8.475344797842e-07,-4.9863026654724e-10
O2Si,silicon dioxide (α quartz),14808-60-7,2000.0,4500.0,85.772,0.0,0.0,0.0
O2Si,silicon dioxide (tridymite),15468-32-3,1996.0,4500.0,85.772,0.0,0.0,0.0
O2Si,silicon dioxide (cristobalite),14464-46-1,1996.0,4500.0,85.772,0.0,0.0,0.0
O2Si,silicon dioxide (vitreous),60676-86-0,1996.0,4500.0,85.772,0.0,0.0,0.0
SSi,silicon monosulfide,12504-41-5,1363.0,3500.0,67.0,0.0,0.0,0.0
S2Si,silicon disulfide,13759-10-9,1363.15,2000.0,91.002,0.0,0.0,0.0
C6H18OSi2,"disiloxane, hexamethyl",107-46-0,204.93,373.67,227.33,0.1686,0.0003793,0.0
C6H19NSi2,"disilazane, hexamethyl",999-97-3,298.0,402.0,64.98,0.66205,0.0,0.0
Cl6Si2,"disilane, hexachloro",13465-77-5,271.95,627.91,303.025,-0.60011,0.00063865,4.7265e-07
Cl6OSi2,"disiloxane, hexachloro",14986-21-1,239.95,622.8,234.785,-0.22292,-0.00011141,9.5103e-07
F6Si2,"disilane, hexafluoro",13830-68-7,254.55,390.76,567.874,-3.6969,0.009695,-6.3974e-06
H6Si2,disilane,1590-87-0,140.65,410.4,120.754,-0.16259,-8.0012e-05,1.6528e-06
H6OSi2,disiloxane,13597-73-4,128.95,396.02,117.796,-0.0052777,-0.00079248,2.812e-06
Cl3F3OSi2,"disiloxane, trichlorotrifluoro",98924-04-0,150.0,483.34,171.753,0.057533,-0.00099486,2.5152e-06
Cl8Si3,octachlorotrisilane,13596-23-1,250.0,736.64,252.739,-0.0053122,-0.00051185,9.5352e-07
H8Si3,trisilane,7783-26-8,155.95,498.9,134.027,0.040684,-0.00072105,1.7761e-06
H9NSi3,trisilazane,27712-54-5,167.45,492.29,177.472,-0.037205,-0.00068654,2.105e-06
H10Si4,tetrasilane,7783-29-1,179.55,569.33,186.279,0.051391,-0.00077967,1.6714e-06
Sm,samarium,7440-19-9,1345.0,2100.0,50.208,0.0,0.0,0.0
Sn,tin (white),7440-31-5,505.12,2000.0,34.093928323743,-0.01335963044325,9.0283210983246e-06,-1.8176189788176e-09
