molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
CBrClF2,bromochlorodifluoromethane,353-59-3,150.0,1500.0,14.729573749719,0.32661188584946,-0.00056320274726959,5.6699636477897e-07,-3.3804581823991e-10,1.10652502555e-13,-1.532176142521e-17
CBrCl2F,bromodichlorofluoromethane,353-58-2,150.0,1500.0,15.279442189396,0.38411708576028,-0.00078799691498061,9.4196751509154e-07,-6.6153213367691e-10,2.5208300336377e-13,-4.0097997749191e-17
CBrCl3,bromotrichloromethane,75-62-7,150.0,1500.0,17.105933971501,0.43056154861475,-0.00098036709551872,1.2675050798022e-06,-9.4324983056869e-10,3.7511851833199e-13,-6.1594154634955e-17
CBrF3,bromotrifluoromethane,75-63-8,150.0,1500.0,15.87097071185,0.25731205413728,-0.00030817414588677,1.5153680452204e-07,1.5374722082065e-11,-4.2252442850385e-14,1.1222037282412e-17
CBrN,cyanogen bromide,506-68-3,150.0,1500.0,-8.5675267787415,0.40650864947469,-0.0011878588356888,1.8830625302687e-06,-1.6403993700376e-09,7.3775898670035e-13,-1.3343443393909e-16
CBr2ClF,dibromochlorofluoromethane,353-55-9,150.0,1500.0,19.282752392218,0.39353158233561,-0.00090783119413455,1.279853018587e-06,-1.0932328813046e-09,5.1060297254089e-13,-9.8026250417245e-17
CBr2Cl2,dibromodichloromethane,594-18-3,150.0,1500.0,22.555579738602,0.42346290531325,-0.0010487279183521,1.5343315913743e-06,-1.3291438148858e-09,6.2194749188762e-13,-1.1909583507654e-16
CBr2F2,dibromodifluoromethane,75-61-6,150.0,1500.0,19.678995745661,0.31961988741003,-0.00058256287354251,6.3197286933823e-07,-4.1124176731254e-10,1.4781507782257e-13,-2.249218946302e-17
CBr3Cl,tribromochloromethane,594-15-0,150.0,1500.0,28.74683895691,0.40398474806264,-0.0010257813591639,1.5321536748484e-06,-1.3481878006607e-09,6.3779002108771e-13,-1.2302612313164e-16
CBr3F,tribromofluoromethane,353-54-8,150.0,1500.0,26.625193481001,0.35003060362698,-0.00074762031829254,9.2838831513073e-07,-6.7396716916508e-10,2.6400217402969e-13,-4.2948798812122e-17
CBr4,carbon tetrabromide,558-13-4,150.0,1500.0,37.350255706262,0.34306167544789,-0.00079304295036139,1.0350900808207e-06,-7.7510510220417e-10,3.0957094769077e-13,-5.0984907101509e-17
CClF3,chlorotrifluoromethane,75-72-9,150.0,1500.0,12.501065496842,0.25064198060028,-0.00024317217609383,9.5319168081738e-09,1.5805454434024e-10,-1.1127293432941e-13,2.4215603176073e-17
CClN,cyanogen chloride,506-77-4,150.0,1500.0,-10.151067746978,0.41764133619444,-0.0012399372909875,1.9777963347876e-06,-1.7114296194654e-09,7.5666972552034e-13,-1.3384941830298e-16
CCl2F2,dichlorodifluoromethane,75-71-8,150.0,1500.0,10.278656079857,0.32984287276063,-0.00053424392220868,4.9286901388552e-07,-2.6423076625167e-10,7.6943645880353e-14,-9.4595001477095e-18
CCl2O,phosgene,75-44-5,150.0,1500.0,-3.9268215920217,0.42047780939244,-0.0011079944933162,1.6937672808562e-06,-1.4713195038472e-09,6.6918261422761e-13,-1.2280688572145e-16
CCl3F,trichlorofluoromethane,75-69-4,150.0,1500.0,10.751293583687,0.39447673021859,-0.00079057574987273,9.2448326223492e-07,-6.3753019361288e-10,2.3967386049132e-13,-3.7779203044766e-17
CCl3I,trichloroiodomethane,594-22-9,150.0,1500.0,18.391921780298,0.43813884819347,-0.0010306003337957,1.3781104747303e-06,-1.0623200546627e-09,4.3834648140237e-13,-7.4777337649529e-17
CCl4,carbon tetrachloride,56-23-5,150.0,1500.0,2.1322481621501,0.53460605698903,-0.0013004608747629,1.7814487100314e-06,-1.3874229201549e-09,5.701515104925e-13,-9.5644730759164e-17
CD4O,methanol-d4,811-98-3,150.0,1500.0,27.862199607525,-0.004403664853291,0.00052147085267651,-1.1154342196998e-06,1.1302088490039e-09,-5.7473476408695e-13,1.1607074735097e-16
CF2N2,difluorodiazirine,693-85-6,150.0,1500.0,20.99272293517,0.12189609058102,0.00015176949889312,-5.7014598077909e-07,6.1794573724365e-10,-3.0086818266252e-13,5.6040113787477e-17
CF2O,carbonyl fluoride,353-50-4,150.0,1500.0,14.499205852744,0.13788088364823,-9.1578151373695e-05,-2.3723356227252e-08,5.6961908854342e-11,-2.1337324237164e-14,1.726833482224e-18
CF3I,trifluoroiodomethane,2314-97-8,150.0,1500.0,21.434181933552,0.2329022529507,-0.0002519152541811,7.5828111762581e-08,7.412683762844e-11,-6.6471785936079e-14,1.5315655840396e-17
CF4,carbon tetrafluoride,75-73-0,150.0,1500.0,16.301630163808,0.15313928765131,0.00011057183684997,-5.7565422777912e-07,6.6605754600791e-10,-3.3548121392207e-13,6.3855141026646e-17
CHBrClF,bromochlorofluoromethane,593-98-6,150.0,1500.0,26.228056040114,0.13806818519139,9.9420364423758e-06,-3.0301547145216e-07,3.8642091999653e-10,-2.0249627800881e-13,3.942255178932e-17
CHBrCl2,bromodichloromethane,75-27-4,150.0,1500.0,26.395662617545,0.18336253510046,-0.00015475520095419,-4.366682054533e-08,1.7306296955689e-10,-1.1277848367402e-13,2.4199337897329e-17
CHBrF2,bromodifluoromethane,1511-62-2,150.0,1500.0,31.497941594998,0.058234608622733,0.00025915084062195,-6.7052118022855e-07,6.7696251106699e-10,-3.213750687585e-13,5.9200347079358e-17
CHBr2Cl,chlorodibromomethane,124-48-1,150.0,1500.0,29.719438826918,0.17547555996052,-0.00013739145870995,-7.5350524716052e-08,2.0621389221032e-10,-1.2994312796914e-13,2.7636220395894e-17
CHBr2F,dibromofluoromethane,1868-53-7,150.0,1500.0,28.229094802747,0.1498197872154,-5.2386050403537e-05,-1.8800949231902e-07,2.8164418213085e-10,-1.5512172044978e-13,3.0944199022148e-17
CHBr3,bromoform,75-25-2,150.0,1500.0,32.985604553373,0.17051918986342,-0.00014022695009393,-6.0990442897938e-08,1.9052922927409e-10,-1.2230830887628e-13,2.6201678175892e-17
CHClF2,chlorodifluoromethane,75-45-6,150.0,1500.0,28.488620280645,0.038526941849985,0.00037754894388837,-9.1015363802525e-07,9.1106759111215e-10,-4.330397405205e-13,8.0041281413692e-17
CHCl2F,dichlorofluoromethane,75-43-4,150.0,1500.0,24.196244420678,0.13003686500941,6.0284134617121e-05,-4.0055128619739e-07,4.7742587715332e-10,-2.4411686119484e-13,4.6895026190597e-17
CHCl3,chloroform,67-66-3,150.0,1500.0,13.556925976921,0.2698367210167,-0.00042162722975092,3.9205983447302e-07,-2.1257370177286e-10,6.1566022051171e-14,-7.2985719953908e-18
CHD3O,methanol-d3,1849-29-2,150.0,1500.0,28.167791708307,-0.019443711418165,0.00056973288270878,-1.2001215747201e-06,1.2093830825093e-09,-6.1188728879517e-13,1.2294881800578e-16
CHF3,fluoroform,75-46-7,150.0,1500.0,31.47971386897,-0.029562944239344,0.00059544700769941,-1.2298285409803e-06,1.1599090385375e-09,-5.3279314653846e-13,9.6258871651479e-17
CHI3,iodoform,75-47-8,150.0,1500.0,36.195342179968,0.19242107710069,-0.00024926062429954,1.3486740452346e-07,1.5653490351979e-11,-4.456288581572e-14,1.2486195957841e-17
CHN,hydrogen cyanide,74-90-8,150.0,1500.0,25.580309818978,0.023415237481315,9.3468640789841e-05,-2.6351178500758e-07,2.9189927208508e-10,-1.5008681359388e-13,2.9465138425693e-17
CHNS,isothiocyanic acid,3129-90-6,150.0,1500.0,11.834305425735,0.16160251878022,-0.00016174587335595,-7.0597415197264e-09,1.5158489832957e-10,-1.1347772813544e-13,2.6591620474293e-17
CH2BrCl,bromochloromethane,74-97-5,150.0,1500.0,34.319482312167,-0.012325000567457,0.00048026275253159,-1.042665883259e-06,1.0236669490742e-09,-4.8599332046619e-13,9.0155020373657e-17
CH2BrF,bromofluoromethane,373-52-4,150.0,1500.0,36.681892521136,-0.055001311449709,0.00058278382932348,-1.1427537964792e-06,1.0637054549989e-09,-4.8783580335113e-13,8.8339734435842e-17
CH2BrI,bromoiodomethane,557-68-6,150.0,1500.0,32.113602213993,0.042785547495993,0.00029459829128189,-7.5574067950687e-07,7.8873780055333e-10,-3.8723192623476e-13,7.3377364195304e-17
CH2Br2,dibromomethane,74-95-3,150.0,1500.0,33.923123743726,0.0078700305615634,0.00041590599848161,-9.5146770725203e-07,9.5526186999452e-10,-4.5945937973293e-13,8.5956064202382e-17
CH2ClF,chlorofluoromethane,593-70-4,150.0,1500.0,38.229990468962,-0.09082798795084,0.00071072211393956,-1.3527401546231e-06,1.2452454675365e-09,-5.6775880236534e-13,1.024393729935e-16
CH2ClI,chloroiodomethane,593-71-5,150.0,1500.0,33.144811750467,0.016253219640609,0.00037951904224075,-8.7950385894175e-07,8.8444776656408e-10,-4.2542486987452e-13,7.9573888619287e-17
CH2ClNO,carbamic chloride,463-72-9,150.0,1500.0,-3.5000039499756,0.44679582841091,-0.0011516100155985,1.8484062697302e-06,-1.652610603305e-09,7.5425203781291e-13,-1.3704877199109e-16
CH2Cl2,dichloromethane,1975-09-02 00:00:00,150.0,1500.0,18.610398276561,0.11083701783327,5.486829799986e-05,-3.0040506802748e-07,3.3926609108452e-10,-1.6764991137485e-13,3.1333174207192e-17
CH2F2,difluoromethane,1975-10-05 00:00:00,150.0,1500.0,42.640486995091,-0.1524045922847,0.00086158868605629,-1.511885095002e-06,1.3237179900263e-09,-5.8244691565048e-13,1.0235943985951e-16
CH2I2,diiodomethane,1975-11-06 00:00:00,150.0,1500.0,30.728669956389,0.069242146948254,0.00020072972420498,-6.010547476283e-07,6.5449391146979e-10,-3.2796712679835e-13,6.2897421845987e-17
CH2N4,1H-tetrazole,288-94-8,150.0,1500.0,59.313759743368,-0.38531273939771,0.0021112133595894,-3.8697993873866e-06,3.5088801789882e-09,-1.5824971613618e-12,2.8302198982427e-16
CH2O,formaldehyde,1950-07-30 00:00:00,150.0,1500.0,41.206678785188,-0.10712271627418,0.00044902104602414,-6.5055849568904e-07,4.9122811800316e-10,-1.928971334035e-13,3.1072502554878e-17
CH2O2,formic acid,64-18-6,150.0,1500.0,33.78947909954,-0.05373221282384,0.00053342268639924,-9.5237118609415e-07,8.2884828785941e-10,-3.6540544256817e-13,6.4848388127901e-17
CH3Br,methyl bromide,74-83-9,150.0,1500.0,38.890489700037,-0.11405905674654,0.00073088703878076,-1.3605631018249e-06,1.2610793416651e-09,-5.8377198582426e-13,1.0707727424921e-16
CH3Cl,methyl chloride,74-87-3,150.0,1500.0,15.189657758888,0.090666010926558,-7.0342014136721e-06,-3.8645368555685e-08,2.0013736279797e-11,3.1461471825472e-16,-1.5444497141954e-18
CH3ClO2S,methanesulfonyl chloride,124-63-0,150.0,1500.0,-18.360546066789,0.69323140320225,-0.0019069298797924,3.239719523968e-06,-3.0170883905377e-09,1.4177485621223e-12,-2.6318665983386e-16
CH3Cl3Si,methyl trichlorosilane,75-79-6,150.0,1500.0,-9.4182942335272,0.79363912835345,-0.0022076672081803,3.554725672951e-06,-3.1505619775737e-09,1.4263529021573e-12,-2.5710122347501e-16
CH3DO,methaN-d1-ol,1455-13-6,150.0,1500.0,14.93655769678,0.12674226631294,-9.8344512775808e-05,4.7999797704313e-08,7.4804480155354e-11,-1.1105772346962e-13,3.6719134374817e-17
CH3F,methyl fluoride,593-53-3,150.0,1500.0,47.747989720876,-0.20379022894329,0.00091405595385676,-1.4872040997177e-06,1.2511199689413e-09,-5.3782677166764e-13,9.3167187810093e-17
CH3I,methyl iodide,74-88-4,150.0,1500.0,35.138755628773,-0.065493763659978,0.00056383214142677,-1.0766353698947e-06,1.001231044768e-09,-4.6228259755767e-13,8.4409789288165e-17
CH3NO,formamide,1975-12-07 00:00:00,150.0,1500.0,25.362702118631,-0.0091228979280012,0.00042410733960958,-7.5681282174059e-07,6.3236616949152e-10,-2.6443924807899e-13,4.443875652787e-17
CH3NO2,nitromethane,75-52-5,150.0,1500.0,39.329195666346,-0.087631307225013,0.00086741927248674,-1.6321135944058e-06,1.4731347372877e-09,-6.6060694123903e-13,1.1768863742864e-16
CH3NO2,methyl nitrite,624-91-9,150.0,1500.0,34.660015813008,-0.007268697261186,0.00065481509083068,-1.3925871126638e-06,1.3858074128326e-09,-6.8706019344422e-13,1.3514348389152e-16
CH3NO3,methyl nitrate,598-58-3,150.0,1500.0,37.20160955499,0.051218463113769,0.00054465231175867,-1.2411991989822e-06,1.247342457371e-09,-6.1698141416689e-13,1.2081577134888e-16
CH3N3,methyl azide,624-90-8,150.0,1500.0,23.859303947278,0.1369291186308,-3.1290600711331e-06,-4.6326536065591e-08,-2.4802336076107e-11,5.0389835539089e-14,-1.6340325904127e-17
CH4,methane,74-82-8,150.0,1500.0,44.356584122871,-0.14623255733011,0.00060024555353223,-8.7411360187671e-07,6.7811948437289e-10,-2.7538206533265e-13,4.5806602512221e-17
CH4Cl2Si,methyl dichlorosilane,75-54-7,150.0,1500.0,8.0219556523525,0.48999778429638,-0.0010563980335892,1.494102762173e-06,-1.2139779768517e-09,5.0734057964799e-13,-8.400107133019e-17
CH4N2O,urea,57-13-6,150.0,1500.0,35.19258135456,0.079626630234236,0.00047252403253885,-1.2053423313228e-06,1.2595169402015e-09,-6.232531520846e-13,1.1953529907641e-16
CH4N2S,thiourea,62-56-6,150.0,1500.0,77.342988732921,-0.29456818773541,0.0016566030236075,-3.1260739877054e-06,2.9371678987452e-09,-1.3711999377935e-12,2.5273422872699e-16
CH4O,methyl alcohol,67-56-1,150.0,1500.0,52.358787997756,-0.20230896969683,0.0009420603725523,-1.5353711621339e-06,1.2922009880112e-09,-5.5567600046497e-13,9.6275983734927e-17
CH4O3S,methanesulfonic acid,75-75-2,150.0,1500.0,53.695115196427,-0.019716871560663,0.00043548619826857,-5.3438464869268e-07,2.7566282093156e-10,-7.1898134815335e-14,1.0015520673407e-17
CH4S,methyl mercaptan,74-93-1,150.0,1500.0,43.704894209971,-0.099308881377249,0.00069374630810126,-1.257810534102e-06,1.1365252544261e-09,-5.1582965854132e-13,9.3192617282913e-17
CH5ClSi,methyl chlorosilane,993-00-0,150.0,1500.0,19.846492031759,0.25397452891036,-0.00022769709080872,8.6025428728642e-08,8.2316289892604e-11,-1.0834430301483e-13,3.3341854258619e-17
CH5N,methylamine,74-89-5,150.0,1500.0,45.178113401752,-0.13982788645995,0.0008725231962543,-1.5145185500212e-06,1.3211921630751e-09,-5.8240124681587e-13,1.0274421056595e-16
CH6N2,methylhydrazine,60-34-4,150.0,1500.0,58.288017533277,-0.33012646237069,0.001980066472026,-3.759446698783e-06,3.5200181956724e-09,-1.63040954686e-12,2.9751002278039e-16
CH6Si,methyl silane,992-94-9,150.0,1500.0,23.905002079429,0.13590992014382,6.9027386896652e-05,-2.0325666156006e-07,1.8830028448601e-10,-1.064536814628e-13,2.6763749416614e-17
CIN,cyanogen iodide,506-78-5,150.0,1500.0,-17.590214449044,0.54229349395404,-0.0017449838983651,2.9217392609805e-06,-2.6278145207179e-09,1.2037924082323e-12,-2.2003652963487e-16
CI4,carbon tetraiodide,507-25-5,150.0,1500.0,46.588779404439,0.3332341059138,-0.0008412762353399,1.1748183987825e-06,-9.2565812982934e-10,3.8404874210321e-13,-6.5085661035869e-17
CN4,cyanogen azide,764-05-6,150.0,1500.0,5.5998239447936,0.36406884403466,-0.00087591372728624,1.324272933251e-06,-1.1470838423921e-09,5.171038299415e-13,-9.3867861494246e-17
CN4O8,tetranitromethane,509-14-8,150.0,1500.0,64.014987344284,0.22742876629388,0.00049229567936705,-1.094256085066e-06,6.9808713673619e-10,-1.1022196287965e-13,-2.0142521794642e-17
CO,carbon monoxide,630-08-0,150.0,1500.0,28.504576410557,0.01020176097289,-6.1594721269746e-05,1.6135440820205e-07,-1.7813801705527e-10,9.0201108781285e-14,-1.7359116041515e-17
COS,carbonyl sulfide,463-58-1,150.0,1500.0,0.098978550871889,0.28270854011119,-0.00075161002419654,1.1698507230101e-06,-1.0270388515841e-09,4.6936146434293e-13,-8.638083023489e-17
CO2,carbon dioxide,124-38-9,150.0,1500.0,23.506103879788,0.038065573182238,7.4023305045885e-05,-2.2271325607108e-07,2.3437455121699e-10,-1.1464774993817e-13,2.1681472683933e-17
CS2,carbon disulfide,75-15-0,150.0,1500.0,-4.3954877412819,0.36858095542897,-0.0010788050248749,1.7714592282459e-06,-1.6142687612671e-09,7.5895316846241e-13,-1.428240782538e-16
C2BrF3,bromotrifluoroethylene,598-73-2,150.0,1500.0,1.196819251412,0.53962312501708,-0.0013285431274841,2.0437315208011e-06,-1.8364326965275e-09,8.6673986766596e-13,-1.6419150872412e-16
C2Br2F4,"1,2-dibromotetrafluoroethane",124-73-2,150.0,1500.0,-5.4362264901307,0.89138701304522,-0.0023079589506508,3.5299551770864e-06,-3.0960505774586e-09,1.4261086165971e-12,-2.6502705213039e-16
C2Br6,hexabromoethane,594-73-0,150.0,1500.0,60.959099651022,0.49939076843134,-0.0010120492546579,1.1703522256188e-06,-7.8558050098979e-10,2.8506764381348e-13,-4.3249981869232e-17
C2ClF3,chlorotrifluoroethylene,79-38-9,150.0,1500.0,15.243618144975,0.37602358600494,-0.00068236722205784,8.0542044943709e-07,-5.926879074997e-10,2.4134979782491e-13,-4.0982321855756e-17
C2ClF5,chloropentafluoroethane,76-15-3,150.0,1500.0,16.308431817243,0.43839989521826,-0.00043631993738452,5.6171614109775e-08,2.191110439379e-10,-1.5956332632443e-13,3.4692278622992e-17
C2Cl2F2,"1,1-dichloro-2,2-difluoroethene",79-35-6,150.0,1500.0,12.533747670371,0.43049798534032,-0.00086638995577203,1.0892501819246e-06,-8.2102917052757e-10,3.3442192568194e-13,-5.6184714319079e-17
C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,150.0,1500.0,19.275386014205,0.44442542810998,-0.00039231231696446,-1.2025274721698e-07,4.432881073546e-10,-2.8194792768573e-13,5.9324070384932e-17
C2Cl2F4,"1,1-dichloro-1,2,2,2-tetrafluoroethane",374-07-2,150.0,1500.0,17.05775472326,0.48223229623855,-0.00060420202466972,3.4202809457082e-07,-3.8414151668446e-11,-4.0763568186387e-14,1.266159898914e-17
C2Cl2O2,oxalyl chloride,79-37-8,150.0,1500.0,-30.937293498787,1.1007202630785,-0.0035871348131299,6.1190209394953e-06,-5.5977805635878e-09,2.6000386457959e-12,-4.8042717815236e-16
C2Cl3F,trichlorofluoroethene,359-29-5,150.0,1500.0,8.9093120191797,0.50322156978383,-0.0011205059322433,1.5055008528263e-06,-1.1829865965291e-09,4.9548748267338e-13,-8.5026688531914e-17
C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,150.0,1500.0,15.847207734869,0.55055258600845,-0.00085897528267947,7.6486881447505e-07,-4.0143685247351e-10,1.1595384240529e-13,-1.4210315473514e-17
C2Cl3F3,"1,1,1-trichloro-2,2,2-trifluoroethane",354-58-5,150.0,1500.0,22.422666390559,0.48768993400231,-0.00064940047489899,4.1135902662421e-07,-8.0264017736043e-11,-3.2929946643772e-14,1.3322812258885e-17
C2Cl4,tetrachloroethylene,127-18-4,150.0,1500.0,4.699543262786,0.58331986193291,-0.0014108951109033,2.0001033958952e-06,-1.6285343021959e-09,6.9933885308264e-13,-1.2221224107593e-16
C2Cl4F2,"1,1,2,2-tetrachloro-1,2-difluoroethane",1976-12-30 00:00:00,150.0,1500.0,16.985421271647,0.56645309748699,-0.00090311044466158,7.9937438697933e-07,-3.9187682998175e-10,9.4638888444509e-14,-7.7645195423631e-18
C2Cl4F2,"1,1,1,2-tetrachloro-2,2-difluoroethane",1976-11-09 00:00:00,150.0,1500.0,10.056231898919,0.62018691243163,-0.0010770640251907,1.0800021040721e-06,-6.3264116774703e-10,2.0073225720496e-13,-2.6672312673092e-17
C2Cl4O,trichloroacetyl chloride,1976-02-08 00:00:00,150.0,1500.0,-13.74876413853,0.89149732999234,-0.0025284618421215,4.0942095347906e-06,-3.7115883145391e-09,1.7407747424819e-12,-3.2674468646612e-16
C2Cl5F,pentachlorofluoroethane,354-56-3,150.0,1500.0,10.485331716907,0.70323918408058,-0.001417683602261,1.6672257591309e-06,-1.149734403854e-09,4.2928632647066e-13,-6.6818595287204e-17
C2Cl6,hexachloroethane,67-72-1,150.0,1500.0,10.245168098019,0.7898629060357,-0.0017746128892459,2.2895751519476e-06,-1.7030942370754e-09,6.7581430850645e-13,-1.1047040826984e-16
C2F4,tetrafluoroethylene,116-14-3,150.0,1500.0,18.082625449522,0.31705704842463,-0.00047883077849474,4.74303103829e-07,-3.0562909383872e-10,1.1419332749884e-13,-1.8436232869764e-17
C2F6,hexafluoroethane,76-16-4,150.0,1500.0,16.996289375207,0.37680563841293,-0.00018314443518547,-4.1383692984432e-07,6.6703135065287e-10,-3.7155003692457e-13,7.4118123510564e-17
C2HBrClF3,halothane,151-67-7,150.0,1500.0,-5.9407467306372,0.78254928671365,-0.0022690374182924,4.0536457593687e-06,-3.9826931226643e-09,1.9658344825478e-12,-3.8009724094064e-16
C2HClF2,"2-chloro-1,1-difluoroethylene",359-10-4,150.0,1500.0,26.514465719785,0.15009725398243,0.00014602413037262,-6.5183804077443e-07,7.5880760801592e-10,-3.9054470811898e-13,7.6139290800931e-17
C2HClF4,"1-chloro-1,1,2,2-tetrafluoroethane",354-25-6,150.0,1500.0,37.982680684397,0.14192486933117,0.00049840197817043,-1.3796578542058e-06,1.3965807546594e-09,-6.517367895175e-13,1.1757436087626e-16
C2HClF4,"2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,150.0,1500.0,28.711850458793,0.23351788840061,0.00021685187488056,-9.8929711710923e-07,1.1299286107281e-09,-5.6728525509234e-13,1.07872147731e-16
C2HCl2F,"1,1-dichloro-2-fluoroethene",359-02-4,150.0,1500.0,18.885531218975,0.27990579857788,-0.00035331494182349,2.3753955293725e-07,-6.5377149096375e-11,-6.1895187967913e-15,4.9507269809228e-18
C2HCl2F3,"1,1-dichloro-1,2,2-trifluoroethane",812-04-4,150.0,1500.0,31.441328848724,0.25801322946613,7.0944885209863e-05,-6.3778960088876e-07,7.123521230065e-10,-3.2970627197486e-13,5.7014306330668e-17
C2HCl2F3,"1,2-dichloro-1,1,2-trifluoroethane",354-23-4,150.0,1500.0,31.441328848724,0.25801322946613,7.0944885209863e-05,-6.3778960088876e-07,7.123521230065e-10,-3.2970627197486e-13,5.7014306330668e-17
C2HCl2F3,"2,2-dichloro-1,1,1-trifluoroethane",306-83-2,150.0,1500.0,29.436145318759,0.26218387682948,0.00010756206525028,-7.8889179318808e-07,9.3529095194652e-10,-4.7243861924334e-13,8.9657373083826e-17
C2HCl3,trichloroethylene,1979-01-06 00:00:00,150.0,1500.0,16.775241531145,0.32989406244898,-0.00051521499880077,4.8564933033959e-07,-2.7100177790195e-10,8.2078850760714e-14,-1.0370708379463e-17
C2HCl3F2,"1,1,1-trichloro-2,2-difluoroethane",354-12-1,150.0,1500.0,24.899977024526,0.37410158944862,-0.00035651220704821,1.0407865093452e-07,2.812349294701e-11,-7.6757552588585e-15,-3.5457480490928e-18
C2HCl3F2,"1,1,2-trichloro-1,2-difluoroethane",354-15-4,150.0,1500.0,24.899977024526,0.37410158944862,-0.00035651220704821,1.0407865093452e-07,2.812349294701e-11,-7.6757552588585e-15,-3.5457480490928e-18
C2HCl3F2,"1,2,2-trichloro-1,1-difluoroethane",354-21-2,150.0,1500.0,24.899977024526,0.37410158944862,-0.00035651220704821,1.0407865093452e-07,2.812349294701e-11,-7.6757552588585e-15,-3.5457480490928e-18
C2HCl3O,dichloroacetyl chloride,79-36-7,150.0,1500.0,2.9517452419791,0.56714820170644,-0.0014245525456512,2.3515446290102e-06,-2.2795646480828e-09,1.1440478226681e-12,-2.269311048919e-16
C2HCl3O,trichloroacetaldehyde,75-87-6,150.0,1500.0,-4.8599252478832,0.69293243769345,-0.0018427933489202,2.9044176692009e-06,-2.5713190228999e-09,1.1756403399143e-12,-2.149791497413e-16
C2HCl3O2,trichloroacetic acid,1976-03-09 00:00:00,150.0,1500.0,63.358625194351,0.49018994951087,-0.00078396929967534,8.4594690354529e-07,-6.5610513795465e-10,3.143547618949e-13,-6.4105802516795e-17
C2HCl4F,"1,1,1,2-tetrachloro-2-fluoroethane",354-11-0,150.0,1500.0,18.358625194352,0.49018994951087,-0.00078396929967534,8.4594690354529e-07,-6.5610513795465e-10,3.143547618949e-13,-6.4105802516795e-17
C2HCl4F,"1,1,2,2-tetrachloro-1-fluoroethane",354-14-3,150.0,1500.0,18.358625194352,0.49018994951087,-0.00078396929967534,8.4594690354529e-07,-6.5610513795465e-10,3.143547618949e-13,-6.4105802516795e-17
C2HCl5,pentachloroethane,1976-01-07 00:00:00,150.0,1500.0,24.720230720673,0.47951930111673,-0.00069210970883689,4.8151827318027e-07,-9.5157148007201e-11,-5.0533706038836e-14,2.0112757862027e-17
C2HF3,trifluoroethene,359-11-5,150.0,1500.0,26.864621621458,0.1282951085298,0.00018736674647897,-6.5794857939152e-07,7.1486339566552e-10,-3.5184085508427e-13,6.6289562178694e-17
C2HF3O2,trifluoroacetic acid,1976-05-01 00:00:00,150.0,1500.0,33.144157207446,0.18123099069074,0.00028987460517706,-9.8675028604805e-07,1.0551078813871e-09,-5.1241833506847e-13,9.6015986652109e-17
C2HF5,pentafluoroethane,354-33-6,150.0,1500.0,30.756404750927,0.17106359485702,0.000425368470072,-1.306059738508e-06,1.3843464667165e-09,-6.720732216596e-13,1.2529802376872e-16
C2H2,acetylene,74-86-2,150.0,1500.0,13.882376251758,0.13289651585439,-9.5118321631627e-05,-9.4499923316846e-08,2.2277313531497e-10,-1.4340681370651e-13,3.1333031232589e-17
C2H2BrF3,"2-bromo-1,1,1-trifluoroethane",421-06-7,150.0,1500.0,47.451411001873,0.010108018774762,0.00091216591421149,-2.0732062816349e-06,2.0540281264026e-09,-9.771065961043e-13,1.8186940734624e-16
C2H2Br4,"1,1,2,2-tetrabromoethane",79-27-6,150.0,1500.0,79.66870811403,-0.19190553679963,0.0018973776029049,-4.2638257229656e-06,4.3585750994462e-09,-2.1152232516504e-12,3.9559410094535e-16
C2H2Br4,"1,1,1,2-tetrabromoethane",630-16-0,150.0,1500.0,79.66870811403,-0.19190553679963,0.0018973776029049,-4.2638257229656e-06,4.3585750994462e-09,-2.1152232516504e-12,3.9559410094535e-16
C2H2ClF,1-chloro-1-fluoroethene,2317-91-1,150.0,1500.0,30.244442033786,0.049522080740357,0.00047469166315999,-1.1805853791064e-06,1.2141277001362e-09,-5.8934474520382e-13,1.1064423823814e-16
C2H2ClF,1-chloro-2-fluoroethene,460-16-2,150.0,1500.0,27.775084341588,0.075066250929896,0.00035312700676236,-9.5449636546704e-07,1.0263138938176e-09,-5.228563170376e-13,1.0347044665154e-16
C2H2ClF3,"1-chloro-1,1,2-trifluoroethane",421-04-5,150.0,1500.0,33.191377418243,0.10669901173989,0.0006122114369916,-1.5902942362322e-06,1.6273322330881e-09,-7.7993474185015e-13,1.4449491884247e-16
C2H2ClF3,"1-chloro-1,2,2-trifluoroethane",431-07-2,150.0,1500.0,20.349150948701,0.32466838180556,-0.00042717274073017,4.9420316759212e-07,-4.1240102718037e-10,1.8606567349532e-13,-3.2642605931953e-17
C2H2ClF3,"2-chloro-1,1,1-trifluoroethane",75-88-7,150.0,1500.0,40.660023340724,0.053541333970567,0.00079501381315883,-1.932326645733e-06,1.9722821168953e-09,-9.5628685156364e-13,1.8057720992867e-16
C2H2Cl2,"1,1-dichloroethylene",75-35-4,150.0,1500.0,26.662593754048,0.11327849909713,0.00024310647184731,-7.9621169387505e-07,8.8249969675842e-10,-4.4497118944844e-13,8.5575621865028e-17
