molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
C6H12BNO3,"borate, triethanolamine",15277-97-1,150.0,1500.0,243.55196218133,-1.5605379855141,0.007856247909644,-1.4570280225378E-05,1.3661481206788E-08,-6.4230467500464E-12,1.1998538823679E-15
C6H15B,"borane, triethyl",97-94-9,150.0,1500.0,213.87578662348,-1.4505322034483,0.0072123784873161,-1.3327126374261E-05,1.2536405638078E-08,-5.9279558510235E-12,1.1142245167555E-15
C6H15BF4O,"borate, triethyloxonium tetrafluoro",368-39-8,150.0,1500.0,290.77259006635,-1.9002162128644,0.0095675107914347,-1.7837768836951E-05,1.6815500918011E-08,-7.9448233376178E-12,1.4902940879737E-15
C6H15BO3,"borate, triethyl",150-46-9,150.0,1500.0,252.08487762913,-1.6289695427339,0.0081589670238278,-1.5059605938715E-05,1.4111333148375E-08,-6.6466246934598E-12,1.2452851251221E-15
C6H18BN,borane triethylamine complex,1722-26-5,150.0,1500.0,248.22471944464,-1.6314339688058,0.0081285300774397,-1.4961864019101E-05,1.4042886826722E-08,-6.6376577961763E-12,1.2485841605207E-15
C6H18BN3,"borane, tris(dimethylamino)",4375-83-1,150.0,1500.0,274.04073682441,-1.7439041770513,0.0087419625539328,-1.6107275951852E-05,1.5099516075164E-08,-7.1237817986522E-12,1.3375125616821E-15
C6H5BCl2,"boron, phenyl dichloride",873-51-8,150.0,1500.0,172.18559332834,-1.0883256318163,0.0055865390998881,-1.0609092944817E-05,1.0060838531694E-08,-4.739419270291E-12,8.8214462204502E-16
C6H6BBrO2,"boric acid, 4-bromophenyl",5467-74-3,150.0,1500.0,190.54578820367,-1.2198479637005,0.0062146779757905,-1.1711868370643E-05,1.1060037673498E-08,-5.2036118418609E-12,9.6913673874701E-16
C6H7BO2,"boron, phenyl dihydroxide",98-80-6,150.0,1500.0,182.17271625995,-1.2370459993906,0.0062182765718387,-1.1650028271325E-05,1.0977913136125E-08,-5.1626952269147E-12,9.6187707344152E-16
C6H9BNO4S0.5,"boronic acid, 3-aminophenyl hemisulfate",66472-86-4,150.0,1500.0,242.37846233558,-1.5194131269529,0.0077071178224578,-1.4364118081046E-05,1.3467249746844E-08,-6.3150061979192E-12,1.1753113743235E-15
C8H18BF3O,boron trifluoride dibutyl etherate,593-04-4,150.0,1500.0,328.85231216357,-2.2248662769733,0.011117373016108,-2.0657275181565E-05,1.9434281665016E-08,-9.1685450404644E-12,1.717849505776E-15
C8H20BF4N,"borate, dibutylammonium tetrafluoro",12107-76-5,150.0,1500.0,359.35801656312,-2.4022845998028,0.012024750675952,-2.2343796400115E-05,2.1028261359231E-08,-9.92747185989E-12,1.8616528081279E-15
C8H22BN,"borane N,N-diisopropylethylamine complex",88996-23-0,150.0,1500.0,309.49152620529,-2.0951908108992,0.010391438118215,-1.9118668243702E-05,1.7926252958065E-08,-8.4612539495453E-12,1.589200401718E-15
C8H24BN,"borohydride, tetraethylammonium",17083-85-1,150.0,1500.0,323.78547563015,-2.178301918454,0.010797728353122,-1.9826689363382E-05,1.8578364001773E-08,-8.7723472458833E-12,1.6491306972533E-15
C9H15BO3,boron allyloxide,1693-71-6,150.0,1500.0,301.10323949585,-2.0752714832071,0.010334458380221,-1.9170748916396E-05,1.7980049214001E-08,-8.4487390343306E-12,1.5764186002727E-15
C9H21BO3,"borate, tri-n-propyl",688-71-1,150.0,1500.0,343.98508777331,-2.3246048059271,0.011553329085261,-2.1294812276225E-05,1.9936382346059E-08,-9.3820189238679E-12,1.7562094869901E-15
C9H27BO3Si3,"boron, tris (trimethylsiloxy)",4325-85-3,150.0,1500.0,434.9911119873,-2.7910798495323,0.013949342020531,-2.5612233049605E-05,2.3888373578775E-08,-1.1214834409999E-11,2.0968105979194E-15
C12H27B,tri-n-butylborane,122-56-5,150.0,1500.0,397.67620688933,-2.8418027294572,0.014001102608238,-2.5797539044873E-05,2.4186504028551E-08,-1.1398744309229E-11,2.1360732399576E-15
C12H27B,tri-sec-butylborane,1113-78-6,150.0,1500.0,397.67620688933,-2.8418027294572,0.014001102608238,-2.5797539044873E-05,2.4186504028551E-08,-1.1398744309229E-11,2.1360732399576E-15
C12H27BO3,triisobutylborate,13195-76-1,150.0,1500.0,435.88529790698,-3.0202400689445,0.014947691145787,-2.7530018611675E-05,2.5761431541453E-08,-1.2117413153054E-11,2.267133848608E-15
C12H27BO3,tri-n-butyl borate,688-74-4,150.0,1500.0,435.88529790698,-3.0202400689445,0.014947691145787,-2.7530018611675E-05,2.5761431541453E-08,-1.2117413153054E-11,2.267133848608E-15
C12H30BP,borane tri-n-butylphosphine complex,4259-20-5,150.0,1500.0,436.50720765782,-3.0202012144208,0.014964028502739,-2.7616282263061E-05,2.5930438340722E-08,-1.2238953149999E-11,2.2967325764438E-15
C15H33BO3,"borate, tri-n-pentyl",621-78-3,150.0,1500.0,527.78550803983,-3.7158753319455,0.018342053206222,-3.3765224946907E-05,3.1586480736593E-08,-1.4852807382098E-11,2.778058210196E-15
C16H36BF4N,"borate, tetrabutylammonium tetrafluoro",429-42-5,150.0,1500.0,604.42524363049,-4.2573119685877,0.021076382841145,-3.897101330321E-05,3.6561725889763E-08,-1.7221856476096E-11,3.2241177734719E-15
C16H40BN,"borohydride, tetrabutylammonium",33725-74-5,150.0,1500.0,568.85270264897,-4.0333292864288,0.019849360514167,-3.6453906257128E-05,3.411182852197E-08,-1.6066731856598E-11,3.0115956614774E-15
C18H15B,"boron, triphenyl",960-71-4,150.0,1500.0,409.9492340991,-3.2357399654883,0.015914343913641,-2.9771698286671E-05,2.8011269902441E-08,-1.3136413215492E-11,2.4387584175584E-15
C18H18BP,borane triphenylphosphine complex,2049-55-0,150.0,1500.0,448.78023485826,-3.4141384503002,0.016877269807385,-3.1590441503193E-05,2.9755204212807E-08,-1.3976622055319E-11,2.5994177538553E-15
C18H23B,"borane, dimesityl",51458-06-1,150.0,1500.0,467.12503178198,-3.5681843954393,0.017539504851935,-3.2603782762465E-05,3.061971407411E-08,-1.4380786399194E-11,2.6784795993689E-15
C19H15BF4,"borate, triphenylcarbenium tetrafluoro",341-02-6,150.0,1500.0,490.44912782438,-3.7747121752239,0.018679110490669,-3.5075228552916E-05,3.3054961366553E-08,-1.5514429201075E-11,2.8815189442724E-15
BCl3,boron trichloride,10294-34-5,150.0,1500.0,21.668675387679,0.22731765066989,-0.00041220069439443,4.3473797615156E-07,-2.7082824342977E-10,9.246759273861E-14,-1.3338957125936E-17
BD3O3,boric acid-d3,14149-58-7,150.0,1500.0,90.093033737371,-0.068509209093114,0.00085244015029282,-1.8607094506861E-06,1.866616680023E-09,-9.0793178273277E-13,1.7277057846439E-16
BF3,boron trifluoride,7637-07-2,150.0,1500.0,26.534598867961,0.064215006894206,0.00015533024246471,-4.6686664718411E-07,4.8766765919897E-10,-2.3455802642568E-13,4.3480166186409E-17
BF3H4O2,boron trifluoride dihydrate,13319-75-0,150.0,1500.0,110.81539822737,-0.51242912947259,0.0027875606012534,-5.3155725936761E-06,5.077904023133E-09,-2.4248100057619E-12,4.590017063124E-16
BHO2,metaboric acid (a form),13460-50-9,150.0,1500.0,32.696192233141,-0.017416133063544,0.00029821778257817,-5.8402006112012E-07,5.3650238602549E-10,-2.4305045431051E-13,4.3575287660563E-17
BHO2,metaboric acid (b form),13460-50-9,150.0,1500.0,32.696192233141,-0.017416133063544,0.00029821778257817,-5.8402006112012E-07,5.3650238602549E-10,-2.4305045431051E-13,4.3575287660563E-17
BHO2,metaboric acid (c form),13460-50-9,150.0,1500.0,32.696192233141,-0.017416133063544,0.00029821778257817,-5.8402006112012E-07,5.3650238602549E-10,-2.4305045431051E-13,4.3575287660563E-17
CH2BO,borine carbonyl,13205-44-2,150.0,1500.0,52.004209261422,-0.22595255011542,0.0012612025458887,-2.4505773229574E-06,2.374799582649E-09,-1.1418818048194E-12,2.1647534010045E-16
BH3O3,boric acid,10043-35-3,150.0,1500.0,46.261009514018,-0.066419674248505,0.00080896083902914,-1.65871288254E-06,1.5940569945395E-09,-7.481050880602E-13,1.3775680177499E-16
BH3O3,boric acid-(B=10),13813-79-1,150.0,1500.0,68.284457351134,-0.23769901652184,0.0013702429018607,-2.5891932657358E-06,2.4612347552725E-09,-1.1758362338524E-12,2.2343640163332E-16
BI3,boron triiodide,13517-10-7,150.0,1500.0,36.695443305389,0.20710772492931,-0.00043972118441372,5.295071966013E-07,-3.68718071282E-10,1.3822220252824E-13,-2.1566311671402E-17
BN,boron nitride,10043-11-5,150.0,1500.0,27.568043971503,0.0063121114489268,0.0,0.0,0.0,0.0,0.0
BO4P,boron phosphate,13308-51-5,150.0,1500.0,76.969973522382,-0.22624329205908,0.0014298276045219,-2.8613663145922E-06,2.7738117747675E-09,-1.3223214672967E-12,2.4799172114492E-16
BP,boron phosphide,20205-91-8,150.0,1500.0,26.024518846925,0.011673160343387,0.00016770955572709,-5.513935617311E-07,6.7390842742038E-10,-3.6409634389683E-13,7.32442432918E-17
B2BrH5,bromodiborane,23834-96-0,150.0,1500.0,76.205229946816,-0.28451767416497,0.0016319959563748,-3.151232900079E-06,3.0738268622838E-09,-1.5001412186223E-12,2.8953374427008E-16
C2H2B2Cl4,"1,2-bis(dichloroboryl)ethene",18447-36-4,150.0,1500.0,131.48227473002,-0.53972605415115,0.0030845652285562,-6.0582568864316E-06,5.8366005079322E-09,-2.7723073748287E-12,5.1831230421105E-16
C2H2B2F4,"1,2-bis(difluoroboryl)ethene",53442-03-8,150.0,1500.0,136.08360686201,-0.82323301843317,0.0043129444474487,-8.3472618254699E-06,8.0207437292778E-09,-3.8157587799428E-12,7.1555184028227E-16
C2H4B2Cl4,"1,2-bis(dichloroboryl)ethane",20816-71-1,150.0,1500.0,145.77622415578,-0.62283716172392,0.0034908554635683,-6.7662780063754E-06,6.4887115519555E-09,-3.0834006713445E-12,5.7824259978443E-16
C2H4B2F4,"1,2-bis(difluoroboryl)ethane",1800-86-8,150.0,1500.0,150.37755628486,-0.90634412595666,0.0047192346822044,-9.0552829448274E-06,8.6728547726455E-09,-4.1268520761072E-12,7.7548213578346E-16
C2H10B2,"diborane, dimethyl",19287-45-7,150.0,1500.0,129.09896477667,-0.76547255216445,0.0038985025943073,-7.2461970278707E-06,6.8750684590341E-09,-3.2828207585256E-12,6.2289032046437E-16
C2H11B2N,dimethylaminodiborane,22580-01-4,150.0,1500.0,149.15394817563,-0.86326321000961,0.0044083639497314,-8.1729135534761E-06,7.7294386044447E-09,-3.6814294075842E-12,6.9731966874251E-16
C6H8B2Br2N4,"2,6-dibromopyrazabole",16998-93-9,150.0,1500.0,262.83495922061,-1.5510861508157,0.0080188254948797,-1.5142225057336E-05,1.4310864112723E-08,-6.7397211116339E-12,1.2567777530074E-15
C6H10B2N4,pyrazabole,16998-91-7,150.0,1500.0,246.08881534942,-1.585482222467,0.0080260226883672,-1.5018544861843E-05,1.4146615041457E-08,-6.6578878835936E-12,1.2422584227746E-15
C9H18B2O6,"borate, trimethylene",20905-35-5,150.0,1500.0,377.06912216569,-2.4961628552236,0.012492987104387,-2.3135907581646E-05,2.1660371805697E-08,-1.0169465089808E-11,1.8973774944971E-15
C14H24B2Br2N4,"2,6-dibromo-4,4,8,8-tetraethylpyrazabole",14695-71-7,150.0,1500.0,507.90218625324,-3.4061135190185,0.017070457657088,-3.1769441953695E-05,2.9844328635801E-08,-1.4034105723876E-11,2.6192427175425E-15
C18H18B2N12,"4,4,8,8-tetrakis(1h-pyrazol-1-yl)pyrazabole",16243-58-6,150.0,1500.0,602.60213001048,-4.1530152471628,0.020806878957542,-3.8876848977868E-05,3.6456440467742E-08,-1.7055214439804E-11,3.1622271096539E-15
B2CdF8,"borate, cadmium tetrafluoro",14486-19-2,150.0,1500.0,167.68768947711,-0.81795113155541,0.0045264736340127,-8.9428106171149E-06,8.6714575822142E-09,-4.1468122935097E-12,7.8032513650259E-16
B2Cl4,"diborane, tetrachloro",13701-67-2,150.0,1500.0,28.271862279453,0.36836945192743,-0.0006524721818434,6.6161621364981E-07,-3.8913642892076E-10,1.2277218518705E-13,-1.5947102283199E-17
B2D6,"diborane, deutero",20396-66-1,150.0,1500.0,111.44931078229,0.036663904889945,0.00059998904986534,-1.6324251719697E-06,1.802466175862E-09,-9.234157022096E-13,1.8094243278464E-16
B2F4,"diborane, tetrafluoro",13965-73-6,150.0,1500.0,20.019978392961,0.25655080324837,-0.00024086908981204,4.7860069025772E-08,8.390783587193E-11,-6.322318306987E-14,1.3559586342691E-17
B2H6,diborane,19287-45-7,150.0,1500.0,36.743549464361,-0.10806680621778,0.0010405413247674,-1.9136574531966E-06,1.7088372635585E-09,-7.6448411230819E-13,1.3648023394249E-16
B2O3,boron oxide,1303-86-2,150.0,1500.0,15.844265673625,0.29510282446874,-0.00060517877477482,7.9924410666756E-07,-6.2570518322368E-10,2.6105812824555E-13,-4.4543367061238E-17
B2S3,boron sulfide,12007-33-9,150.0,1500.0,70.136673472575,-0.19675852535731,0.0012853783663462,-2.6355875254408E-06,2.5891248086393E-09,-1.2402033850324E-12,2.3247958738011E-16
B3Br3H3N3,b-tribromoborazine,13703-88-3,150.0,1500.0,147.99126741006,-0.53661428619896,0.003147452312482,-6.1636784149486E-06,5.9502483208807E-09,-2.8465777182744E-12,5.3744851866744E-16
C3H9B3O6,trimethoxyboroxine,102-24-9,150.0,1500.0,231.02549355321,-1.347346361763,0.0069162031701794,-1.2898174009706E-05,1.2115668494268E-08,-5.7007338433899E-12,1.0654270568966E-15
B3Cl3H3N3,b-trichloroborazine,26445-82-9,150.0,1500.0,146.10045821757,-0.5435651817047,0.0031572304318454,-6.1492346976519E-06,5.9031903190345E-09,-2.8075827844676E-12,5.27131454745E-16
B3H6N3,borazine,6569-51-3,150.0,1500.0,25.799799927388,0.019321306721394,0.0014617075351969,-3.271331502192E-06,3.2343037802758E-09,-1.5390637554364E-12,2.858148355246E-16
CB4,boron carbide,12069-32-8,150.0,1500.0,73.921498762288,-0.43672444387114,0.0023468973056998,-4.6770052811006E-06,4.5793982519486E-09,-2.1974840344261E-12,4.1286670300095E-16
CH8B4O,tetraborane carbonyl,125874-02-4,150.0,1500.0,143.83366012149,-0.8286479870477,0.0042875877568332,-8.0865829465565E-06,7.7128182620553E-09,-3.6814134998304E-12,6.9627475444848E-16
B4H10,tetraborane,18283-93-7,150.0,1500.0,129.05179192369,-0.70351266804288,0.003653184694253,-6.8467298858821E-06,6.5503814475381E-09,-3.1522457352961E-12,6.0214035552658E-16
B5H9,pentaborane,19624-22-7,150.0,1500.0,32.135892299508,-0.15199694128058,0.0021569855896728,-4.1942403869175E-06,3.8317618758899E-09,-1.7299577972744E-12,3.0971476763281E-16
B5H11,pentaborane,18433-84-6,150.0,1500.0,152.51463415774,-0.86285559312645,0.0044588346465088,-8.3713878658575E-06,8.0036654839387E-09,-3.8432096513014E-12,7.3210834570453E-16
B6H10,hexaborane,23777-80-2,150.0,1500.0,161.68352698358,-0.93908741093211,0.0048581943652723,-9.1880247293356E-06,8.8048384801445E-09,-4.2230802728322E-12,8.021460407267E-16
B6H12,hexaborane,12008-19-4,150.0,1500.0,175.97747640565,-1.0221985184416,0.0052644845999527,-9.8960458485163E-06,9.4569495233101E-09,-4.5341735688864E-12,8.6207633620491E-16
B6Si,boron silicide,12008-29-6,150.0,1500.0,106.25517185152,-0.59591244699965,0.0032191239351916,-6.3790382710425E-06,6.2095026309E-09,-2.9674589912496E-12,5.5609797136757E-16
B9H15,nonaborane,19465-30-6,150.0,1500.0,246.36600313202,-1.5002272940992,0.0076814344588189,-1.4470019793205E-05,1.3816801637806E-08,-6.6070653197264E-12,1.2519803073167E-15
C2H12B10,m-carborane,16986-24-6,150.0,1500.0,273.91985443113,-1.7908826311112,0.0091248315124557,-1.7319397519499E-05,1.6545007631121E-08,-7.8772522039278E-12,1.482843356581E-15
C2H12B10,o-carborane,16872-09-6,150.0,1500.0,273.91985443113,-1.7908826311112,0.0091248315124557,-1.7319397519499E-05,1.6545007631121E-08,-7.8772522039278E-12,1.482843356581E-15
B10H14,decaborane,17702-41-9,150.0,1500.0,15.62926310062,0.031089963208481,0.0034012997634549,-7.4351772137187E-06,7.2001268508963E-09,-3.3711009392615E-12,6.1849231235996E-16
B13P2,boron diphosphide,12008-82-1,150.0,1500.0,239.2050058515,-1.4555071208576,0.0077512581251823,-1.535587416382E-05,1.496641837265E-08,-7.1626724669595E-12,1.3440422479984E-15
B14H18,tetradecaborane,55606-55-8,150.0,1500.0,349.38626492982,-2.2138308128375,0.011303393989683,-2.138528858355E-05,2.0431110787339E-08,-9.7507916093923E-12,1.8418899638914E-15
Ba,barium,7440-39-3,150.0,1500.0,20.556268775242,0.00077052230339883,0.0,0.0,0.0,0.0,0.0
Al2BaO4,barium aluminate,12004-04-5,150.0,1500.0,90.64356657986,-0.17169758987113,0.0012774260433094,-2.5993978925413E-06,2.51608229966E-09,-1.1941417086676E-12,2.230552815385E-16
Al4Ba,barium aluminide,12672-79-6,150.0,1500.0,72.661148955548,-0.065595679170836,0.00078835761126716,-1.8436330578145E-06,1.9235962447408E-09,-9.5047782793771E-13,1.8106155996498E-16
B2BaH2O5,barium metaborate monohydrate,26124-86-7,150.0,1500.0,117.34257768225,-0.41804801171428,0.002431205844696,-4.6719991258095E-06,4.4402089204616E-09,-2.1010645807715E-12,3.9392437546922E-16
B2BaH4O6,barium metaborate dihydrate,23436-05-7,150.0,1500.0,144.37289078192,-0.56063823247199,0.0031530255923395,-5.9575134349463E-06,5.6172958024051E-09,-2.6517141587137E-12,4.975415406236E-16
B6Ba,barium hexaboride,12046-08-1,150.0,1500.0,104.63028004401,-0.50869082462002,0.0028572873917802,-5.7591017540886E-06,5.6721327601327E-09,-2.7338589565029E-12,5.155711032717E-16
BaBiO3,barium bismuth oxide,12785-50-1,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
BaBr2,barium bromide,10553-31-8,150.0,1500.0,41.131478978147,0.13058261453819,-0.00041495019132514,6.7770005702569E-07,-5.9562670630763E-10,2.6720436296257E-13,-4.794961587541E-17
BaBr2H2O7,barium bromate monohydrate,10326-26-8,150.0,1500.0,141.22366324393,-0.35014653072605,0.0022563482384514,-4.3173919716131E-06,4.0520636739101E-09,-1.9022691279367E-12,3.5574205468312E-16
BaBr2H4O2,barium bromide dihydrate,7791-28-8,150.0,1500.0,91.835794324845,-0.13586207278696,0.0010849909124262,-2.1379471503838E-06,2.079295533645E-09,-1.015581020148E-12,1.9723800292911E-16
BaBr2O6,barium bromate,13967-90-3,150.0,1500.0,114.19335015245,-0.20755631010636,0.0015345284915215,-3.0318776640988E-06,2.8749767937732E-09,-1.3516195509595E-12,2.5212488972643E-16
C2Ba,barium carbide,50813-65-5,150.0,1500.0,39.41398276698,-0.09950122279193,0.00069258594891461,-1.4759792071739E-06,1.4879057041998E-09,-7.2276490347894E-13,1.3630969756771E-16
C2BaF6O6S2,barium trifluoromethanesulfonate,2794-60-7,150.0,1500.0,242.19706693028,-1.1379340045352,0.0062242702218639,-1.1954167636115E-05,1.1304776965131E-08,-5.3022418434304E-12,9.8366923019152E-16
C2H2BaO4,barium formate,541-43-5,150.0,1500.0,104.65338686396,-0.42052878269541,0.0023609942323497,-4.4939730791319E-06,4.2399200946263E-09,-1.9920833228899E-12,3.7098747089074E-16
C2H2BaO5,barium oxalate monohydrate,13463-22-4,150.0,1500.0,117.38975053273,-0.48000789579423,0.0026765237445375,-5.0714662673191E-06,4.7648959314286E-09,-2.2316396037202E-12,4.1467434034976E-16
C2H4BaN2O2S2,barium thiocyanate dihydrate,5908-82-7,150.0,1500.0,149.41486881877,-0.59340263094282,0.0033287609311493,-6.3059251429161E-06,5.9345457882187E-09,-2.7863605061692E-12,5.1913669186016E-16
C2H6BaN2O3S2,barium thiocyanate trihydrate,68016-36-4,150.0,1500.0,176.44518190247,-0.73599285143221,0.0040505806774096,-7.5914394489157E-06,7.1116326666761E-09,-3.3370100822521E-12,6.227538566341E-16
C2BaN2,barium cyanide,542-62-1,150.0,1500.0,65.230000146065,-0.21197143102605,0.001306018425352,-2.6213911398055E-06,2.5445349525144E-09,-1.2088889058893E-12,2.2523809871615E-16
C2BaN2S2,barium thiocyanate,2092-17-3,150.0,1500.0,95.354242634447,-0.30822218968019,0.0018851214371674,-3.7348965276063E-06,3.5803720276291E-09,-1.685061352045E-12,3.1190236191186E-16
C2BaO4,barium oxalate,516-02-9,150.0,1500.0,90.359437438616,-0.33741767512993,0.001954703997375,-3.7859519592725E-06,3.5878090506958E-09,-1.6809900264232E-12,3.1105717532732E-16
C3H8BaNO6P,barium 2-cyanoethyl phosphate dihydrate,5015-38-3,150.0,1500.0,219.6455017462,-1.0475545726983,0.0055962945267812,-1.0472821311021E-05,9.829859290842E-09,-4.6218114507212E-12,8.6375801510199E-16
C4H4BaO6,barium tartrate,5908-81-6,150.0,1500.0,177.0989715289,-0.92013274328855,0.0048486710618468,-9.0977425587169E-06,8.5211268539502E-09,-3.9836987405528E-12,7.3904715525906E-16
C4H6BaO4,barium acetate,543-80-6,150.0,1500.0,165.92019361959,-0.88428562470374,0.0046239022726834,-8.6507773027268E-06,8.1232862248459E-09,-3.8156794756572E-12,7.1160371196447E-16
C4H8BaN4O4Pt,barium tetracyanoplatinate (II) tetrahydrate,13755-32-3,150.0,1500.0,246.26267797377,-1.1774960999738,0.0062876016604592,-1.1760804908566E-05,1.101650526131E-08,-5.1652659409415E-12,9.6246734977367E-16
C4H8BaO5,barium acetate monohydrate,5908-64-5,150.0,1500.0,192.95050671388,-1.0268758453706,0.0053457220198566,-9.9362916107934E-06,9.3003731055967E-09,-4.3663290529619E-12,8.1522087698817E-16
C6H14BaO2,barium isopropoxide,24363-37-9,150.0,1500.0,230.30217187827,-1.3953064554749,0.0070683317577038,-1.3068637387637E-05,1.226092276705E-08,-5.7823496584786E-12,1.0847068049964E-15
C10H2BaF12O4,barium hexafluoroacetylacetonate,314071-48-2,150.0,1500.0,427.85033782532,-2.7812819794836,0.01428111289138,-2.7256468842031E-05,2.5818854597805E-08,-1.2129655181852E-11,2.251158176436E-15
C10H30BaO12,barium acetylacetonate octahydrate,12084-29-6,150.0,1500.0,537.37521976775,-3.2500557005581,0.016374603899198,-2.9989262193976E-05,2.7885857568828E-08,-1.3069477956896E-11,2.442529163724E-15
C12BaF10O6S2,barium pentafluorobenzenesulfonic acid,71735-31-4,150.0,1500.0,469.75204627592,-3.0158120360293,0.015515510869812,-2.9591126839331E-05,2.7954616630472E-08,-1.3086600853941E-11,2.41983018283E-15
C16H30BaO4,barium 2-ethylhexanoate,2457-01-4,150.0,1500.0,533.5210341515,-3.6668266767235,0.01820135051453,-3.3591602643941E-05,3.142348300577E-08,-1.4757256392052E-11,2.7553011583642E-15
C20H20BaF14O4,"barium, bis[1,1,1,2,2,3,3-heptafluoro-7,7-dimethyl-4,6-octanedionato)",36885-31-1,150.0,1500.0,751.97064210461,-5.2120575307824,0.026209164257466,-4.9299043485177E-05,4.6460633935192E-08,-2.1825198256725E-11,4.0605004380672E-15
C20H30Ba,"barium, bis(pentamethylcyclopentadienyl)",112379-49-4,150.0,1500.0,547.93339530039,-4.023979478318,0.019839887607754,-3.6763153861674E-05,3.4481867746304E-08,-1.620185039001E-11,3.0220649807515E-15
C20H34BaO4,barium cyclohexanebutyrate,62669-65-2,150.0,1500.0,627.46674883968,-4.4281181460737,0.021914586127644,-4.0489168856852E-05,3.7885993184397E-08,-1.7782262107881E-11,3.3166730500458E-15
C20H38BaO4,barium neodecanoate,55172-98-0,150.0,1500.0,656.05464768549,-4.5943403611217,0.022727166597163,-4.190521109559E-05,3.9190215271165E-08,-1.840444870023E-11,3.4365336410529E-15
C22H34Ba,"barium, bis(ethyltetramethylcyclopentadienyl)",135364-03-3,150.0,1500.0,609.20020206864,-4.4877363205421,0.022102795649213,-4.0919958087844E-05,3.8365233879407E-08,-1.8025446544325E-11,3.3626812221434E-15
C24H20BaN2O6S2,barium diphenylamine-4-sulfonate,6211-24-1,150.0,1500.0,674.17990590223,-4.7690888403814,0.023794804138439,-4.4428448687486E-05,4.1621921964348E-08,-1.944883716558E-11,3.6016386848907E-15
C24H38Ba,"barium, bis(N-propyltetramethylcyclopentadienyl)",210758-43-3,150.0,1500.0,670.46700883564,-4.9514931627401,0.02436570369053,-4.5076762313685E-05,4.2248600012136E-08,-1.9849042698436E-11,3.7032974634932E-15
C36H70BaO4,barium stearate,6865-35-6,150.0,1500.0,1146.1891017353,-8.3043950972707,0.040830430920268,-7.5159644885356E-05,7.025714431406E-08,-3.2993217922984E-11,6.1614635697703E-15
BaCl2,barium chloride,10361-37-2,150.0,1500.0,34.25208991542,0.17591487608097,-0.00054646854491314,8.8046694269404E-07,-7.6719888356128E-10,3.4220340188521E-13,-6.1163882105884E-17
BaCl2H2O7,barium chlorate monohydrate,10294-38-9,150.0,1500.0,139.96312378255,-0.35478046106739,0.0022628669847128,-4.3077628267869E-06,4.0206916727171E-09,-1.8762725054169E-12,3.4886401207151E-16
BaCl2H4O2,barium chloride dihydrate,10326-27-9,150.0,1500.0,90.575254863235,-0.14049600312441,0.0010915096586677,-2.1283180055133E-06,2.0479235324034E-09,-9.8958439760263E-13,1.9035996031232E-16
BaCl2H6O11,barium perchlorate trihydrate,10294-39-0,150.0,1500.0,219.49647730144,-0.75891912847878,0.004337565502825,-8.0337778179277E-06,7.42481710632E-09,-3.4566842208914E-12,6.4347208087525E-16
BaCl2O6,barium chlorate,13477-00-4,150.0,1500.0,112.93281069095,-0.21219024044583,0.0015410472377732,-3.0222485192507E-06,2.843604792556E-09,-1.3256229284269E-12,2.4524684711222E-16
BaCl2O8,barium perchlorate,13465-95-7,150.0,1500.0,138.40553802607,-0.33114846660354,0.0021721062619489,-4.1772348951842E-06,3.8935564656826E-09,-1.8047354898375E-12,3.3262058597997E-16
CBaO3,barium carbonate,513-77-9,150.0,1500.0,61.283619816116,-0.12917124857079,0.00091401069988044,-1.8380777788811E-06,1.7732611924122E-09,-8.407289655123E-13,1.569924808609E-16
BaCrO4,barium chromate (VI),10294-40-3,150.0,1500.0,72.097029703158,-0.025041999469732,0.000534920626823,-1.1563725959093E-06,1.1365145040229E-09,-5.4582563047338E-13,1.033780653068E-16
BaCr2H4O9,barium dichromate dihydrate,10031-16-0,150.0,1500.0,178.78324706279,-0.47381873123968,0.0029556928571806,-5.571063396273E-06,5.1934652707068E-09,-2.4320387909835E-12,4.5474954356257E-16
BaCr2K2O8,barium potassium chromate,27133-66-0,150.0,1500.0,166.29198489208,-0.21843530560984,0.0018886712755698,-3.7998932113632E-06,3.6199663396212E-09,-1.7027862461719E-12,3.1735516307305E-16
BaF2,barium fluoride,7787-32-8,150.0,1500.0,29.136965159231,0.17884383711245,-0.00049549638025385,7.4030964332892E-07,-6.1286327980203E-10,2.6375628401096E-13,-4.594706955966E-17
BaFe12O19,barium ferrite,11138-11-7,150.0,1500.0,421.72398662803,-0.75397715983827,0.0056038495104271,-1.1041779250466E-05,1.0417496515526E-08,-4.8678666494044E-12,9.0252304716047E-16
BaHO4P,barium hydrogen phosphate,10048-98-3,150.0,1500.0,82.217580871592,-0.13517042556449,0.0010610120860778,-2.1559120727383E-06,2.1004882754888E-09,-1.0086960103148E-12,1.9103056618569E-16
BaH2,barium hydride,13477-09-3,150.0,1500.0,21.029024278102,0.11492229667677,-0.00035145138730947,5.5676165870211E-07,-4.3912729630669E-10,1.6755136100216E-13,-2.4515657044664E-17
