molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E,F,G
AlCl3O9,aluminum chlorate,15477-33-5,150.0,1500.0,168.09669696279,-0.49805038236684,0.0030464222760475,-5.8316855060252E-06,5.4368855087093E-09,-2.5187921784103E-12,4.6339358510009E-16
AlCl3O12,aluminum perchlorate,14452-39-2,150.0,1500.0,206.3057879633,-0.67648772156661,0.0039930108121177,-7.564165069479E-06,7.0118130178956E-09,-3.2374610202542E-12,5.9445419334552E-16
AlF3,aluminum fluoride,7784-18-1,150.0,1500.0,23.665169598548,0.20459314025655,-0.00032387749957228,2.741251791387E-07,-1.2057234422484E-10,2.2386239490185E-14,-4.3588468846069E-19
AlF3H2O,aluminum fluoride monohydrate,32287-65-3,150.0,1500.0,83.950736134032,-0.31795880830182,0.0018497608274081,-3.6365148239957E-06,3.5272972734546E-09,-1.6960237816437E-12,3.2175857695521E-16
AlF3H6O3,aluminum fluoride trihydrate,15098-87-0,150.0,1500.0,138.01136231362,-0.60313924948525,0.0032934003209835,-6.207543438386E-06,5.8814710330249E-09,-2.7973229352251E-12,5.2899290679263E-16
AlHO2,aluminum oxyhydroxide (α),1318-23-6,150.0,1500.0,26.386031974766,0.07413924221817,0.00010691846315306,-4.2015108221331E-07,4.8441142262907E-10,-2.4788416263228E-13,4.7954084872697E-17
AlHO2,aluminum oxyhydroxide (β),14457-84-2,150.0,1500.0,41.419795256691,-0.043228695332126,0.00043244312791655,-9.1013549582861E-07,9.106280053398E-10,-4.4705000959759E-13,8.6193272248038E-17
AlH3,aluminum hydride,7784-21-6,150.0,1500.0,30.241017343579,-0.0073815766838836,0.00020767433842748,-4.6317023910299E-07,5.1278737542117E-10,-2.7903074426901E-13,5.8749828865087E-17
AlH3O3,aluminum hydroxide,21645-51-2,150.0,1500.0,68.450108346961,-0.18581891593172,0.001154262874745,-2.1956498031169E-06,2.0877148852291E-09,-9.9769958644417E-13,1.8981043717823E-16
AlH4O6P,aluminum phosphate dihydrate,13477-75-3,150.0,1500.0,131.1962506911,-0.45954363253976,0.0026574870704002,-5.0388514650436E-06,4.7544656628264E-09,-2.2454839726864E-12,4.216000863668E-16
AlH6O6P3,aluminum hypophosphite,7784-22-7,150.0,1500.0,180.27035338247,-0.65011838742524,0.0037707583899265,-7.2602956628003E-06,6.9381122005518E-09,-3.3037150619659E-12,6.2305816835214E-16
AlH12I3O6,aluminum iodide hexahydrate,10090-53-6,150.0,1500.0,215.02767606324,-0.7309964651225,0.0041143697227331,-7.4175824306254E-06,6.783242399827E-09,-3.1621991973739E-12,5.9340829452023E-16
AlH18N3O18,aluminum nitrate nonahydrate,7784-27-2,150.0,1500.0,405.42421010532,-1.8700442309692,0.0098545310317553,-1.788632391752E-05,1.6438129132209E-08,-7.6534295222726E-12,1.4279832967454E-15
AlH28NO20S2,aluminum ammonium sulfate dodecahydrate,7784-26-1,150.0,1500.0,506.67490968558,-2.3883385455292,0.012482711766986,-2.2549509349755E-05,2.0727843853837E-08,-9.6780570108596E-12,1.8127443757028E-15
AlI3,aluminum iodide,7784-23-8,150.0,1500.0,41.629729985151,0.26087326620609,-0.00073572067142775,1.1143832700081E-06,-9.3204294155248E-10,4.0419476397896E-13,-7.0816417204158E-17
AlKO8S2,"aluminum, potassium sulfate",10043-67-1,150.0,1500.0,155.23174521241,-0.43995752998023,0.0027321222950445,-5.2457720730017E-06,4.8981140746441E-09,-2.2712586562127E-12,4.1809014430907E-16
AlN,aluminum nitride,24304-00-5,150.0,1500.0,28.725079344467,-0.0055890943532708,0.00012271184257407,-2.8751239698697E-07,2.9648036573115E-10,-1.4514503049389E-13,2.7476234185928E-17
AlN3O9,aluminum nitrate,13473-90-0,150.0,1500.0,162.15139229729,-0.58673224564857,0.0033581533107009,-6.3166951528618E-06,5.8443472142677E-09,-2.6975833312298E-12,4.9542881249328E-16
AlO9P3,aluminum metaphosphate,32823-06-6,150.0,1500.0,175.5975961201,-0.57922240415035,0.0034984762222222,-6.8687118692953E-06,6.5567065808694E-09,-3.089104015974E-12,5.743278902283E-16
AlP,aluminum phosphide,20859-73-8,150.0,1500.0,26.190169840551,0.063553260970476,-4.8270471579539E-05,-1.578500986781E-07,3.0038855689365E-10,-1.8595969623032E-13,3.9618278783757E-17
AlO4P,aluminum phosphate,7784-30-7,150.0,1500.0,77.135624514773,-0.1743631914112,0.0012138475771077,-2.4678228512949E-06,2.4002919039688E-09,-1.144184819485E-12,2.1436575660714E-16
AlSb,aluminum antimonide,25152-52-7,150.0,1500.0,23.216593380382,0.13212613335642,-0.00037121681372713,4.8767881908104E-07,-3.3752969356048E-10,1.2136403588549E-13,-1.8069074417186E-17
C3H9Al2Cl3,"aluminum, methyl sesquichloride",12542-85-7,150.0,1500.0,183.29207674209,-0.84894755970764,0.004596978887775,-8.7085887867348E-06,8.2690273850577E-09,-3.9221004461803E-12,7.3740844307374E-16
C6H15Al2Cl3,"aluminum, ethyl sesquichloride",12075-68-2,150.0,1500.0,275.19228687713,-1.5445828227472,0.0079913409484169,-1.4943795122451E-05,1.4094076580752E-08,-6.6574946755275E-12,1.2483328047249E-15
C6H2Al2O13,aluminum oxalate monohydrate,814-87-9,150.0,1500.0,303.18501257715,-1.6975656448732,0.0088439203999995,-1.6615961038845E-05,1.5502558508074E-08,-7.1992250492424E-12,1.3253578123591E-15
C12H12Al2O18,aluminum tartrate,815-78-1,150.0,1500.0,536.37330176988,-3.3031206289528,0.01680400184763,-3.1265818532246E-05,2.9125425040557E-08,-1.3556701616172E-11,2.5057105875073E-15
AlClHO,aluminum hydroxychloride,1327-41-9,150.0,1500.0,193.64870671956,-0.76565044463757,0.004224582328787,-7.8178259554943E-06,7.2901540626823E-09,-3.4299501689496E-12,6.4451147091535E-16
Al2Cr2O6,aluminum chromate,57921-51-4,150.0,1500.0,130.53279408958,-0.27581476733207,0.0019390292677609,-3.8655668899929E-06,3.6938834695894E-09,-1.7394994345579E-12,3.2350556045454E-16
Al2FeO4,"aluminate, iron (II)",12068-49-4,150.0,1500.0,90.64356657986,-0.17169758987113,0.0012774260433094,-2.5993978925413E-06,2.51608229966E-09,-1.1941417086676E-12,2.230552815385E-16
Al2H2O4,bauxite,1318-16-7,150.0,1500.0,90.521015829214,-0.2696497461093,0.0016531720778793,-3.1962363905801E-06,3.0403438464418E-09,-1.4389898404656E-12,2.6990903701422E-16
Al2H3O7P,aluminum phosphate trihydroxide,12004-29-4,150.0,1500.0,153.26715818107,-0.54337446284677,0.0031563962742007,-6.0394380540161E-06,5.7070946257146E-09,-2.6867742276009E-12,5.0169868638545E-16
Al2H4O9Si2,aluminum silicate dihydrate,1332-58-7,150.0,1500.0,200.57956755438,-0.79491756639721,0.0044218713604697,-8.2539617267594E-06,7.6477728078116E-09,-3.5475549386322E-12,6.5548049597754E-16
Al2H36O30S3,aluminum sulfate octadecahydrate,7784-31-8,150.0,1500.0,709.84997513535,-3.3733716525124,0.017632527903142,-3.1917676393904E-05,2.9329358952971E-08,-1.3670297845987E-11,2.5545790612505E-15
Al2Mo3O12,aluminum molybdate,15123-80-5,150.0,1500.0,221.36747627745,-0.61784839724124,0.0038627505412449,-7.4417086408479E-06,6.9715879874715E-09,-3.2430822841725E-12,5.9870331729031E-16
Al2O12W3,aluminum tungstate,15123-82-7,150.0,1500.0,221.36747627745,-0.61784839724124,0.0038627505412449,-7.4417086408479E-06,6.9715879874715E-09,-3.2430822841725E-12,5.9870331729031E-16
Al2O3,aluminum oxide,1344-28-1,150.0,1500.0,63.490702736839,-0.1270595254745,0.00093135233087032,-1.9107220828844E-06,1.8632569661016E-09,-8.8834026337932E-13,1.662918720351E-16
Al2O3,aluminum oxide (α),1302-74-5,150.0,1500.0,63.490702736839,-0.1270595254745,0.00093135233087032,-1.9107220828844E-06,1.8632569661016E-09,-8.8834026337932E-13,1.662918720351E-16
Al2O5Si,aluminum silicate (kyanite),12141-46-7,150.0,1500.0,105.00482205443,-0.3183983253205,0.0019547920987585,-3.7968275973416E-06,3.5784280068504E-09,-1.667298024042E-12,3.072690190519E-16
Al2O5Ti,aluminum titanate,12004-39-6,150.0,1500.0,103.3799302465,-0.23117670293424,0.0015929555553144,-3.1768910803166E-06,3.0410581360071E-09,-1.433697989256E-12,2.667421509482E-16
Al2O5Si,aluminum silicate (metakaolinite),1302-76-7,150.0,1500.0,146.51894137645,-0.50973712524155,0.0029782318670359,-5.6829331126862E-06,5.2935990485897E-09,-2.4462557852348E-12,4.4824616617751E-16
Al2O9Te3,aluminum tellurite,58500-12-2,150.0,1500.0,183.15838526004,-0.43941105775776,0.0029161620037158,-5.7092290740934E-06,5.3966604746247E-09,-2.5244134403793E-12,4.6764270864655E-16
Al2O9Zr3,aluminum zirconate,70692-95-4,150.0,1500.0,183.15838526004,-0.43941105775776,0.0029161620037158,-5.7092290740934E-06,5.3966604746247E-09,-2.5244134403793E-12,4.6764270864655E-16
Al2S3,aluminum sulfide,1302-81-4,150.0,1500.0,70.467975463546,-0.092998324165391,0.00085341831205208,-1.8485006000546E-06,1.8420850683822E-09,-8.8393009012264E-13,1.652276584504E-16
Al2O12S3,aluminum sulfate,10043-01-3,150.0,1500.0,223.30433947731,-0.80674768116013,0.0046397724573351,-8.7784188561297E-06,8.1417951076265E-09,-3.7586054588262E-12,6.894700917029E-16
Al2Se3,aluminum selenide,1302-82-5,150.0,1500.0,68.531112252807,0.095900959937115,7.63963950121E-05,-5.1179038261228E-07,6.718779458203E-10,-3.6840691418257E-13,7.4460883774128E-17
Al2O5Si,aluminum silicate,12183-80-1,150.0,1500.0,105.00482205443,-0.3183983253205,0.0019547920987585,-3.7968275973416E-06,3.5784280068504E-09,-1.667298024042E-12,3.072690190519E-16
Al2Te3,aluminum telluride,12043-29-7,150.0,1500.0,68.531112252807,0.095900959937115,7.63963950121E-05,-5.1179038261228E-07,6.718779458203E-10,-3.6840691418257E-13,7.4460883774128E-17
Al2Zr,aluminum zirconium,12004-50-1,150.0,1500.0,39.698111906395,0.066218862497952,1.5307994686808E-05,-2.8942514007082E-07,4.1617895274703E-10,-2.3591658549921E-13,4.8307803732749E-17
AlBO3,aluminum borate,11121-16-7,150.0,1500.0,205.503656854,-0.85132348855055,0.0048025886912191,-9.2711839723656E-06,8.7749863106002E-09,-4.1110737278541E-12,7.6117253012422E-16
C3Al4,aluminum carbide,1299-86-1,150.0,1500.0,107.26301064984,-0.52673866837708,0.0029333047675677,-5.8435934143836E-06,5.6644628140079E-09,-2.6863470045618E-12,4.9911849511441E-16
Al2H4O9Si2,aluminum silicate (kaolin),1302-93-8,150.0,1500.0,288.86319749118,-1.130240887237,0.0064175081736664,-1.2256308078091E-05,1.145828865429E-08,-5.3127159555793E-12,9.7587489549664E-16
AmBr2,americium (II) bromide,39705-49-2,150.0,1500.0,37.77516814199,0.14931836845137,-0.00035864858143317,4.3308146465306E-07,-2.7487822664631E-10,8.5718133819186E-14,-9.9963269874325E-18
AmBr3,americium (III) bromide,14933-38-1,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
AmClO,americium oxychloride,37961-19-6,150.0,1500.0,34.361215435849,0.11187980807024,-0.00023940621650036,2.7625350573607E-07,-1.7376844712147E-10,5.5623426009816E-14,-6.9732916310027E-18
AmCl2,americium (II) chloride,16601-54-0,150.0,1500.0,36.514628680487,0.1446844381119,-0.00035212983518014,4.4271060949535E-07,-3.0625022785463E-10,1.1171475634596E-13,-1.687436960028E-17
AmCl3,americium (III) chloride,13464-46-5,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
AmF3,americium (III) fluoride,13708-80-0,150.0,1500.0,54.855404688404,-0.094620268081104,0.00077196047210543,-1.6850791783186E-06,1.7243512432283E-09,-8.5433874745115E-13,1.6484107383363E-16
AmF4,americium (IV) fluoride,15947-41-8,150.0,1500.0,70.895514634656,-0.19217149220631,0.0012818611703247,-2.6683664974806E-06,2.662881104607E-09,-1.29866654921E-12,2.4793674933845E-16
AmH3,americium hydride,13774-24-8,150.0,1500.0,28.175998991403,0.073366742883576,-0.00014830626976924,2.0275109865434E-07,-1.130717742121E-10,1.2004712700604E-14,5.4494907508658E-18
AmH3O3,americium hydroxide,23323-79-7,150.0,1500.0,66.385089996017,-0.10507059638485,0.00079828226665319,-1.5297284655947E-06,1.4618557358545E-09,-7.0666412961137E-13,1.3651009909181E-16
AmI2,americium diiodide,38150-40-2,150.0,1500.0,36.098877730606,0.20287325344177,-0.00063426678504836,1.0625440934239E-06,-9.6717146617034E-10,4.4803736627199E-13,-8.2545339652664E-17
AmI3,americium (III) iodide,13813-47-3,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
AmO,americium (II) oxide,12296-97-8,150.0,1500.0,19.471438524083,0.13855429110015,-0.00044221210987041,6.872895898561E-07,-5.6626250285327E-10,2.3908837632597E-13,-4.0759083084664E-17
AmO2,americium (IV) oxide,12005-67-3,150.0,1500.0,32.207802192723,0.079075178003335,-0.00012668259769148,1.0979640168594E-07,-4.1286666066839E-11,-4.6790449707763E-16,2.9277863730984E-18
Am2O3,americium (III) oxide,12254-64-7,150.0,1500.0,59.360666031817,0.03443711367241,0.00021939111441079,-5.7887940721084E-07,6.1153866665019E-10,-3.0626934933791E-13,5.9691195785155E-17
Am2S3,americium sulfide,12446-46-7,150.0,1500.0,66.33793875599,0.068498315023455,0.0001414570953805,-5.1665792390878E-07,5.9036676841395E-10,-3.0185917580898E-13,5.8626982145311E-17
Ar,argon,7440-37-1,150.0,1500.0,20.786,0.0,0.0,0.0,0.0,0.0,0.0
ArF,argon fluoride,56617-31-3,150.0,1500.0,22.775184801322,0.10048218007809,-0.00024784092386278,2.8149545893846E-07,-1.5270847834334E-10,3.4316855434003E-14,-1.350277046558E-18
As,arsenic,7440-38-2,150.0,1500.0,2.0626213342406,0.13985600851971,-0.00043774304469255,7.0713820904897E-07,-6.1644538531344E-10,2.7484872709506E-13,-4.9091097905214E-17
AsBr3,arsenic (III) bromide,7784-33-0,150.0,1500.0,53.295214785965,0.12496085056688,-0.00015910206106544,1.7230807832388E-08,1.3330182999822E-10,-1.1074512792408E-13,2.7228485806011E-17
CH3AsCl2,"arsine, methyldichloro",593-89-5,150.0,1500.0,74.295006770232,-0.1287495366625,0.00098246930240866,-1.9897020620816E-06,1.9614883590518E-09,-9.556299681804E-13,1.8339889869964E-16
CH3AsF2,"arsine, methyldifluoro",420-24-6,150.0,1500.0,76.595672836914,-0.27050301881464,0.001596658911909,-3.1342045317163E-06,3.0535599698465E-09,-1.4773556707996E-12,2.8201866674749E-16
C2H7As,"arsine, dimethyl",593-57-7,150.0,1500.0,89.442805745741,-0.39039009910295,0.0021146017704513,-3.9540531246821E-06,3.7702943557189E-09,-1.8115914399122E-12,3.460657317929E-16
C2H7AsO2,"arsinic acid, dimethyl",75-60-5,150.0,1500.0,114.91553308538,-0.5093483253365,0.0027456607950171,-5.1090395014989E-06,4.8202460298255E-09,-2.2907040018448E-12,4.3343947076736E-16
C3AsF9,"arsine, tris(trifluoromethyl)",432-02-0,150.0,1500.0,200.11442622538,-1.1262295531844,0.0060068560171935,-1.169594606957E-05,1.1224246475575E-08,-5.3224198980502E-12,9.9454860184482E-16
C3H9As,"arsine, trimethyl",593-88-4,150.0,1500.0,120.07620912428,-0.62226852011991,0.0032460557906862,-6.0324552366381E-06,5.711977421009E-09,-2.7233895163938E-12,5.1637385235012E-16
C3H9AsO3,"arsine, trimethoxy",6596-95-8,150.0,1500.0,158.28530013385,-0.80070585947124,0.0041926443275337,-7.7649348018469E-06,7.2869049321378E-09,-3.4420583592705E-12,6.4743446080633E-16
C6H15As,"arsine, triethyl",617-75-4,150.0,1500.0,211.97641926586,-1.3179037832689,0.0066404178518885,-1.2267661573619E-05,1.1537026618101E-08,-5.458783746484E-12,1.0272982141528E-15
C6H15AsO3,arsenic triethoxide,3141-12-6,150.0,1500.0,250.18551026989,-1.4963411225283,0.0075870063882678,-1.4000141137778E-05,1.3111954128074E-08,-6.177452588749E-12,1.1583588224846E-15
C6H18AsN3,"arsine, tris(dimethylamino)",6596-96-9,150.0,1500.0,272.14136946281,-1.6112757568061,0.0081700019181722,-1.5047811150466E-05,1.4100137054371E-08,-6.6546096936814E-12,1.2505862589919E-15
C6H5AsO,"arsine, phenyl oxide",637-03-6,150.0,1500.0,153.24303581551,-0.96182735866919,0.0049244961898789,-9.3050491640657E-06,8.8014472370036E-09,-4.1428735459254E-12,7.7133360598975E-16
C6H6AsNO,"arsine, 4-aminophenyl oxide",1122-90-3,150.0,1500.0,173.29801921492,-1.0596180165219,0.0054343575453404,-1.0231765689752E-05,9.6558173825005E-09,-4.5414821950282E-12,8.4576295427663E-16
C6H6AsNO5,"arsonic, 2-nitrophenyl acid",5410-29-7,150.0,1500.0,224.24347388605,-1.2975344688514,0.0066964755937585,-1.2541738441759E-05,1.1755720728898E-08,-5.4997073179213E-12,1.0205104320261E-15
C6H6AsNO6,"arsonic, 4-hydroxy-3-nitrobenzene acid",121-19-7,150.0,1500.0,236.97983754978,-1.3570135818657,0.0070120051055106,-1.3119231628957E-05,1.2280696564601E-08,-5.739263598165E-12,1.064197301365E-15
C6H7AsO3,"arsonic, phenyl acid",98-05-5,150.0,1500.0,193.00971257857,-1.1638966924356,0.0059618454492465,-1.116805666034E-05,1.0503509954585E-08,-4.9330794040773E-12,9.1863764047629E-16
C6H8AsNO3,o-arsanilic acid,2045-00-3,150.0,1500.0,213.06469598677,-1.2616873504357,0.0064717068054695,-1.2094773187757E-05,1.1357880102008E-08,-5.3316880542096E-12,9.9306698897414E-16
C6H8AsNO3,p-arsanilic acid,98-50-0,150.0,1500.0,213.06469598677,-1.2616873504357,0.0064717068054695,-1.2094773187757E-05,1.1357880102008E-08,-5.3316880542096E-12,9.9306698897414E-16
C7H9AsO3,p-tolylarsonic acid,3969-54-8,150.0,1500.0,223.64311595258,-1.3957751133761,0.0070932994690859,-1.3246458771395E-05,1.2445193018871E-08,-5.8448774800221E-12,1.0889457609234E-15
C14H17AsClN3O3,"arsonic acid, 4-(4-dimethylaminophenylazo)benzene acid hydrochloride",73688-85-4,150.0,1500.0,448.80889431425,-2.9649705333042,0.014917561514474,-2.7800364180028E-05,2.6058079273924E-08,-1.2206835080782E-11,2.2684901114853E-15
C18H15As,"arsine, triphenyl",603-32-7,150.0,1500.0,408.04986672862,-3.1031115450936,0.015342383277115,-2.8712233483563E-05,2.7011890879748E-08,-1.2667241109513E-11,2.3518321146629E-15
C18H15AsO,"arsine, triphenyl oxide",1153-05-5,150.0,1500.0,420.78623039779,-3.1625906581995,0.015657912789335,-2.9289726671812E-05,2.7536866716609E-08,-1.290679739037E-11,2.3955189841267E-15
C24H22AsClO,"arsonium, tetraphenyl chloride monohydrate",507-28-8,150.0,1500.0,583.74155400879,-4.3727578982687,0.021633717215903,-4.0401122626249E-05,3.7949181552273E-08,-1.7783317557346E-11,3.3013277597964E-15
AsCl3,arsenic trichloride,7784-34-1,150.0,1500.0,51.404405593775,0.11800995505653,-0.00014932394167957,3.1674525080732E-08,8.6243828203268E-11,-7.1750194143604E-14,1.6911421888783E-17
AsCl5,arsenic (V) chloride,22441-45-8,150.0,1500.0,81.183959421852,0.064660988920891,0.00025628784544774,-7.9039764403003E-07,8.7123194062746E-10,-4.3868009528526E-13,8.4483004899831E-17
AsF3,arsenic trifluoride,7784-35-2,150.0,1500.0,54.855404688404,-0.094620268081104,0.00077196047210543,-1.6850791783186E-06,1.7243512432283E-09,-8.5433874745115E-13,1.6484107383363E-16
AsF5,arsenic pentafluoride,7784-36-3,150.0,1500.0,86.935624580155,-0.28972271631913,0.0017917618684815,-3.6516538165037E-06,3.6014109658339E-09,-1.742994350889E-12,3.3103242482711E-16
AsF6NS2,"arsenate, dithianitronium hexafluoro",80485-40-1,150.0,1500.0,146.00798570113,-0.53975980316157,0.0031874818164551,-6.3211524891449E-06,6.1040925257737E-09,-2.9065565996285E-12,5.4525656402385E-16
AsFeH4O6,"arsenate, iron (III) dihydrate",10102-49-5,150.0,1500.0,126.15765588815,-0.31022244074415,0.0019785601208701,-3.7274012113757E-06,3.4906882647948E-09,-1.6471247846983E-12,3.1061239527633E-16
AsH3,arsine,7784-42-1,150.0,1500.0,40.188884874211,-0.12783127285863,0.00070150025646612,-1.2736434099645E-06,1.1371660181275E-09,-5.0520376732565E-13,8.9180787316249E-17
AsH3O4,arsenic acid,7778-39-4,150.0,1500.0,79.121453664187,-0.16454970947368,0.0011138117787904,-2.1072216536689E-06,1.9868315725331E-09,-9.4622041037644E-13,1.8019696853762E-16
AsH4O4.5,arsenic (V) acid hemihydrate,7774-41-6,150.0,1500.0,92.636610207742,-0.23584481974709,0.0014747216520691,-2.7499788070069E-06,2.5753750121387E-09,-1.2215451986194E-12,2.3200555096589E-16
AsH6NO4,"arsenate, ammonium dihydrogen",13462-93-6,150.0,1500.0,113.47038648705,-0.34545147486003,0.0020299633690634,-3.7419592988478E-06,3.4933127615555E-09,-1.6559223557312E-12,3.1455661234419E-16
AsI3,arsenic triiodide,7784-45-4,150.0,1500.0,50.780779167744,0.20529317807154,-0.00057252936658524,9.6142475120617E-07,-9.0513802952737E-10,4.3273372088194E-13,-8.1595033217626E-17
AsH3O3,arsenious acid,13464-58-9,150.0,1500.0,66.385089996017,-0.10507059638485,0.00079828226665319,-1.5297284655947E-06,1.4618557358545E-09,-7.0666412961137E-13,1.3651009909181E-16
AsS2,arsenic disulfide,56320-22-0,150.0,1500.0,36.859317341864,0.10178264557595,-0.00017863861040598,1.5127739061797E-07,-5.5401264963398E-11,2.4722112280734E-15,2.2183106050781E-18
C22H18As2N4O14S2,arsenazo III,1668-00-4,150.0,1500.0,769.33047545979,-4.9619051699993,0.025106399105937,-4.6856205640357E-05,4.3774952314252E-08,-2.0405153721044E-11,3.7724526358902E-15
