molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D,E
C3H2F6,"1,1,2,2,3,3-hexafluoropropane",680-00-2,190.0,350.12,5.2242081174815,1.6685902385542,-0.0064066400299548,1.0049692313486e-05,0.0
C3H2N2,malononitrile,109-77-3,304.9,603.25,73.630444304419,0.47882644657932,-0.0011297540966646,1.2745515450759e-06,0.0
C3H3Cl,propargyl chloride,624-65-7,200.0,436.0,65.59780708908,0.27337905034505,-0.00077169049387537,1.2716651595633e-06,0.0
C3H3F5,"1,1,1,2,2-pentafluoropropane",1814-88-6,190.0,319.17,-14.266772254638,1.6244468845934,-0.0066251049499592,1.0772130660526e-05,0.0
C3H3F5,"1,1,1,2,3-pentafluoropropane",431-31-2,190.0,336.92,7.9799287552462,1.4549904513328,-0.0057030795849543,9.1140397878805e-06,0.0
C3H3F5,"1,1,1,3,3-pentafluoropropane",460-73-1,227.59,405.37,191.4934766516,-2.0626125525668,0.018653006185208,-6.0167303238921e-05,6.8217343245534e-08
C3H3F5,"1,1,2,2,3-pentafluoropropane",679-86-7,190.0,373.3,58.077653613219,0.89401968505801,-0.0031990526030977,5.0517697031222e-06,0.0
C3H3F5,"1,1,2,3,3-pentafluoropropane",24270-66-4,190.0,370.69,28.530194914393,1.3557513851944,-0.0049890898759158,7.7410694769251e-06,0.0
C3H3N,acrylonitrile,107-13-1,191.0,482.0,33.362,0.58644,-0.0018625,2.4956e-06,0.0
C3H3NO,oxazole,288-42-6,200.0,448.33,61.08299443164,0.3078092695424,-0.00088720306177565,1.4180309069582e-06,0.0
C3H4,methylacetylene,74-99-7,171.8,265.19,-102.40123056422,3.308603122405,-0.022117408703555,6.6334100863278e-05,-7.2087122748832e-08
C3H4,allene,463-49-0,155.01,254.19,38.409937309616,0.4311125139004,-0.001984926764752,4.3019791563854e-06,-1.0663029753357e-09
C3H4Br4,"1,1,1,2-tetrabromopropane",62127-49-5,349.69,656.07,141.13072060672,0.46604087795773,-0.00093304381029042,9.7997861310582e-07,0.0
C3H4Br4,"1,1,1,3-tetrabromopropane",62127-50-8,364.69,665.2,134.05336951059,0.52325200557731,-0.0010429907423671,1.0481268582425e-06,0.0
C3H4Br4,"1,1,2,2-tetrabromopropane",34570-59-7,349.69,637.26,133.59809336636,0.51039725123571,-0.0010531656904852,1.1116008602908e-06,0.0
C3H4Br4,"1,1,2,3-tetrabromopropane",34581-76-5,332.27,668.16,149.73138762362,0.44655078547743,-0.00089422874815134,9.5809724909914e-07,0.0
C3H4Br4,"1,1,3,3-tetrabromopropane",51525-97-4,332.27,680.58,153.24229915099,0.42624904052284,-0.00083796358447814,8.9423646640756e-07,0.0
C3H4Br4,"1,2,2,3-tetrabromopropane",54268-02-9,283.85,652.72,175.41359593036,0.36936329226301,-0.00074517178897339,9.1741247832213e-07,0.0
C3H4Cl2,"2,3-dichloropropene",78-88-6,191.5,471.38,86.639496421431,0.29937407923306,-0.00080325414745889,1.2835311173143e-06,0.0
C3H4Cl2,"1,1-dichloropropene",563-58-6,191.5,463.33,93.652052284673,0.25059875578647,-0.00064960342078233,1.0841248976046e-06,0.0
C3H4Cl2,"cis-1,2-dichloropropene",6923-20-2,191.5,471.58,99.594299125078,0.31106795120378,-0.00083653514669532,1.330547779862e-06,0.0
C3H4Cl2,"trans-1,2-dichloropropene",7069-38-7,191.5,463.58,94.277180876536,0.24933397789333,-0.00064562683671666,1.0765843575761e-06,0.0
C3H4Cl2,"cis-1,3-dichloropropene",10061-01-5,191.5,477.23,102.56707902751,0.36836896380531,-0.0010159551354749,1.5641597123808e-06,0.0
C3H4Cl2,"trans-1,3-dichloropropene",10061-02-6,191.5,481.08,105.46574653675,0.40547168271494,-0.0011324906382595,1.707926658478e-06,0.0
C3H4Cl2,"3,3-dichloropropene",563-57-5,191.5,467.28,97.470173601435,0.27140670337947,-0.00071341061228773,1.1646305843515e-06,0.0
C3H4Cl2,"1,3-dichloropropene",542-75-6,191.5,478.83,104.06434605306,0.38124923009897,-0.0010562411958104,1.6126094050355e-06,0.0
C3H4Cl2,"1,2-dichloropropene",563-54-2,191.5,462.58,92.727600515923,0.24823402230021,-0.00064243990007207,1.0763747253157e-06,0.0
C3H4Cl2,dichloropropene,26952-23-8,191.5,470.76,98.9842024183,0.30463543180234,-0.00081654466455969,1.3047729976853e-06,0.0
C3H4Cl4,"1,1,1,2-tetrachloropropane",812-03-3,208.15,535.01,128.07666729137,0.32511779440246,-0.00078489402346381,1.1524639707789e-06,0.0
C3H4Cl4,"1,1,1,3-tetrachloropropane",1070-78-6,245.17,543.47,127.29841221583,0.40444224513117,-0.00097852625031951,1.3395053778271e-06,0.0
C3H4Cl4,"1,1,2,2-tetrachloropropane",13116-60-4,230.17,541.33,125.00923913256,0.34896173456501,-0.00083592520331341,1.1824158106323e-06,0.0
C3H4Cl4,"1,1,2,3-tetrachloropropane",18495-30-2,212.75,564.46,136.0963048246,0.33583356579228,-0.00078596999661021,1.1107118558359e-06,0.0
C3H4Cl4,"1,1,3,3-tetrachloropropane",1653-17-4,212.75,550.51,132.47778931674,0.35752452597797,-0.0008612709858314,1.223557076723e-06,0.0
C3H4Cl4,"1,2,2,3-tetrachloropropane",13116-53-5,245.17,549.75,125.92779478253,0.37537872608625,-0.00089485040213267,1.2230176716783e-06,0.0
C3H4F4,"1,1,1,2-tetrafluoropropane",421-48-7,239.09,343.48,-9.8313914438169,1.4908361447869,-0.0054921612742276,8.1874701935413e-06,0.0
C3H4F4,"1,1,1,3-tetrafluoropropane",460-36-6,254.09,379.83,20.593718395449,1.1417601307534,-0.003868052319998,5.5285108419578e-06,0.0
C3H4F4,"1,1,2,2-tetrafluoropropane",40723-63-5,239.09,378.63,42.746077262643,0.91031972705597,-0.003089589649873,4.5622513555003e-06,0.0
C3H4F4,"1,1,3,3-tetrafluoropropane",66794-30-7,221.67,374.72,39.243575378296,1.0071618188436,-0.0035145525903964,5.2716138755098e-06,0.0
C3H4F4,"1,2,2,3-tetrafluoropropane",813-75-2,254.09,376.63,23.38009992187,1.1224386238042,-0.0038166390849893,5.4684433026525e-06,0.0
C3H4I4,"1,1,1,2-tetraiodopropane",66794-31-8,342.73,814.52,167.23146465063,0.19784121305539,-0.00029269491226522,3.1076118909786e-07,0.0
C3H4I4,"1,1,1,3-tetraiodopropane",66794-32-9,357.73,810.45,164.44835039285,0.22498352709086,-0.00034433263138371,3.4994063775727e-07,0.0
C3H4I4,"1,1,2,2-tetraiodopropane",66794-33-0,342.73,814.52,167.23146465063,0.19784121305539,-0.00029269491226522,3.1076118909786e-07,0.0
C3H4I4,"1,1,2,3-tetraiodopropane",66794-21-6,325.31,809.01,169.14741574417,0.20394244424241,-0.00031109057494601,3.3676915312985e-07,0.0
C3H4I4,"1,1,3,3-tetraiodopropane",66794-34-1,325.31,809.01,169.14741574417,0.20394244424241,-0.00031109057494601,3.3676915312985e-07,0.0
C3H4I4,"1,2,2,3-tetraiodopropane",66794-20-5,357.73,810.45,164.44835039285,0.22498352709086,-0.00034433263138371,3.4994063775727e-07,0.0
C3H4O,acrolein,107-02-8,185.45,415.92,72.885820512369,0.34295919988631,-0.0010868837688194,1.7443437522107e-06,0.0
C3H4O,propargyl alcohol,107-19-7,221.35,483.38,96.603687036938,0.41657557329249,-0.0011452899774183,1.6501374269079e-06,0.0
C3H4O2,acrylic acid,1979-10-07 00:00:00,286.65,514.58,75.063376134474,0.44032335235698,-0.001134739225815,1.4611263336506e-06,0.0
C3H4O2,βpropiolactone,57-57-8,241.0,617.0,45.746,0.52593,-0.0013036,1.3725e-06,0.0
C3H4O2,vinyl formate,692-45-5,200.0,409.0,62.190715588804,0.44159836432436,-0.001406624319027,2.2275310686616e-06,0.0
C3H4O3,ethylene carbonate,96-49-1,311.0,711.0,36.594,0.77104,-0.0016229,1.3975e-06,0.0
C3H4O3,pyruvic acid,127-17-3,286.75,536.34,116.16185645585,0.55594085851823,-0.001435298480911,1.7657655775314e-06,0.0
C3H5Br,cis-1-bromo-1-propene,590-13-6,160.15,427.09,78.770670289716,0.2912573999926,-0.00087944626553168,1.5045561613049e-06,0.0
C3H5Br,trans-1-bromo-1-propene,590-15-8,196.65,434.06,75.798002635751,0.31954401550502,-0.00093844522971102,1.5036534593682e-06,0.0
C3H5Br,2-bromo-1-propene,557-93-7,147.15,415.93,80.427475068049,0.2921941818165,-0.0009075036614167,1.6028593653855e-06,0.0
C3H5Br,3-bromo-1-propene,106-95-6,153.76,441.68,86.222671740058,0.26322066651948,-0.00076320704765615,1.311295864142e-06,0.0
C3H5Br,1-bromo-1-propene,590-14-7,157.25,430.02,84.051586258164,0.29861103555983,-0.00089631062282223,1.5372228262963e-06,0.0
C3H5Br3,"1,1,1-tribromopropane",62127-61-1,304.89,587.93,127.13945861826,0.40774439930507,-0.00089956571976769,1.0873019020161e-06,0.0
C3H5Br3,"1,1,2-tribromopropane",14602-62-1,272.47,596.16,144.93820121135,0.35306149107537,-0.00076837710827113,9.9475017926804e-07,0.0
C3H5Br3,"1,1,3-tribromopropane",23511-78-6,287.47,598.07,143.74159034865,0.39699201261592,-0.00087480620487035,1.0981201792584e-06,0.0
C3H5Br3,"1,2,2-tribromopropane",14476-30-3,304.89,586.67,128.790297637,0.39740979955104,-0.00087493933485967,1.0593588139339e-06,0.0
C3H5Br3,"1,2,3-tribromopropane",1996-11-07 00:00:00,289.34,619.54,114.53672729515,0.29052276910778,-0.00061869072396484,7.6821387518768e-07,0.0
C3H5Cl,cis-1-chloro-1-propene,16136-84-8,138.35,395.76,70.385112611437,0.30329753844595,-0.001006691871881,1.8179046365841e-06,0.0
C3H5Cl,trans-1-chloro-1-propene,16136-85-9,174.15,401.71,66.325158293255,0.34075642858837,-0.0010960602392787,1.8497771558965e-06,0.0
C3H5Cl,2-chloro-1-propene,557-98-2,135.75,386.9,73.60093296917,0.29904278309173,-0.00099778931220083,1.8487745212982e-06,0.0
C3H5Cl,3-chloro-1-propene,107-05-1,138.65,416.13,80.24413802703,0.25670353559011,-0.0007819752721771,1.4284055028332e-06,0.0
C3H5Cl,1-chloro-1-propene,590-21-6,135.85,397.57,70.436651178761,0.25339759123607,-0.00081177332711026,1.5093210064367e-06,0.0
C3H5ClO,α-epichlorohydrin,106-89-8,217.0,549.0,52.634,0.57412,-0.0015783,1.8687e-06,0.0
C3H5ClO2,methyl chloroacetate,96-34-4,241.03,501.49,96.540244164905,0.49328069702682,-0.0013124144468482,1.8160033857864e-06,0.0
C3H5ClO2,ethyl chloroformate,541-41-3,192.0,437.08,91.574792432169,0.94239113073742,-0.0030667226769665,4.4084198479491e-06,0.0
C3H5Cl3,"1,1,1-trichloropropane",7789-89-1,215.25,482.29,105.57879990683,0.37174217097155,-0.00099383444781377,1.4866516365304e-06,0.0
C3H5Cl3,"1,1,2-trichloropropane",598-77-6,182.83,512.56,116.61513561861,0.31855058600287,-0.00081265679506982,1.2517620603122e-06,0.0
C3H5Cl3,"1,1,3-trichloropropane",20395-25-9,214.17,526.86,116.85969420874,0.3520478946102,-0.00087946956177959,1.270562605499e-06,0.0
C3H5Cl3,"1,2,2-trichloropropane",3175-23-3,215.25,503.92,110.23373514634,0.33829686726817,-0.0008635475087495,1.2809774881072e-06,0.0
C3H5Cl3,"1,2,3-trichloropropane",96-18-4,259.0,587.0,39.875,0.93369,-0.0023696,2.4595e-06,0.0
C3H5F,cis-1-fluoro-1-propene,19184-10-2,150.14,350.98,51.320541279497,0.44081560914924,-0.0016657516799655,2.9810977804222e-06,0.0
C3H5F,trans-1-fluoro-1-propene,20327-65-5,150.14,350.98,51.320541279497,0.44081560914924,-0.0016657516799655,2.9810977804222e-06,0.0
C3H5F,2-fluoro-1-propene,1184-60-7,139.5,322.88,39.391008720248,0.63839862431373,-0.0026739764174884,4.921634443396e-06,0.0
C3H5F,3-fluoro-1-propene,818-92-8,190.0,332.43,-11.001943633612,1.2289633914352,-0.0048896810856451,7.7047391951085e-06,0.0
C3H5F3,"1,1,1-trifluoropropane",421-07-8,124.35,326.08,46.460343814873,0.95104650361343,-0.0041223594326927,7.4841250653658e-06,0.0
C3H5F3,"1,1,2-trifluoropropane",36011-19-5,189.52,334.76,23.570222476405,1.1387644960476,-0.0044464713775127,7.2326694491061e-06,0.0
C3H5F3,"1,1,3-trifluoropropane",24270-67-5,204.52,333.54,-0.31841163542936,1.4310488593931,-0.0055549981798377,8.7484957840599e-06,0.0
C3H5F3,"1,2,2-trifluoropropane",811-94-9,221.94,333.6,-0.075021132238362,1.3113883787826,-0.0049887780349776,7.729102471187e-06,0.0
C3H5F3,"1,2,3-trifluoropropane",66794-36-3,204.52,333.54,-0.31841163542936,1.4310488593931,-0.0055549981798377,8.7484957840599e-06,0.0
C3H5I,cis-1-iodo-1-propene,7796-36-3,176.05,474.06,84.746634992379,0.21303602193797,-0.00055507965108257,9.1943100056525e-07,0.0
C3H5I,trans-1-iodo-1-propene,7796-54-5,176.05,474.06,84.746634992379,0.21303602193797,-0.00055507965108257,9.1943100056525e-07,0.0
C3H5I,2-iodo-1-propene,4375-96-6,165.41,485.36,89.057732529924,0.19599783091397,-0.00049232915399408,8.3136583916817e-07,0.0
C3H5I,3-iodo-1-propene,556-56-9,173.86,485.49,89.301646616488,0.22038495792436,-0.00056455562575747,9.2921893721553e-07,0.0
C3H5N,propionitrile,107-12-0,189.21,389.89,-123.32308293588,3.4345445589582,-0.018788033696466,4.5140710342772e-05,-3.8872133052583e-08
C3H5N,ethyl isocyanide,624-79-3,193.16,443.49,57.489524571933,0.31075298049844,-0.00093609338657696,1.4478054666543e-06,0.0
C3H5NO,acrylamide,1979-06-01 00:00:00,357.65,587.88,60.133455904146,0.45420264732409,-0.0010148769595012,1.0714381000686e-06,0.0
C3H5NO,hydracrylonitrile,109-78-4,227.15,592.08,153.14021036604,0.43636814251596,-0.0010892887230972,1.3624507745195e-06,0.0
C3H5NO,lactonitrile,78-97-7,233.0,550.0,140.52879682877,0.51162284693437,-0.0013428830779703,1.7195459191331e-06,0.0
C3H6,cyclopropane,75-19-4,159.37,256.12,-561.228338725,12.283977668857,-0.088446016316617,0.0002803494069537,-3.2767962172864e-07
C3H6,propylene,115-07-1,100.0,330.0,50.123470835149,-0.037399124508758,0.0048447821538673,-2.8581800186395e-05,5.0771050634491e-08
C3H6Br2,"1,1-dibromopropane",598-17-4,227.67,515.38,112.14595877709,0.36704523436783,-0.00092569487999389,1.3311954578272e-06,0.0
C3H6Br2,"1,2-dibromopropane",78-75-1,219.0,443.0,169.837,-0.10292,0.00037858,0.0,0.0
C3H6Br2,"1,3-dibromopropane",109-64-8,248.95,555.2,102.74564896647,0.35021767715036,-0.00082298870691039,1.1204237405385e-06,0.0
C3H6Br2,"2,2-dibromopropane",594-16-1,245.09,497.65,107.56834249297,0.33871060611516,-0.00085579759572646,1.233046839324e-06,0.0
C3H6Cl2,"1,1-dichloropropane",78-99-9,167.91,460.63,99.884934687804,0.31242803708869,-0.00087874755798553,1.4391965733144e-06,0.0
C3H6Cl2,"1,2-dichloropropane",78-87-5,174.0,515.0,84.332,0.50261,-0.0015107,2.0567e-06,0.0
C3H6Cl2,"1,3-dichloropropane",142-28-9,175.0,543.0,92.872,0.44791,-0.0012858,1.6933e-06,0.0
C3H6Cl2,"2,2-dichloropropane",594-20-7,240.0,372.0,158.068,-0.20321,0.00060655,0.0,0.0
C3H6Cl2,"1,2-dichloropropane, (-n++)",26198-63-0,172.62,469.08,96.780906574008,0.31025417749354,-0.00086441739625764,1.3882773849739e-06,0.0
C3H6Cl2,dichloropropane,26638-19-7,172.65,469.18,97.172865532143,0.30880810833627,-0.00085965637105657,1.3802738050257e-06,0.0
C3H6F2,"1,1-difluoropropane",430-61-5,172.37,355.58,49.901950367547,0.75118843664688,-0.0028212257184989,4.6999127463877e-06,0.0
C3H6F2,"1,2-difluoropropane",62126-90-3,171.0,365.72,53.17692052074,0.75947989439712,-0.0027981444080296,4.6603605038049e-06,0.0
C3H6F2,"1,3-difluoropropane",462-39-5,187.37,397.66,63.090339520994,0.58741392212083,-0.0019764982020872,3.1511408491789e-06,0.0
C3H6F2,"2,2-difluoropropane",420-45-1,168.35,350.85,53.747283788624,0.57792237397979,-0.0021625753551821,3.7200129229694e-06,0.0
C3H6I2,"1,1-diiodopropane",10250-52-9,224.19,581.08,120.53903036893,0.22916953369074,-0.00048704460661433,7.0204513294706e-07,0.0
C3H6I2,"1,2-diiodopropane",598-29-8,253.16,640.33,121.76825031988,0.19870313394997,-0.00037936919087973,5.1336265130612e-07,0.0
C3H6I2,"1,3-diiodopropane",627-31-6,270.15,631.56,123.41498856351,0.24065536402078,-0.00047910745679827,6.2720281743738e-07,0.0
C3H6I2,"2,2-diiodopropane",630-13-7,241.61,578.04,114.39110141595,0.21318662303713,-0.00044352930336904,6.370463034863e-07,0.0
C3H6O,allyl alcohol,107-18-6,154.15,457.64,73.298919186835,0.42027659793939,-0.0012788762760237,2.036680125993e-06,0.0
C3H6O,methyl vinyl ether,107-25-5,151.15,357.83,64.754478604225,0.4535744316815,-0.0016924105142636,2.9794905249527e-06,0.0
C3H6O,propionaldehyde,123-38-6,194.0,446.0,59.054,0.81621,-0.002735,3.7667e-06,0.0
C3H6O,acetone,67-64-1,198.15,480.0,354.76966695048,-3.5108552216336,0.018729981257682,-4.3213051580043e-05,3.791059156637e-08
C3H6O,"1,2-propylene oxide",75-56-9,173.15,460.0,145.50768076691,-0.54897024160749,0.0031308497872294,-8.4449917698373e-06,1.0337188562069e-08
C3H6O,"1,3-propylene oxide",503-30-0,201.0,468.0,21.777,0.61685,-0.0019717,2.6102e-06,0.0
C3H6O2,propanoic acid,1979-09-04 00:00:00,262.8,432.97,4064.9337033102,-47.753776487567,0.21421727144063,-0.00041901771905053,3.0349540395068e-07
C3H6O2,ethyl formate,109-94-4,195.85,345.55,-2355.4343816085,40.250385032664,-0.24052684328812,0.00062579718931736,-5.9521122623089e-07
C3H6O2,methyl acetate,79-20-9,198.15,470.0,-541.86513708747,8.447037300263,-0.037915344525233,7.1944527758035e-05,-4.722533993994e-08
C3H6O2S,3-mercaptopropionic acid,107-96-0,292.0,656.0,13.125,1.2179,-0.002722,2.5743e-06,0.0
C3H6O3,lactic acid,50-21-5,291.15,531.5,99.362383428105,0.7565521201275,-0.0019960393138721,2.3738812336924e-06,0.0
C3H6O3,methoxyacetic acid,625-45-6,281.0,584.63,133.1226807934,0.47928915614734,-0.0011344859539801,1.3861767798429e-06,0.0
C3H6O3,trioxane,110-88-3,334.65,495.83,67.433009371211,0.55106924064927,-0.0014002293480926,1.6396129276567e-06,0.0
C3H6S,thiacyclobutane,287-27-4,201.0,398.0,109.201,-0.11182,0.00041243,0.0,0.0
C3H6S,2-methylthiacyclopropane,1072-43-1,182.15,454.33,85.380969791784,0.20863026583067,-0.00055407036019487,9.2928568958258e-07,0.0
C3H7Br,1-bromopropane,106-94-5,164.0,490.0,66.151,0.49718,-0.0015708,2.2582e-06,0.0
C3H7Br,2-bromopropane,75-26-3,185.0,479.0,35.319,0.74056,-0.0023195,3.2325e-06,0.0
C3H7Cl,1-chloropropane,540-54-5,161.75,338.02,-578.25110025752,12.389508345481,-0.080681465906771,0.00022670042292571,-2.3042893802686e-07
C3H7Cl,2-chloropropane,75-29-6,155.97,398.93,80.729787140868,0.34832712767082,-0.0011295866809289,1.9728836825922e-06,0.0
C3H7F,1-fluoropropane,460-13-9,115.0,300.0,87.495,-0.019919,0.00022365,0.0,0.0
C3H7F,2-fluoropropane,420-26-8,141.0,294.0,87.227,-0.033816,0.00025179,0.0,0.0
C3H7I,1-iodopropane,107-08-4,173.0,534.0,73.353,0.43776,-0.0012696,1.7051e-06,0.0
C3H7I,2-iodopropane,75-30-9,184.0,520.0,66.74,0.50524,-0.0014866,1.9647e-06,0.0
C3H7N,allylamine,107-11-9,184.95,415.73,89.389491217264,0.38620947676886,-0.0012432952851235,1.9747687520262e-06,0.0
C3H7N,propyleneimine,75-55-8,229.0,431.5,68.024295546147,0.38341771952307,-0.0011313242639195,1.7191850039924e-06,0.0
C3H7NO,"N,N-dimethylformamide",1968-12-02 00:00:00,214.0,582.0,59.527,0.60708,-0.0016163,1.856e-06,0.0
C3H7NO,N-methylacetamide,79-16-3,301.15,598.08,98.790261098642,0.34051973396511,-0.00076124377820669,9.0587815872168e-07,0.0
C3H7NO2,1-nitropropane,108-03-2,169.16,504.67,119.33534510692,0.35323942942505,-0.000953089944395,1.4660790643088e-06,0.0
C3H7NO2,2-nitropropane,79-46-9,181.83,493.7,112.6602429393,0.36252675981319,-0.00098665846955697,1.5084185107939e-06,0.0
C3H8,propane,74-98-6,85.47,340.0,121.52476219282,-1.0982100947316,0.010917749788018,-4.301668190653e-05,6.2813727997694e-08
C3H8O,propyl alcohol,71-23-8,173.15,513.2,407.92008367038,-4.6263666266894,0.025163288776304,-5.7701752813953e-05,5.1989404463525e-08
C3H8O,isopropyl alcohol,67-63-0,198.15,478.0,873.14671774643,-10.059258828759,0.045744611486404,-8.3766228340498e-05,5.5582021226266e-08
C3H8O,methyl ethyl ether,540-67-0,160.0,359.15,65.440827407006,0.54493774887106,-0.0020022012067558,3.4747574764219e-06,0.0
C3H8O2,2-methoxyethanol,109-86-4,189.0,508.0,79.169,0.71255,-0.0021504,2.8269e-06,0.0
C3H8O2,methylal,109-87-5,169.0,433.0,70.25,0.69438,-0.0023871,3.635e-06,0.0
C3H8O2,"1,2-propanediol (propylene glycol)",57-55-6,214.0,563.0,118.614,0.67283,-0.0018377,2.1303e-06,0.0
C3H8O2,"1,3-propanediol",504-63-2,247.3,511.2,1752.7982378195,-19.056689934205,0.082035226530121,-0.00014927382132177,9.9153237297554e-08
C3H8O2,"(R)-(-)-1,2-propanediol",4254-14-2,265.77,551.08,101.14802450351,0.55100752832346,-0.0014195553131867,1.7432070939015e-06,0.0
C3H8O2,"(S)-(+)-1,2-propanediol",4254-15-3,337.7,551.08,76.844381370301,0.72944137298514,-0.001840466506198,2.0646667162491e-06,0.0
C3H8O3,glycerol,56-81-5,291.33,450.0,170.12934135765,-1.256149064766,0.0096487772566912,-2.0478466765717e-05,1.3747961050159e-08
C3H8S,1-propanethiol,107-03-9,161.0,482.0,81.561,0.46417,-0.001485,2.168e-06,0.0
C3H8S,2-propanethiol,75-33-2,144.0,465.0,83.939,0.43688,-0.0014514,2.2863e-06,0.0
C3H8S,2-thiabutane,624-89-5,168.0,370.0,131.553,-0.12192,0.00055458,0.0,0.0
C3H8S2,"2,4-dithiapentane",1618-26-4,250.0,522.58,115.21856146901,0.4488547743835,-0.0011475718424786,1.5435456563714e-06,0.0
C3H9N,propylamine,107-10-8,191.0,447.0,50.389,0.97033,-0.0032728,4.5136e-06,0.0
C3H9N,isopropylamine,75-31-0,188.05,321.61,1275.2397131932,-19.697566787373,0.12558452602792,-0.0003471876614856,3.5435772003509e-07
C3H9N,methylethylamine,624-78-2,175.73,392.08,74.962619891349,0.51509442844792,-0.0017392570518662,2.8591083081978e-06,0.0
C3H9N,trimethylamine,75-50-3,164.62,291.74,-261.96458262304,6.7306390948739,-0.044815331708896,0.00013138207268341,-1.3992887478571e-07
C3H9NO,1-amino-2-propanol,78-96-6,274.89,523.31,126.25908873742,0.72386725237479,-0.0019508336026998,2.4037346892524e-06,0.0
C3H9NO,3-amino-1-propanol,156-87-6,284.15,554.83,111.03341081681,0.85113892943807,-0.0021889640982031,2.6273724625906e-06,0.0
C3H9NO,methylethanolamine,109-83-1,268.65,530.58,113.94566952275,0.55504315354122,-0.0014227429974552,1.8305264346738e-06,0.0
C3H10N2,"1,2-propanediamine",78-90-0,246.53,489.73,111.87592749058,0.62057915288578,-0.0017290582145139,2.3559200226621e-06,0.0
C3H10N2,"1,2-propanediamine, (-n++)",10424-38-1,236.53,489.83,118.9660529423,0.60008551867677,-0.0016406001562736,2.2920085268085e-06,0.0
C3H10N2,"1,3-propanediamine",109-76-2,236.53,499.98,121.47196227418,0.83631344807384,-0.0023469359739213,3.1176967185708e-06,0.0
C3H10Si,trimethyl silane,993-07-7,137.26,355.93,81.069078868316,0.65525351130054,-0.0024983143894924,4.4850748628312e-06,0.0
C4Cl4S,tetrachlorothiophene,6012-97-1,301.97,629.77,127.17158844526,0.37343962433001,-0.00079357445718471,9.2725357400721e-07,0.0
C4Cl6,"hexachloro-1,3-butadiene",87-68-3,252.15,614.58,153.96983277769,0.27437114291157,-0.0005626825922751,7.5020177722249e-07,0.0
C4F8,octafluoro-2-butene,360-89-4,230.0,360.0,-1343.243456,20.555376246154,-0.10217996034188,0.00022152505982906,-1.7096752136752e-07
