molecular formula,substance name,CAS No.,"temperature, Tmin (K)","temperature, Tmax (K)",A,B,C,D
CBrClF2,bromochlorodifluoromethane,353-59-3,250,1500,-0.00582242279101021,5.17103211770479e-05,-1.1078734244969399e-08,1.1700047245705e-12
CBrCl3,bromotrichloromethane,75-62-7,250,1500,-0.00267540909962615,2.73602520282254e-05,2.8046276282031102e-09,-2.63747308266204e-12
CBrF3,bromotrifluoromethane,75-63-8,230,1500,-0.00290748803145252,3.9313238465378996e-05,1.7327614438861697e-08,-1.08977550308886e-11
CBr2F2,dibromodifluoromethane,75-61-6,250,1500,-0.00657719552042064,4.3195057114329104e-05,-3.85351012276729e-09,-1.50427388868571e-12
CBr4,carbon tetrabromide,558-13-4,250,1500,-0.0032970576804335,2.80351594154099e-05,-1.2150868847628402e-08,3.0526162916988902e-12
CClF3,chlorotrifluoromethane,75-72-9,192,1500,-0.00788829141732856,7.60040402332913e-05,-1.9449992395508e-08,1.76891923192814e-12
CClN,cyanogen chloride,506-77-4,250,1500,-0.00552047085496536,5.510481720330179e-05,1.26006271510309e-09,-3.926605940875971e-12
CCl2F2,dichlorodifluoromethane,75-71-8,200,1500,-0.0050481810021611,5.35514068880954e-05,-7.50528571428599e-09,-9.523809523808578e-13
CCl2O,phosgene,75-44-5,250,1500,-0.0015961571822900801,1.8090076982813602e-05,6.15806422656487e-08,-2.6893741121046698e-11
CCl3F,trichlorofluoromethane,75-69-4,250,1500,-0.00571749471010286,4.99455471810915e-05,-1.2614346276157e-08,1.2482916537475802e-12
CCl4,carbon tetrachloride,56-23-5,250,1500,-0.00867199383338202,5.7559774053845606e-05,-2.92876968355344e-08,7.20200781705768e-12
CF2O,carbonyl fluoride,353-50-4,250,1500,-0.00994671601942902,8.48762662791875e-05,-1.06645856849184e-08,-4.77445646980468e-14
CF4,carbon tetrafluoride,75-73-0,145,1500,-0.00698504833755244,8.16454281201664e-05,-2.48354887552284e-09,3.09076788535257e-14
CHBr3,bromoform,75-25-2,250,1500,-0.00134080831037808,2.12527533605529e-05,6.58003784709188e-10,-8.64337043485827e-13
CHClF2,chlorodifluoromethane,75-45-6,232,1500,-0.00508318657843284,5.14663356815952e-05,1.65370938418994e-08,-9.810873805721279e-12
CHCl2F,dichlorofluoromethane,75-43-4,250,1500,-0.0162003501928314,7.39633841949682e-05,2.3068309763148503e-08,-1.47106438716164e-11
CHCl3,chloroform,67-66-3,250,1500,-0.00608997364254065,4.61619941143936e-05,-7.208850738297701e-09,1.81024549461304e-15
CHF3,fluoroform,75-46-7,191,1500,-0.00656185462799521,7.20206312155653e-05,1.16973843940367e-08,-8.28218186705908e-12
CHI3,iodoform,75-47-8,250,1500,-0.000706935662469202,8.66018595744883e-06,7.461080853689308e-09,-2.93484735156035e-12
CHN,hydrogen cyanide,74-90-8,250,1500,-0.009144349527022179,6.996023230157529e-05,2.1118374261746397e-08,-9.69502568738359e-12
CH2BrCl,bromochloromethane,74-97-5,250,1500,-0.00253554041044495,2.1899070885613502e-05,2.6265826119835898e-08,-1.0345970265287198e-11
CH2Br2,dibromomethane,74-95-3,250,1500,-0.00962326141908788,5.5860382554512594e-05,-2.3022696782838398e-08,6.21339708077685e-12
CH2ClF,chlorofluoromethane,593-70-4,250,1500,-0.00502082952627345,4.0765128230959204e-05,4.20172000366413e-08,-1.73267390782526e-11
CH2Cl2,dichloromethane,'75-09-2',250,1500,-0.0006225775625616861,2.8529056616334004e-05,2.49713894572827e-08,-1.02611673745536e-11
CH2F2,difluoromethane,'75-10-5',250,1500,-0.00307262484408287,4.74462138228658e-05,5.4784181447506204e-08,-2.18707250350082e-11
CH2I2,diiodomethane,'75-11-6',250,1500,-0.00069930649291782,8.33750762645774e-06,1.4667013570844298e-08,-5.3144661516285396e-12
CH2O,formaldehyde,'50-00-0',250,1500,-0.00393814850920204,3.90836420690685e-05,1.1227786224019402e-07,-4.14485635642224e-11
CH2O2,formic acid,64-18-6,250,1500,-0.0010636784841680802,1.39283088118401e-05,1.0461502137831098e-07,-3.9598113115382e-11
CH3Br,methyl bromide,74-83-9,250,1500,-0.007047265395845391,4.21441581510507e-05,2.33334374396818e-08,-9.41529484143335e-12
CH3Cl,methyl chloride,74-87-3,213,1500,-0.006951985009396079,3.7738072419971296e-05,7.5058830452075e-08,-2.79189051558531e-11
CH3Cl3Si,methyl trichlorosilane,75-79-6,250,1500,-0.00332834550535913,3.32559868301926e-05,1.48111187968117e-08,-6.33712350943365e-12
CH3F,methyl fluoride,593-53-3,250,1500,-0.00177905146024807,4.1133997887291205e-05,1.00417677606563e-07,-3.60324421805356e-11
CH3I,methyl iodide,74-88-4,220,1500,-0.00774,4.3432e-05,4.642e-10,0.0
CH3NO,formamide,'75-12-7',250,1500,0.00112600629323724,-3.4762286887796097e-06,1.05850120860075e-07,-3.5242019386503704e-11
CH3NO2,nitromethane,75-52-5,250,1500,-0.00331433311944543,2.32910655304963e-05,1.02202923846729e-07,-3.7197998284039294e-11
CH4,methane,74-82-8,97,1500,0.0053767148538452205,5.15550830467679e-05,1.66548977272723e-07,-5.7167832167830504e-11
CH4Cl2Si,methyl dichlorosilane,75-54-7,250,1500,-0.00428618727611688,3.80266491926575e-05,2.5709928637440802e-08,-1.1057914550027599e-11
CH4O,methyl alcohol,67-56-1,250,1500,-0.0186825831202089,8.79587527821792e-05,8.23236143396963e-08,-2.8949182180281304e-11
CH4S,methyl mercaptan,74-93-1,250,1500,-0.00346938534796158,3.3761797720540006e-05,7.744944997630559e-08,-2.80202825406846e-11
CH5ClSi,methyl chlorosilane,993-00-0,250,1500,-0.00480564504327423,3.93948320467854e-05,5.28034024961149e-08,-2.22978774954829e-11
CH5N,methylamine,74-89-5,250,1500,-0.0043652727853062,3.65572353507063e-05,1.15242541571685e-07,-4.09407454608591e-11
CH6Si,methyl silane,992-94-9,250,1500,-0.00615828714431906,4.86484461652103e-05,9.758097367543929e-08,-4.19136182905778e-11
CI4,carbon tetraiodide,507-25-5,250,1500,-0.00016198620578481102,7.3388751243744005e-06,3.74196997391288e-09,-1.50511531906872e-12
CN4O8,tetranitromethane,509-14-8,250,1500,-0.004819910822062829,3.65547410819869e-05,1.08213122541513e-08,-4.507997073612559e-12
CO,carbon monoxide,630-08-0,70,1500,0.000991860688660334,9.401999786951659e-05,-4.076111295656681e-08,1.3750653953674799e-11
COS,carbonyl sulfide,463-58-1,250,1500,-0.00666989238163996,6.25927693922604e-05,-9.02827088227661e-09,1.1761290281577499e-12
CO2,carbon dioxide,124-38-9,195,1500,-0.012,0.00010208,-2.2403e-08,0.0
CS2,carbon disulfide,75-15-0,250,1500,-0.00384667693275115,3.75128062624239e-05,2.2983548886541797e-09,-1.4610813087817e-12
C2BrF3,bromotrifluoroethylene,598-73-2,250,1500,-0.00598525623119232,5.0641354354332e-05,-3.89205128405091e-09,-3.2712400476041594e-14
C2Br2F4,"1,2-dibromotetrafluoroethane",124-73-2,250,1500,-0.00481486008013664,4.32367888280839e-05,-5.538607731705811e-09,1.19101891690677e-12
C2ClF3,chlorotrifluoroethylene,79-38-9,250,1500,-0.00769757887855032,6.55325754226535e-05,-4.18905436870184e-10,-4.13564810232057e-12
C2ClF5,chloropentafluoroethane,76-15-3,234,1500,-0.00235940363132095,3.54243016369322e-05,5.1546066265115805e-08,-2.4592364270727e-11
C2Cl2F4,"1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,250,1500,-0.00726327850654535,6.50329289274023e-05,-5.80097233848286e-09,-2.43328516118066e-12
C2Cl2F4,"1,1-dichloro-1,2,2,2-tetrafluoroethane",374-07-2,250,1500,-0.00790876972403176,6.25330867801705e-05,-3.41987572204453e-09,-3.13808850827877e-12
C2Cl3F3,"1,1,1-trichloro-2,2,2-trifluoroethane",354-58-5,250,1500,-0.00593033290090296,4.87293306302198e-05,2.05101612819512e-09,-4.16401964009752e-12
C2Cl3F3,"1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,250,1500,-0.00615059874234715,5.02828545797673e-05,1.00015508331701e-09,-3.85044384898685e-12
C2Cl4,tetrachloroethylene,127-18-4,250,1500,-0.0053836516723571705,3.40485006652481e-05,1.04169658876438e-08,-5.81322998005e-12
C2Cl4F2,"1,1,1,2-tetrachloro-2,2-difluoroethane",'76-11-9',250,1500,-0.0046714315135372,3.9335505840325e-05,5.47666546068536e-09,-4.542829241071161e-12
C2Cl4F2,"1,1,2,2-tetrachloro-1,2-difluoroethane",'76-12-0',250,1500,-0.00475983017134824,4.0271968113085e-05,5.16012109171644e-09,-4.6341467158141905e-12
C2Cl4O,trichloroacetyl chloride,'76-02-8',250,1500,-0.0035868007308166795,3.4673482824687395e-05,8.830907411901661e-10,-6.01678056679948e-13
C2Cl5F,pentachlorofluoroethane,354-56-3,250,1500,-0.00355186631863065,3.28318196808344e-05,5.8374465222954396e-09,-4.05076036275579e-12
C2Cl6,hexachloroethane,67-72-1,250,1500,-0.00275684771940749,2.85690445082143e-05,6.224112869360269e-09,-3.81078431995123e-12
C2F4,tetrafluoroethylene,116-14-3,250,1500,-0.0103882097575166,9.04211956009753e-05,-6.44661740280876e-09,-3.68752448767187e-12
C2F6,hexafluoroethane,76-16-4,250,1500,-0.0128370045748007,0.000100881021385283,-1.88000793655594e-08,-7.545139682486971e-14
C2HBrClF3,halothane,151-67-7,250,1500,-0.00332274069072114,3.1089716133413895e-05,2.0391977947920303e-08,-8.54985326069641e-12
C2HClF2,"2-chloro-1,1-difluoroethylene",359-10-4,250,1500,-0.00778110033338571,6.10595466260644e-05,1.1846926600748502e-08,-8.06558142970716e-12
C2HClF4,"1-chloro-1,1,2,2-tetrafluoroethane",354-25-6,250,1500,-0.00910681990742658,6.75067247075687e-05,1.7560446380543803e-09,-3.41783306095039e-12
C2HClF4,"2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,250,1500,-0.007349307652467659,5.5471272423884e-05,4.87170128562125e-09,-5.50071607915651e-12
C2HCl2F3,"1,1-dichloro-1,2,2-trifluoroethane",812-04-4,250,1500,-0.0069548973172412105,5.2821882828101795e-05,4.3322703614558796e-09,-3.2600243318227797e-12
C2HCl2F3,"1,2-dichloro-1,1,2-trifluoroethane",354-23-4,250,1500,-0.00654873207521848,4.98673219052927e-05,2.03923889377892e-09,-2.4093131645085296e-12
C2HCl2F3,"2,2-dichloro-1,1,1-trifluoroethane",306-83-2,250,1500,-0.00697125843640393,5.2798447119154796e-05,1.01513273134858e-08,-7.35443018757858e-12
C2HCl3,trichloroethylene,'79-01-6',250,1500,0.00285276167314848,-1.4974592447169501e-05,9.77644250972272e-08,-4.069296831569979e-11
C2HCl3F2,"1,2,2-trichloro-1,1-difluoroethane",354-21-2,250,1500,-0.00576462377705383,4.5379499970640796e-05,3.07692484350583e-09,-2.21781657218763e-12
C2HCl3F2,"1,1,1-trichloro-2,2-difluoroethane",354-12-1,250,1500,-0.005742429555548,4.5220277228634496e-05,3.20397984932127e-09,-2.25396025750032e-12
C2HCl3F2,"1,1,2-trichloro-1,2-difluoroethane",354-15-4,250,1500,-0.00575262214071547,4.52940336829661e-05,3.1522263825044704e-09,-2.23947873396341e-12
C2HCl3O,dichloroacetyl chloride,79-36-7,250,1500,-0.00412325218319919,3.52209848562132e-05,7.452923881726559e-09,-3.3216330082594404e-12
C2HCl3O,trichloroacetaldehyde,75-87-6,250,1500,-0.00356902460712041,3.41291120171345e-05,1.24243299903924e-08,-5.1866275592397095e-12
C2HCl4F,"1,1,1,2-tetrachloro-2-fluoroethane",354-11-0,250,1500,-0.004605352871411,3.8034798772896793e-05,3.12124696155339e-09,-1.68100184947558e-12
C2HCl4F,"1,1,2,2-tetrachloro-1-fluoroethane",354-14-3,250,1500,-0.00461175070083003,3.8079382962449105e-05,3.0892777101054104e-09,-1.67230368501641e-12
C2HCl5,pentachloroethane,'76-01-7',250,1500,-0.0025091153630783,3.04664944068117e-05,2.9422105624425298e-08,-1.22029681856038e-11
C2HF3,trifluoroethene,359-11-5,250,1500,-0.009393563669817879,7.4388822103274e-05,1.14660208628627e-08,-8.85324971205051e-12
C2HF3O2,trifluoroacetic acid,'76-05-1',250,1500,-0.00713036259895142,5.3878497511344704e-05,1.97260545984795e-08,-9.31128830214374e-12
C2HF5,pentafluoroethane,354-33-6,250,1500,-0.011459787374996,8.52384127100366e-05,4.54007234321262e-09,-7.546124544735281e-12
C2H2,acetylene,74-86-2,200,1500,-0.0117595754007887,0.00010808406575569599,1.56109719887943e-08,-1.23062558356671e-11
C2H2Br4,"1,1,2,2-tetrabromoethane",79-27-6,250,1500,-0.00223670238259113,1.9313362447841603e-05,3.42022931923949e-09,-5.62076510658496e-13
C2H2Br4,"1,1,1,2-tetrabromoethane",630-16-0,250,1500,-0.0018840909312000601,1.6253101421214002e-05,2.86213297614193e-09,-5.158251637857089e-13
C2H2ClF3,"1-chloro-1,2,2-trifluoroethane",431-07-2,250,1500,-0.0059514820210623,4.74298680599063e-05,3.08215500122491e-08,-1.3949686127277301e-11
C2H2ClF3,"2-chloro-1,1,1-trifluoroethane",75-88-7,250,1500,-0.00833133636523893,6.0294361060253794e-05,1.4953326358632e-08,-8.206398751052731e-12
C2H2ClF3,"1-chloro-1,1,2-trifluoroethane",421-04-5,250,1500,-0.00819849796699361,5.8280133244351504e-05,2.0032377140526103e-08,-1.1090249971820198e-11
C2H2Cl2,"cis-1,2-dichloroethylene",156-59-2,250,1500,-0.004635172099900629,3.51630561583303e-05,2.71726320053219e-08,-1.15189986375025e-11
C2H2Cl2,"trans-1,2-dichloroethylene",156-60-5,250,1500,-0.00451592839206031,3.5796535801097494e-05,2.58215993931521e-08,-1.10897348409859e-11
C2H2Cl2,dichloroethylene,25323-30-2,250,1500,-0.00486358614978467,3.67346321439911e-05,2.50517571471299e-08,-1.0880222439655699e-11
C2H2Cl2,"1,2-dichloroethylene, cis and trans",540-59-0,250,1500,-0.00486357807319339,3.67344873663319e-05,2.5051786256960097e-08,-1.0880225362995401e-11
C2H2Cl2,"1,1-dichloroethylene",75-35-4,250,1500,-0.005698285021943771,4.09866300595354e-05,2.1047511766238098e-08,-9.617142159985929e-12
C2H2Cl2F2,"1,1-dichloro-2,2-difluoroethane",471-43-2,250,1500,-0.00612251717722969,4.7315500225048e-05,1.7751627584018503e-08,-9.41588057058033e-12
C2H2Cl2F2,"1,2-dichloro-1,1-difluoroethane",1649-08-7,250,1500,-0.00542295782329899,4.3348192042617796e-05,2.2380062672682798e-08,-1.0917083211298199e-11
C2H2Cl2F2,"1,2-dichloro-1,2-difluoroethane",431-06-1,250,1500,-0.00464050995695798,3.877191021303e-05,2.5598828644758397e-08,-1.1084620387255099e-11
C2H2Cl2F2,"1,1-dichloro-1,2-difluoroethane",1842-05-3,250,1500,-0.0066325826797648205,4.96731630795676e-05,1.2431175045396599e-08,-6.3394596139411396e-12
C2H2Cl2O,chloroacetyl chloride,'79-04-9',250,1500,-0.00304928722301157,2.7513925562043e-05,3.16783759428777e-08,-1.25199145831187e-11
C2H2Cl2O,dichloroacetaldehyde,'79-02-7',250,1500,-0.0035149828645442,3.062726429916239e-05,3.10058141847792e-08,-1.25006243466553e-11
C2H2Cl2O2,dichloroacetic acid,79-43-6,250,1500,-0.0037141248340342397,4.30029061931556e-05,8.93641838946473e-09,-3.0200917634563796e-12
C2H2Cl3F,"1,1,2-trichloro-2-fluoroethane",359-28-4,250,1500,-0.0035703047297457897,3.18794465409911e-05,2.17468030468984e-08,-8.945903850814509e-12
C2H2Cl3F,"1,1,1-trichloro-2-fluoroethane",2366-36-1,250,1500,-0.00477845665730305,3.9090020297239e-05,1.4521800450983601e-08,-6.4253464970281205e-12
C2H2Cl3F,"1,1,2-trichloro-1-fluoroethane",811-95-0,250,1500,-0.00513747286413369,4.0343560831296995e-05,1.12312405621838e-08,-5.1161889719601505e-12
C2H2Cl4,"1,1,1,2-tetrachloroethane",630-20-6,250,1500,-0.00314953718781623,2.7720255201502504e-05,2.16751860458307e-08,-9.31099605504667e-12
C2H2Cl4,"1,1,2,2-tetrachloroethane",79-34-5,250,1500,-0.00306856802948784,2.56855001784233e-05,2.3256993863233798e-08,-9.73850508531204e-12
C2H2F2,"1,1-difluoroethylene",75-38-7,250,1500,-0.0122867416110121,9.306196555421779e-05,1.81427999832942e-08,-1.19056561659046e-11
C2H2F2,"cis-1,2-difluoroethene",1630-77-9,250,1500,-0.00998178336337234,7.279403373125258e-05,4.3303747179472594e-08,-1.9783480561930102e-11
C2H2F2,"trans-1,2-difluoroethene",1630-78-0,250,1500,-0.00840116327313228,6.36645698906332e-05,3.67341922047089e-08,-1.68600010295944e-11
C2H2F4,"1,1,1,2-tetrafluoroethane",811-97-2,250,1500,-0.0105326990503897,7.62783496860626e-05,1.8669408150008702e-08,-1.14987257070053e-11
C2H2F4,"1,1,2,2-tetrafluoroethane",359-35-3,250,1500,-0.007592548676266491,6.115409317246989e-05,2.30384396386169e-08,-1.22007142763401e-11
C2H2I4,"1,1,1,2-tetraiodoethane",,250,1500,-0.00165764401497713,1.53508487660673e-05,-2.53855165248236e-09,1.78294196186064e-12
C2H2I4,"1,1,2,2-tetraiodoethane",,250,1500,-0.00159869741648451,1.4757939912313598e-05,-2.44641078714818e-09,1.7022929202110002e-12
C2H2O,ketene,463-51-4,250,1500,-0.00885396041572342,7.78481011872637e-05,2.7767564771562703e-08,-1.3188549831615499e-11
C2H2O4,oxalic acid,144-62-7,250,1500,-0.00138092543150029,1.27008792059099e-05,2.68220535528967e-08,-9.571243578236131e-12
C2H3Br,vinyl bromide,593-60-2,250,1500,-0.0028969290647497302,1.8051190211331102e-05,6.1834020782241e-08,-2.40269204531846e-11
C2H3Br3,"1,1,1-tribromoethane",2311-14-0,250,1500,-0.0013649121536271698,1.4458444933878e-05,1.86553509317857e-08,-7.21832897707591e-12
C2H3Br3,"1,1,2-tribromoethane",78-74-0,250,1500,-0.00139584895414069,1.3295530123534e-05,1.69983142433804e-08,-6.36084163790742e-12
C2H3Cl,vinyl chloride,'75-01-4',250,1500,-0.001587043375487,1.00100500843782e-05,1.1582287121672198e-07,-3.8230960589246295e-11
C2H3ClF2,"1-chloro-1,1-difluoroethane",75-68-3,250,1500,-0.008678886339890871,6.29765573292145e-05,2.44583198488999e-08,-1.2243101701482301e-11
C2H3ClF2,"1-chloro-1,2-difluoroethane",338-64-7,250,1500,-0.00533685732311065,4.2089815163035e-05,4.52566673593489e-08,-1.9493852281271e-11
C2H3ClF2,"2-chloro-1,1-difluoroethane",338-65-8,250,1500,-0.0046061391862403,3.64935572025748e-05,4.90459987509927e-08,-2.04307415326508e-11
C2H3ClO,acetyl chloride,75-36-5,250,1500,-0.0036223565505730795,3.17479775437498e-05,6.30607999710152e-08,-2.55627959720418e-11
C2H3ClO,chloroacetaldehyde,107-20-0,250,1500,-0.0023410232855848602,2.0647857498840398e-05,6.625171742603151e-08,-2.6032955872664802e-11
C2H3ClO2,chloroacetic acid,'79-11-8',250,1500,-0.0037900439234930796,4.6597229217777505e-05,2.5682183029365898e-08,-9.479676553504551e-12
C2H3ClO2,methyl chloroformate,79-22-1,250,1500,-0.0036215416210662703,3.25904746986268e-05,5.45776359973352e-08,-2.2107555643591103e-11
C2H3Cl2F,"1,2-dichloro-1-fluoroethane",430-57-9,250,1500,-0.00345520295055672,2.96251644445099e-05,3.9535276907705896e-08,-1.59664877095072e-11
C2H3Cl2F,"1,1-dichloro-2-fluoroethane",430-53-5,250,1500,-0.00437279308975441,3.63635224497843e-05,3.50094361252956e-08,-1.48483044173503e-11
C2H3Cl2F,"1,1-dichloro-1-fluoroethane",1717-00-6,250,1500,-0.00628765523184731,4.74051297013058e-05,2.32114005346925e-08,-1.08282075878258e-11
C2H3Cl3,"1,1,2-trichloroethane",'79-00-5',250,1500,-0.0037286685820972602,2.72546212698242e-05,3.3899910297468704e-08,-1.3748741631031199e-11
C2H3Cl3,"1,1,1-trichloroethane",71-55-6,250,1500,-0.00443597803567556,3.6019738725527e-05,2.47482768874791e-08,-1.0702064354749198e-11
C2H3F,vinyl fluoride,'75-02-5',250,1500,-0.0108997751852856,7.992147760048421e-05,5.25443340981533e-08,-2.2776401971629697e-11
C2H3F3,"1,1,1-trifluoroethane",420-46-2,250,1500,-0.0122324052522702,8.86708961411794e-05,2.97354365644257e-08,-1.56874014633271e-11
C2H3F3,"1,1,2-trifluoroethane",430-66-0,250,1500,-0.009642901749146891,6.83562448186277e-05,2.3320330315995202e-08,-7.22726219264166e-12
C2H3I,vinyl iodide,593-66-8,250,1500,-0.0025804946058834697,2.06928214778542e-05,2.6623302184006e-08,-9.90019901923424e-12
C2H3I3,"1,1,1-triiodoethane",594-21-8,250,1500,-0.0020117426564977303,1.70545458991479e-05,2.1892966808013196e-09,-4.07256200458333e-14
C2H3I3,"1,1,2-triiodoethane",,250,1500,-0.00129792851048227,1.3195481254314301e-05,6.80754179600554e-09,-1.73860921888349e-12
C2H3N,acetonitrile,'75-05-8',250,1500,-0.0022530593493726,1.50683378947703e-05,9.03426236265491e-08,-3.2665042029333695e-11
C2H3N,methyl isocyanide,593-75-9,250,1500,-0.0019658458891555,1.90391082235024e-05,9.45972994722242e-08,-3.7244216901321705e-11
C2H3NO,methyl isocyanate,624-83-9,250,1500,-0.00288638644045892,2.45056882471713e-05,9.82107134103786e-08,-3.93182430703982e-11
C2H4,ethylene,74-85-1,150,1500,-0.0118813873150597,9.972943837868571e-05,5.78106575963703e-08,-2.26757369614507e-11
C2H4Br2,"1,2-dibromoethane",106-93-4,250,1500,-0.00043285954780502,9.95959667688829e-06,4.40788797244142e-08,-1.610844398611e-11
C2H4Br2,"1,1-dibromoethane",557-91-5,250,1500,-0.00209869964864535,1.72597090485921e-05,3.10906155082369e-08,-1.1554337092740901e-11
C2H4ClF,1-chloro-2-fluoroethane,762-50-5,250,1500,-0.00473061890359125,3.1690759242588596e-05,6.15020950174288e-08,-2.3632038335438e-11
C2H4ClF,1-chloro-1-fluoroethane,1615-75-4,250,1500,-0.0065538372023059704,4.6203536394481896e-05,4.8463369652043604e-08,-1.93324808729422e-11
C2H4Cl2,"1,1-dichloroethane",75-34-3,250,1500,-0.00457694041864154,3.39106438038272e-05,4.37442215975137e-08,-1.68809680522846e-11
C2H4Cl2,"1,2-dichloroethane",107-06-2,250,1500,-0.00399529736355459,3.11986155195909e-05,5.63581124933869e-08,-2.15121542210443e-11
C2H4Cl2,dichloroethane,1300-21-6,250,1500,-0.00384975692943176,2.9782077446134003e-05,4.92643179654053e-08,-1.8984863262464397e-11
C2H4Cl2O,bis(chloromethyl) ether,542-88-1,250,1500,-0.003906948095392529,2.82322587711492e-05,4.5851479206083204e-08,-1.8318882702630498e-11
C2H4F2,"1,2-difluoroethane",624-72-6,250,1500,-0.00496906276965004,3.5971143606292404e-05,8.647945730225981e-08,-3.27952629261601e-11
C2H4F2,"1,1-difluoroethane",75-37-6,250,1500,-0.00983452085483761,6.821735707357061e-05,6.453960779898221e-08,-2.65093004966726e-11
C2H4I2,"1,1-diiodoethane",594-02-5,250,1500,-0.00175052673311151,1.57302704235542e-05,1.3377944235966102e-08,-3.2509312927956403e-12
C2H4I2,"1,2-diiodoethane",624-73-7,250,1500,-0.00125179753056175,1.19102359713253e-05,1.7538365562047903e-08,-4.76981082744765e-12
C2H4O,acetaldehyde,'75-07-0',200,1500,0.00230752537576423,-1.4432862377642902e-05,1.68424686623519e-07,-6.53575456470511e-11
C2H4O,ethylene oxide,75-21-8,250,1500,-0.00628288523666813,3.631846949415421e-05,1.23007617730441e-07,-4.5361516333222105e-11
C2H4OS,thioacetic-acid,507-09-5,250,1500,-0.0028570652671553397,2.92496076361894e-05,5.5870513461286697e-08,-2.07762304275133e-11
C2H4O2,acetic acid,64-19-7,250,1500,-0.00708235306608738,3.9535781917888205e-05,7.00368802150883e-08,-2.5451581566546398e-11
C2H4O2,methyl formate,107-31-3,250,1500,-0.006126680947008079,4.15509509767981e-05,8.79998192610997e-08,-3.46234366669554e-11
C2H4S,ethylene sulfide,420-12-2,250,1500,-0.00619237940560309,3.66075748277617e-05,7.49111212029188e-08,-2.55536931166134e-11
C2H5Br,bromoethane,74-96-4,250,1500,-0.0036743073478911702,2.47692215088133e-05,5.484811961365991e-08,-2.00926855088506e-11
C2H5Cl,ethyl chloride,'75-00-3',250,1500,-0.00557532549493042,3.7738072419971296e-05,7.5058830452075e-08,-2.79189051558531e-11
C2H5ClO,2-chloroethanol,107-07-3,250,1500,-0.0018088942917517897,1.44658124810259e-05,6.08471524843449e-08,-2.3728498398869898e-11
C2H5F,ethyl fluoride,353-36-6,250,1500,-0.008888833372362421,6.039464610106639e-05,9.984600901534539e-08,-3.80221862989909e-11
C2H5I,ethyl iodide,'75-03-6',250,1500,-0.00480358177439829,2.76437651061505e-05,3.0104120217605e-08,-1.13046159020886e-11
C2H5N,ethyleneimine,151-56-4,250,1500,-0.0039182116516805,1.41514119334009e-05,1.43009747982246e-07,-5.51029207934796e-11
C2H5NO,N-methylformamide,123-39-7,250,1500,-0.00049408009053914,3.81699122230522e-06,1.22115223085444e-07,-4.1590216286933294e-11
C2H5NO,acetamide,60-35-5,250,1500,-0.00038067206756022996,3.53520786396158e-06,1.1385336414779301e-07,-3.81081319742401e-11
C2H5NO2,nitroethane,79-24-3,250,1500,-0.0043355657593515395,2.66202946124142e-05,9.977808135059289e-08,-3.6163203373425e-11
C2H6,ethane,74-84-0,200,1500,-0.00795305824771746,7.36657893353621e-05,1.1364207964677999e-07,-4.07228506532686e-11
C2H6AlCl,dimethylaluminum chloride,1184-58-3,250,1500,-0.00210716972539991,1.6753633765559198e-05,6.50058327037113e-08,-2.51955099712263e-11
C2H6O,ethyl alcohol,64-17-5,250,1500,-0.0134049523809525,7.02387301587309e-05,9.012368253968141e-08,-3.69574603174599e-11
C2H6O,dimethyl ether,115-10-6,250,1500,-0.008389730507621991,5.81262288859134e-05,1.1178189814814699e-07,-4.060846560846521e-11
C2H6OS,dimethyl sulfoxide,67-68-5,250,1500,-0.00044587337316415,1.25892070223441e-05,1.0815979246191001e-07,-3.9796211505628604e-11
C2H6O2,ethylene glycol,107-21-1,250,1500,-0.000928880094479124,8.819074951672901e-06,4.93876597980646e-08,-1.8064574300906998e-11
C2H6O4S,dimethyl sulfate,77-78-1,250,1500,-0.00271790245813171,2.33291807192761e-05,5.725096250640401e-08,-1.7081069857916002e-11
C2H6O4S,ethyl sulfate,540-82-9,250,1500,-0.0026232895988827897,1.93046695046159e-05,6.71313918000528e-08,-2.35051057010284e-11
C2H6S,ethyl mercaptan,'75-08-1',250,1500,-0.00445698466759041,3.35456470413458e-05,8.48343564850415e-08,-3.07484339954238e-11
C2H6S,dimethyl sulfide,75-18-3,250,1500,-0.0027249785402356603,2.33486791415591e-05,1.04140965294135e-07,-4.01061931216689e-11
C2H6S2,dimethyl disulfide,624-92-0,250,1500,-0.00183458247805745,1.96225216415256e-05,7.429674234603409e-08,-2.76189125921704e-11
C2H7N,ethylamine,'75-04-7',250,1500,-0.0076297843469524795,5.0360145416651796e-05,1.08761075104706e-07,-3.852387592595e-11
C2H7N,dimethylamine,124-40-3,250,1500,-0.00625272891352584,3.7495224922296004e-05,1.37213232836257e-07,-4.94349903436716e-11
C2H7NO,1-aminoethanol,75-39-8,250,1500,-0.00168812018989025,1.38439750768331e-05,5.6333654059101104e-08,-1.96709003637015e-11
C2H7NO,monoethanolamine,141-43-5,250,1500,-0.00168878983334576,1.3849466704363e-05,5.6356000490944503e-08,-1.96787034157424e-11
C2H8N2,ethylenediamine,107-15-3,250,1500,-0.00251650780210484,1.8048922136403197e-05,9.50625106304059e-08,-3.4807871518798497e-11
C2H8Si,dimethyl silane,1111-74-6,250,1500,-0.00614217051920562,4.61055763993127e-05,9.979237837394369e-08,-4.20549528779226e-11
