Formula,Name,CAS,Tmin,Tmax,A,B,C,D,E,F,G
C8H14O,2-ethyl-2-hexenal,645-62-5,150.0,1500.0,196.27259992721,-0.91908851501498,0.004984513469946,-8.9753268672416E-06,8.1384428879405E-09,-3.7058197499166E-12,6.7131844180078E-16
C8H14O,trans-2-octenal,2548-87-0,150.0,1500.0,63.920762840496,0.21718878478174,3.2955073195913E-05,1.1266278617404E-06,-2.1867193002659E-09,1.4292473180217E-12,-3.1897418574079E-16
C8H14O,2-ethyl hexenal,26266-68-2,150.0,1500.0,63.920762840496,0.21718878478174,3.2955073195913E-05,1.1266278617404E-06,-2.1867193002659E-09,1.4292473180217E-12,-3.1897418574079E-16
C8H14O2,butyl methacrylate,97-88-1,150.0,1500.0,125.47012060538,-0.58457469217944,0.0046842861629686,-9.2982658675055E-06,8.9251396498218E-09,-4.2340914618122E-12,7.9248308809525E-16
C8H14O2,isobutyl methacrylate,97-86-9,150.0,1500.0,253.57819843251,-1.7099430598969,0.0089075245204318,-1.7009922563001E-05,1.6188114626347E-08,-7.6189268084771E-12,1.4107093283315E-15
C8H14O2,cyclohexyl acetate,622-45-7,150.0,1500.0,271.40369805591,-1.83620992317,0.0092285589299108,-1.734524305045E-05,1.6319163295278E-08,-7.6145087734173E-12,1.4006394434344E-15
C8H14O2,"ethyl 2,3-dimethyl-2-butenoate",13979-28-7,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 2-hexenoate,1552-67-6,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 3-hexenoate,2396-83-0,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 3-methyl-3-pentenoate,86623-80-5,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 4-methyl-2-pentenoate,2351-97-5,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 4-methyl-3-pentenoate,6849-18-9,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,"3-hydroxy-2,2-dimethylhexanoic acid, βlactone",90112-82-6,150.0,1500.0,182.91629937843,-0.96876853318796,0.0055521360302219,-1.0775163680226E-05,1.0508716807605E-08,-5.1029188681575E-12,9.7619019759438E-16
C8H14O2,2-methylbutyl acrylate,44914-03-6,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,6-methyl-2-heptenoic acid,90112-75-7,150.0,1500.0,186.59433804591,-0.98824830711899,0.0056637770989104,-1.0991828182603E-05,1.0720023658109E-08,-5.2055271823179E-12,9.9581920466843E-16
C8H14O2,tert-butyl methacrylate,585-07-9,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,2-ethyl-2-hexenoic acid,5309-52-4,150.0,1500.0,182.91629937843,-0.96876853318796,0.0055521360302219,-1.0775163680226E-05,1.0508716807605E-08,-5.1029188681575E-12,9.7619019759438E-16
C8H14O2,ethyl 4-methyl-4-pentenoate,4911-54-0,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,ethyl 2-methyl-4-pentenoate,53399-81-8,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,trans-2-hexenyl acetate,2497-18-9,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,isoamyl acrylate,4245-35-6,150.0,1500.0,110.3,-0.13815260413732,0.0023673598311689,-4.0197603214798E-06,3.0698751728171E-09,-1.1106677645582E-12,1.5174921384718E-16
C8H14O2,trans-2-octenoic acid,1871-67-6,150.0,1500.0,182.91629937843,-0.96876853318796,0.0055521360302219,-1.0775163680226E-05,1.0508716807605E-08,-5.1029188681575E-12,9.7619019759438E-16
C8H14O2,"isovaleric acid, allyl ester",2835-39-4,150.0,1500.0,182.91629937843,-0.96876853318796,0.0055521360302219,-1.0775163680226E-05,1.0508716807605E-08,-5.1029188681575E-12,9.7619019759438E-16
C8H14O3,butyric anhydride,106-31-0,150.0,1500.0,70.173236766173,0.42525458187289,0.00087790687329031,-2.1943879228659E-06,2.1355980989719E-09,-1.0259306905804E-12,1.977182225426E-16
C8H14O4,diethyl succinate,123-25-1,150.0,1500.0,119.36160566786,-0.31903111323849,0.0041214937604991,-8.7354996553336E-06,8.6375587779819E-09,-4.1575158007525E-12,7.8311442516783E-16
C8H14O4,octanedioic acid,505-48-6,150.0,1500.0,-115.83710296645,2.0396814601002,-0.0046200460896864,6.9841792990186E-06,-6.0707477942822E-09,2.7252076234084E-12,-4.894815515431E-16
C8H14O4,"2,6-dimethyl-1,3-dioxaN-4-ol acetate, cis and trans",828-00-2,150.0,1500.0,175.17828950004,-0.91972501274052,0.0058750940148711,-1.0996852395898E-05,1.0112288093017E-08,-4.6267295273182E-12,8.3906455738107E-16
C8H15Br,trans-1-bromo-1-octene,51751-87-2,150.0,1500.0,107.03300241301,-0.28952823220616,0.0035332979490126,-7.4351309219198E-06,7.5035571236075E-09,-3.7434331062438E-12,7.3474918532907E-16
C8H15Br3,"1,1,1-tribromooctane",62127-65-5,150.0,1500.0,164.58424393849,-0.51576138542954,0.0044512842294682,-8.7232891819063E-06,8.0901588325983E-09,-3.6495920860084E-12,6.4335134733447E-16
C8H15Cl,cis-1-chloro-1-octene,64531-23-3,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,trans-1-chloro-1-octene,59871-24-8,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,1-chloro-4-ethyl-3-hexene,82507-04-8,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,6-chloro-2-methyl-2-heptene,80325-37-7,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,2-chloro-1-octene,31283-43-9,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,2-chloro-2-octene,90202-21-4,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,4-chloro-2-octene,116668-50-9,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl,cis-4-chloro-4-octene,7321-48-4,150.0,1500.0,221.63313684604,-1.2919652868471,0.0068552430045649,-1.2890685444158E-05,1.2238079452279E-08,-5.8195540448511E-12,1.0969941821589E-15
C8H15Cl3,"1,1,1-trichlorooctane",4905-79-7,150.0,1500.0,175.32730296054,-0.59919238982654,0.0046624809530191,-9.1205593453268E-06,8.6462979495631E-09,-4.0595207284016E-12,7.5350225800595E-16
C8H15F,cis-1-fluoro-1-octene,32814-16-7,150.0,1500.0,202.41675811774,-1.1340746622345,0.006135703020372,-1.1221863628471E-05,1.0249865780617E-08,-4.6647434796614E-12,8.4124121125763E-16
C8H15F,trans-1-fluoro-1-octene,32814-17-8,150.0,1500.0,202.41675811774,-1.1340746622345,0.006135703020372,-1.1221863628471E-05,1.0249865780617E-08,-4.6647434796614E-12,8.4124121125763E-16
C8H15F3,"1,1,1-trifluorooctane",53392-86-2,150.0,1500.0,4.6109069801072,0.99905608138003,-0.00074373701667728,9.826516107626E-08,1.2504818956397E-10,9.1889108227568E-16,-2.2532213408645E-17
C8H15I,cis-1-iodo-1-octene,52356-93-1,150.0,1500.0,225.98877122432,-1.313799548596,0.0069989892603746,-1.3246792918942E-05,1.2620784264497E-08,-6.0047528467235E-12,1.1302280181576E-15
C8H15I,trans-1-iodo-1-octene,42599-17-7,150.0,1500.0,225.98877122432,-1.313799548596,0.0069989892603746,-1.3246792918942E-05,1.2620784264497E-08,-6.0047528467235E-12,1.1302280181576E-15
C8H15N,octanenitrile,124-12-9,150.0,1500.0,160.6944262616,-0.63588812099439,0.0042407729061204,-7.8773949826518E-06,7.2518220166915E-09,-3.3465838666207E-12,6.1511362119006E-16
C8H15NO,heptyl isocyanate,4747-81-3,150.0,1500.0,197.61196965715,-1.2608328730436,0.0083599659874642,-1.7974298375776E-05,1.8797968400635E-08,-9.5617114189278E-12,1.8876060814618E-15
C8H16,propylcyclopentane,2040-96-2,150.0,1500.0,121.01511083933,-0.78571127981718,0.0051730518576286,-9.6828772145292E-06,9.0279417996016E-09,-4.2398425697377E-12,7.9473579600933E-16
C8H16,isopropylcyclopentane,3875-51-2,150.0,1500.0,111.37142291353,-0.59112236135457,0.0043644297213281,-7.8716563247882E-06,6.9973127819478E-09,-3.1503733333145E-12,5.715190932662E-16
C8H16,1-methyl-1-ethylcyclopentane,16747-50-5,150.0,1500.0,131.0698327908,-0.9066959215301,0.0058309851792909,-1.1150237904666E-05,1.0587648089216E-08,-5.0304485223547E-12,9.4873724724667E-16
C8H16,1-methyl-cis2-ethylcyclopentane,930-89-2,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,1-methyl-trans-2-ethylcyclopentane,930-90-5,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,1-methyl-cis3-ethylcyclopentane,2613-66-3,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,1-methyl-trans-3-ethylcyclopentane,2613-65-2,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,"1,1,2-trimethylcyclopentane",4259-00-1,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,"1,1,3-trimethylcyclopentane",4516-69-2,150.0,1500.0,124.8567644581,-0.79800546938237,0.0053406122419392,-1.0044993039575E-05,9.3715843996124E-09,-4.3929791604644E-12,8.2093526340791E-16
C8H16,"1,cis-2,cis-3-trimethylcyclopentane",2613-69-6,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,"1,cis-2,trans-3-trimethylcyclopentane",15890-40-1,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,"1,trans-2,cis-3-trimethylcyclopentane",19374-46-0,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,"1,cis-2,cis-4-trimethylcyclopentane",2613-72-1,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,"1,cis-2,trans-4-trimethylcyclopentane",4850-28-6,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,"1,trans-2,cis-4-trimethylcyclopentane",16883-48-0,150.0,1500.0,120.16626566371,-0.7210172055358,0.0050023308217059,-9.3211878071215E-06,8.6116102947862E-09,-4.0097299248297E-12,7.4649755532783E-16
C8H16,1-methyl-3-ethylcyclopentane,3726-47-4,150.0,1500.0,83.580475351161,-0.27659754071682,0.0033539603430082,-7.0193609773063E-06,7.2741437425548E-09,-3.7694671146332E-12,7.6760034696765E-16
C8H16,ethylcyclohexane,1678-91-7,150.0,1500.0,59.47695181533,-0.16274833391787,0.0031344593006537,-6.2564609103058E-06,5.8335182813282E-09,-2.6761675943329E-12,4.8482230475614E-16
C8H16,"1,1-dimethylcyclohexane",590-66-9,150.0,1500.0,63.394628136686,-0.28677706287656,0.0036672355790536,-7.2396784693232E-06,6.7615504602568E-09,-3.1136084045288E-12,5.662832692774E-16
C8H16,"1,2-dimethylcyclohexane",583-57-3,150.0,1500.0,63.394628136686,-0.28677706287656,0.0036672355790536,-7.2396784693232E-06,6.7615504602568E-09,-3.1136084045288E-12,5.662832692774E-16
C8H16,"cis-1,2-dimethylcyclohexane",2207-01-4,150.0,1500.0,106.7360100869,-0.72270668589652,0.0050846291651682,-9.5068767654809E-06,8.6996233119532E-09,-3.9609314272029E-12,7.1502639136873E-16
C8H16,"trans-1,2-dimethylcyclohexane",6876-23-9,150.0,1500.0,101.53411629957,-0.67393194242421,0.0050042498518671,-9.3883014967393E-06,8.5566297382305E-09,-3.8734856266858E-12,6.9530535944978E-16
C8H16,"1,3-dimethylcyclohexane",591-21-9,150.0,1500.0,73.113421661259,0.0088360958755395,0.0014339072451473,-2.1719467380836E-06,1.4556762076517E-09,-4.8512822909137E-13,6.8133681239619E-17
C8H16,"cis-1,3-dimethylcyclohexane",638-04-0,150.0,1500.0,101.15485765314,-0.65455158828033,0.0048407127595381,-9.0270248315896E-06,8.2015798750982E-09,-3.7080139921759E-12,6.6544291975381E-16
C8H16,"trans-1,3-dimethylcyclohexane",2207-03-6,150.0,1500.0,100.55590112493,-0.65218580953919,0.004845586126465,-9.0759514689106E-06,8.2880786047602E-09,-3.7656291035835E-12,6.7874574967996E-16
C8H16,"1,4-dimethylcyclohexane",589-90-2,150.0,1500.0,100.55590112493,-0.65218580953919,0.004845586126465,-9.0759514689106E-06,8.2880786047602E-09,-3.7656291035835E-12,6.7874574967996E-16
C8H16,"cis-1,4-dimethylcyclohexane",624-29-3,150.0,1500.0,99.946301685011,-0.6384426754876,0.0048068484728747,-9.0731931307425E-06,8.3333825044025E-09,-3.7999167567202E-12,6.8627528398475E-16
C8H16,"trans-1,4-dimethylcyclohexane",2207-04-7,150.0,1500.0,102.1318027887,-0.66437094664886,0.0049241160890825,-9.2861358743671E-06,8.5326345620847E-09,-3.894398131009E-12,7.0412249806593E-16
C8H16,cyclooctane,292-64-8,150.0,1500.0,109.03557998691,-0.74073661099228,0.0049829672610255,-9.1162057901194E-06,8.2145905017764E-09,-3.6982364877485E-12,6.6205554606908E-16
C8H16,1-octene,111-66-0,150.0,1500.0,93.184820272128,0.071174882811181,0.0013325114367904,-2.3715645548018E-06,2.0011529446843E-09,-8.8697554638635E-13,1.6471201663032E-16
C8H16,oct-2-ene,111-67-1,150.0,1500.0,149.89434541016,-0.70052772392392,0.0049989176518043,-1.0150343926028E-05,1.0148478194337E-08,-5.0153480990892E-12,9.732046196032E-16
C8H16,cis-2-octene,7642-04-8,150.0,1500.0,152.83357460685,-0.78606472025152,0.0050591681401405,-9.6845845536957E-06,9.2156002077736E-09,-4.3815577217091E-12,8.2607907312953E-16
C8H16,trans-2-octene,13389-42-9,150.0,1500.0,130.51198927181,-0.46910894821371,0.0035855843387789,-6.5691288343131E-06,5.9269535688329E-09,-2.6954288770718E-12,4.9178376271356E-16
C8H16,cis-3-octene,14850-22-7,150.0,1500.0,152.83357460685,-0.78606472025152,0.0050591681401405,-9.6845845536957E-06,9.2156002077736E-09,-4.3815577217091E-12,8.2607907312953E-16
C8H16,trans-3-octene,14919-01-8,150.0,1500.0,141.23177376517,-0.62205882722765,0.0042203576875215,-7.7395496792897E-06,7.0141491675705E-09,-3.1943865632482E-12,5.8187424090576E-16
C8H16,oct-4-ene,592-99-4,150.0,1500.0,149.85819520701,-0.70035877701906,0.0049977120574546,-1.0147895956851E-05,1.0146030675385E-08,-5.0141385425215E-12,9.7296991087713E-16
C8H16,cis-4-octene,7642-15-1,150.0,1500.0,152.83357460685,-0.78606472025152,0.0050591681401405,-9.6845845536957E-06,9.2156002077736E-09,-4.3815577217091E-12,8.2607907312953E-16
C8H16,trans-4-octene,14850-23-8,150.0,1500.0,141.23177376517,-0.62205882722765,0.0042203576875215,-7.7395496792897E-06,7.0141491675705E-09,-3.1943865632482E-12,5.8187424090576E-16
C8H16,2-methyl-1-heptene,15870-10-7,150.0,1500.0,141.80130462321,-0.61155510726849,0.0043208999207629,-8.2264704459546E-06,7.7425475101722E-09,-3.6469400859889E-12,6.829909036486E-16
C8H16,3-methyl-1-heptene,4810-09-7,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,4-methyl-1-heptene,13151-05-8,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,5-methyl-1-heptene,13151-04-7,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,6-methyl-1-heptene,5026-76-6,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,2-methyl-2-heptene,627-97-4,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,3-methyl-cis2-heptene,22768-19-0,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,3-methyl-trans-2-heptene,22768-20-3,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,4-methyl-cis2-heptene,66225-16-9,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,4-methyl-trans-2-heptene,66225-17-0,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,5-methyl-cis2-heptene,24608-84-2,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,5-methyl-trans-2-heptene,24608-85-3,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-2-heptene,73548-72-8,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-cis2-heptene,66225-18-1,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-trans-2-heptene,51065-65-7,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-3-heptene,3404-57-7,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,2-methyl-3-heptene,17618-76-7,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,2-methyl-cis3-heptene,20488-34-0,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,2-methyl-trans-3-heptene,692-96-6,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,3-methyl-3-heptene,7300-03-0,150.0,1500.0,147.08999458864,-0.68742165585399,0.0049053936514633,-9.960442664429E-06,9.958611838459E-09,-4.9215167040079E-12,9.5499708039653E-16
C8H16,3-methyl-cis3-heptene,22768-17-8,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,3-methyl-trans-3-heptene,22768-18-9,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,4-methyl-3-heptene,4485-16-9,150.0,1500.0,147.08999458864,-0.68742165585399,0.0049053936514633,-9.960442664429E-06,9.958611838459E-09,-4.9215167040079E-12,9.5499708039653E-16
C8H16,4-methyl-cis3-heptene,14255-24-4,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,4-methyl-trans-3-heptene,13714-85-7,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,5-methyl-3-heptene,13172-91-3,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,5-methyl-cis3-heptene,50422-80-5,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,5-methyl-trans-3-heptene,53510-18-2,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-cis3-heptene,66225-19-2,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,6-methyl-trans-3-heptene,66225-20-5,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,2-ethyl-1-hexene,1632-16-2,150.0,1500.0,153.60913535102,-0.77550767993781,0.0050342668018307,-9.6091880683045E-06,9.0869230371055E-09,-4.2891081093934E-12,8.0301288334299E-16
C8H16,3-ethyl-1-hexene,3404-58-8,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,4-ethyl-1-hexene,16746-85-3,150.0,1500.0,143.69475879505,-0.63644612329854,0.0044076427566225,-8.3377621075394E-06,7.7974751225704E-09,-3.6505229458451E-12,6.8000153869042E-16
C8H16,"2,3-dimethyl-1-hexene",16746-86-4,150.0,1500.0,143.38399971997,-0.63225845856731,0.0043967240338818,-8.3343699847644E-06,7.8098857394235E-09,-3.6628715996595E-12,6.8331826996112E-16
C8H16,"2,4-dimethyl-1-hexene",16746-87-5,150.0,1500.0,143.38399971997,-0.63225845856731,0.0043967240338818,-8.3343699847644E-06,7.8098857394235E-09,-3.6628715996595E-12,6.8331826996112E-16
C8H16,"2,5-dimethyl-1-hexene",6975-92-4,150.0,1500.0,143.38399971997,-0.63225845856731,0.0043967240338818,-8.3343699847644E-06,7.8098857394235E-09,-3.6628715996595E-12,6.8331826996112E-16
C8H16,"3,3-dimethyl-1-hexene",3404-77-1,150.0,1500.0,165.58530075295,-0.92820298525948,0.005705179163617,-1.0870890399858E-05,1.0247780203796E-08,-4.8077406705941E-12,8.9330138754055E-16
C8H16,"3,4-dimethyl-1-hexene",16745-94-1,150.0,1500.0,145.27745394911,-0.65714947535828,0.0044834668732464,-8.4456616538031E-06,7.8648133597751E-09,-3.6664544636436E-12,6.8032890583143E-16
C8H16,"3,5-dimethyl-1-hexene",7423-69-0,150.0,1500.0,145.27745394911,-0.65714947535828,0.0044834668732464,-8.4456616538031E-06,7.8648133597751E-09,-3.6664544636436E-12,6.8032890583143E-16
C8H16,"4,4-dimethyl-1-hexene",1647-08-1,150.0,1500.0,165.58530075295,-0.92820298525948,0.005705179163617,-1.0870890399858E-05,1.0247780203796E-08,-4.8077406705941E-12,8.9330138754055E-16
C8H16,"4,5-dimethyl-1-hexene",16106-59-5,150.0,1500.0,145.27745394911,-0.65714947535828,0.0044834668732464,-8.4456616538031E-06,7.8648133597751E-09,-3.6664544636436E-12,6.8032890583143E-16
C8H16,"5,5-dimethyl-1-hexene",7116-86-1,150.0,1500.0,165.58530075295,-0.92820298525948,0.005705179163617,-1.0870890399858E-05,1.0247780203796E-08,-4.8077406705941E-12,8.9330138754055E-16
C8H16,3-ethyl-cis2-hexene,36880-72-5,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,3-ethyl-trans-2-hexene,66225-15-8,150.0,1500.0,152.52281553246,-0.78187705552891,0.005048249417437,-9.6811924309953E-06,9.2280108247029E-09,-4.3939063755617E-12,8.2939580440771E-16
C8H16,4-ethyl-cis2-hexene,54616-49-8,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,4-ethyl-trans-2-hexene,19781-63-6,150.0,1500.0,154.4162696932,-0.80676807141326,0.0051349922526342,-9.7924840911886E-06,9.2829384356319E-09,-4.3974892346621E-12,8.2640643929893E-16
C8H16,"2,3-dimethyl-2-hexene",7145-20-2,150.0,1500.0,152.21205647927,-0.77768939109193,0.0050373306960709,-9.677800311181E-06,9.2404214447485E-09,-4.4062550310471E-12,8.3271253601609E-16
C8H16,"2,4-dimethyl-2-hexene",14255-23-3,150.0,1500.0,154.10551064002,-0.80258040697241,0.0051240735312298,-9.7890919712536E-06,9.2953490555138E-09,-4.4098378900479E-12,8.2972317088491E-16
